Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,38.986303,[20 55] ; [170  83],[43.44512195 31.55487805] ; [146.55487805 106.44512195],1
p9,1,0.0,32.289059,[39 38] ; [209  44],[57.86666667 19.13333333] ; [190.13333333  62.86666667],1
p11,1,1e-06,23.237559,[39 38] ; [203  55],[55.6238806 21.3761194] ; [186.3761194  71.6238806],1
p8,1,2e-06,22.971291,[17 60] ; [135 119],[35.35951662 41.64048338] ; [116.64048338 137.35951662],1
p4,1,2e-06,22.588161,[20 54] ; [150 107],[38.0060423 35.9939577] ; [131.9939577 125.0060423],1
v4,1,5e-06,20.881491,[64 13] ; [248   7],[72.36144578  4.63855422] ; [239.63855422  15.36144578],1
p10,1,2e-05,18.213937,[42 34] ; [204  52],[56.31325301 19.68674699] ; [189.68674699  66.31325301],1
s3,1,0.000107,15.007018,[28 48] ; [158  97],[42.70694864 33.29305136] ; [143.29305136 111.70694864],1
r4,1,0.000201,13.823997,[63 14] ; [245  13],[70.79402985  6.20597015] ; [237.20597015  20.79402985],1
s2,1,0.000298,13.08276,[21 55] ; [131 125],[34.79518072 41.20481928] ; [117.20481928 138.79518072],1
p6,1,0.000311,13.000639,[ 9 68] ; [ 84 173],[21.44011976 55.55988024] ; [ 71.55988024 185.44011976],1
r3,1,0.000325,12.919028,[65 12] ; [244  10],[71.88217523  5.11782477] ; [237.11782477  16.88217523],1
s6,1,0.000569,11.874421,[36 41] ; [171  79],[48.74311927 28.25688073] ; [158.25688073  91.74311927],1
d3,1,0.000835,11.162885,[41 35] ; [191  67],[52.79041916 23.20958084] ; [179.20958084  78.79041916],1
n6,1,0.001201,10.489267,[51 26] ; [214  43],[61.09281437 15.90718563] ; [203.90718563  53.09281437],0
p3,1,0.006821,7.319601,[22 55] ; [118 139],[32.2754491 44.7245509] ; [107.7245509 149.2754491],0
s7,1,0.008965,6.829786,[23 49] ; [121 124],[32.70662461 39.29337539] ; [111.29337539 133.70662461],0
d5,1,0.018617,5.537141,[53 23] ; [212  46],[60.2994012 15.7005988] ; [204.7005988  53.2994012],0
b1,1,0.024584,5.052927,[40 37] ; [ 97 161],[31.48955224 45.51044776] ; [105.51044776 152.48955224],0
a5,1,0.032875,4.552276,[47 30] ; [190  68],[54.47462687 22.52537313] ; [182.52537313  75.47462687],0
s1,1,0.042684,4.107885,[ 7 69] ; [  9 246],[ 3.67371601 72.32628399] ; [ 12.32628399 242.67371601],0
s5,1,0.044721,4.029145,[15 59] ; [ 81 169],[21.92592593 52.07407407] ; [ 74.07407407 175.92592593],0
a6,1,0.053701,3.721967,[45 31] ; [183  75],[51.88023952 24.11976048] ; [176.11976048  81.88023952],0
n1,1,0.068932,3.308277,[14 16] ; [18 47],[10.10526316 19.89473684] ; [21.89473684 43.10526316],0
a1,1,0.071693,3.243825,[ 5 72] ; [  6 252],[ 2.52835821 74.47164179] ; [  8.47164179 249.52835821],0
r2,1,0.096691,2.759295,[69  7] ; [245  11],[71.87951807  4.12048193] ; [242.12048193  13.87951807],0
s8,1,0.106154,2.610567,[22 55] ; [ 99 157],[27.97897898 49.02102102] ; [ 93.02102102 162.97897898],0
a7,1,0.124245,2.36298,[52 25] ; [196  61],[57.17365269 19.82634731] ; [190.82634731  66.17365269],0
p12,1,0.146556,2.107733,[ 7 70] ; [ 12 243],[ 4.40662651 72.59337349] ; [ 14.59337349 240.40662651],0
n4,1,0.187819,1.734643,[52 25] ; [193  64],[56.48203593 20.51796407] ; [188.51796407  68.48203593],0
d4,1,0.23249,1.425561,[59 17] ; [214  42],[62.4939759 13.5060241] ; [210.5060241  45.4939759],0
u3,1,0.243372,1.360957,[13 14] ; [47 30],[15.57692308 11.42307692] ; [44.42307692 32.57692308],0
p5,1,0.249776,1.324558,[ 4 73] ; [ 24 233],[ 6.45508982 70.54491018] ; [ 21.54491018 235.45508982],0
p1,1,0.274803,1.192614,[ 3 74] ; [ 19 237],[ 5.08708709 71.91291291] ; [ 16.91291291 239.08708709],0
d1,1,0.278082,1.176439,[40 37] ; [152 106],[44.13134328 32.86865672] ; [147.86865672 110.13134328],0
v3,1,0.292229,1.109325,[25 47] ; [ 71 180],[21.3993808 50.6006192] ; [ 74.6006192 176.3993808],0
n5,1,0.299027,1.078529,[47 29] ; [174  81],[50.74320242 25.25679758] ; [170.25679758  84.74320242],0
v2,1,0.336943,0.922029,[37 36] ; [109 137],[33.41065831 39.58934169] ; [112.58934169 133.41065831],0
b3,1,0.449516,0.571873,[11 35] ; [41 97],[13. 33.] ; [39. 99.],0
b2,1,0.449516,0.571873,[11 35] ; [41 97],[13. 33.] ; [39. 99.],0
u1,1,0.467692,0.527424,[11 66] ; [ 46 212],[13.10149254 63.89850746] ; [ 43.89850746 214.10149254],0
n3,1,0.528317,0.397627,[17 10] ; [46 20],[18.29032258  8.70967742] ; [44.70967742 21.29032258],0
a3,1,0.55349,0.351102,[50 26] ; [179  79],[52.10778443 23.89221557] ; [176.89221557  81.10778443],0
s4,1,0.735779,0.113872,[13 64] ; [ 47 206],[14. 63.] ; [ 46. 207.],0
b5,1,0.765985,0.088584,[40 37] ; [139 119],[41.14328358 35.85671642] ; [137.85671642 120.14328358],0
a8,1,0.769907,0.085555,[ 8 66] ; [ 28 204],[ 8.70588235 65.29411765] ; [ 27.29411765 204.70588235],0
u2,1,0.780192,0.077879,[15 11] ; [42 35],[14.38834951 11.61165049] ; [42.61165049 34.38834951],0
d2,1,0.781635,0.076834,[35 41] ; [123 134],[36.06006006 39.93993994] ; [121.93993994 135.06006006],0
b4,1,0.781832,0.076692,[44 33] ; [152 106],[45.05074627 31.94925373] ; [150.94925373 107.05074627],0
n2,1,0.874478,0.024956,[20 11] ; [43 22],[20.34375 10.65625] ; [42.65625 22.34375],0
a4,1,0.924383,0.009009,[33 44] ; [109 149],[32.63880597 44.36119403] ; [109.36119403 148.63880597],0
a2,1,0.997763,8e-06,[17 60] ; [ 57 201],[17.00895522 59.99104478] ; [ 56.99104478 201.00895522],0
