Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,130.428814,[338  25] ; [43 55],[300.00650759  62.99349241] ; [80.99349241 17.00650759],1
n6,1,0.0,54.666959,[339  23] ; [64 33],[317.83442266  44.16557734] ; [85.16557734 11.83442266],1
v1,1,1e-06,25.250511,[229 124] ; [34 60],[207.6935123 145.3064877] ; [55.3064877 38.6935123],1
p4,1,7e-06,20.063228,[264  96] ; [48 49],[245.77680525 114.22319475] ; [66.22319475 30.77680525],1
p11,1,0.001176,10.527268,[313  50] ; [71 27],[302.36876356  60.63123644] ; [81.63123644 16.36876356],0
a2,1,0.004136,8.223089,[142 221] ; [23 75],[129.92407809 233.07592191] ; [35.07592191 62.92407809],0
p5,1,0.004542,8.053332,[ 59 300] ; [ 5 92],[ 50.38596491 308.61403509] ; [13.61403509 83.38596491],0
s7,1,0.004699,7.991858,[205 143] ; [41 55],[192.81081081 155.18918919] ; [53.18918919 42.81081081],0
a3,1,0.004764,7.967083,[306  55] ; [71 27],[296.50762527  64.49237473] ; [80.49237473 17.50762527],0
v3,1,0.005111,7.839757,[168 175] ; [30 62],[156.12413793 186.87586207] ; [41.87586207 50.12413793],0
p3,1,0.010861,6.487986,[217 143] ; [45 53],[205.93886463 154.06113537] ; [56.06113537 41.93886463],0
s8,1,0.011167,6.438578,[202 157] ; [41 57],[190.89059081 168.10940919] ; [52.10940919 45.89059081],0
a4,1,0.011216,6.430843,[225 137] ; [47 51],[214.05217391 147.94782609] ; [57.94782609 40.05217391],0
a8,1,0.011897,6.326129,[ 52 270] ; [ 5 83],[ 44.76585366 277.23414634] ; [12.23414634 75.76585366],0
u1,1,0.012438,6.247389,[109 254] ; [17 81],[ 99.21475054 263.78524946] ; [26.78524946 71.21475054],0
p8,1,0.013183,6.144365,[214 143] ; [44 52],[203.32450331 153.67549669] ; [54.67549669 41.32450331],0
p12,1,0.017147,5.681222,[ 45 316] ; [ 4 94],[ 38.53812636 322.46187364] ; [10.46187364 87.53812636],0
s2,1,0.020321,5.384145,[219 140] ; [47 51],[208.95842451 150.04157549] ; [57.04157549 40.95842451],0
p6,1,0.020711,5.350931,[167 192] ; [32 64],[157.01318681 201.98681319] ; [41.98681319 54.01318681],0
s6,1,0.027106,4.884037,[264  90] ; [62 36],[255.31858407  98.68141593] ; [70.68141593 27.31858407],0
b1,1,0.044214,4.04838,[136 227] ; [26 72],[127.56182213 235.43817787] ; [34.43817787 63.56182213],0
a5,1,0.062954,3.457793,[316  47] ; [78 20],[310.24295011  52.75704989] ; [83.75704989 14.24295011],0
s3,1,0.074333,3.18464,[226 132] ; [51 45],[218.42731278 139.57268722] ; [58.57268722 37.42731278],0
p10,1,0.08472,2.971947,[337  25] ; [86 12],[332.8826087  29.1173913] ; [90.1173913  7.8826087],0
a1,1,0.095699,2.775802,[ 23 340] ; [ 2 96],[ 19.68546638 343.31453362] ; [ 5.31453362 92.68546638],0
u4,1,0.113545,2.504178,[ 16 346] ; [ 1 97],[ 13.37826087 348.62173913] ; [ 3.62173913 94.37826087],0
s4,1,0.153075,2.04134,[ 58 299] ; [22 76],[ 62.76923077 294.23076923] ; [17.23076923 80.76923077],0
p7,1,0.162748,1.948503,[247 106] ; [60 36],[241.36080178 111.63919822] ; [65.63919822 30.36080178],0
p2,1,0.199516,1.645915,[315  45] ; [80 17],[311.15973742  48.84026258] ; [83.84026258 13.15973742],0
s5,1,0.200241,1.640617,[142 204] ; [31 61],[136.66210046 209.33789954] ; [36.33789954 55.66210046],0
d2,1,0.204515,1.609838,[263  98] ; [65 33],[257.96949891 103.03050109] ; [70.03050109 27.96949891],0
n1,1,0.215249,1.535765,[29 36] ; [ 9 20],[26.27659574 38.72340426] ; [11.72340426 17.27659574],0
a7,1,0.240844,1.375649,[276  87] ; [80 18],[280.32104121  82.67895879] ; [75.67895879 22.32104121],0
r1,1,0.274159,1.195817,[311  51] ; [79 18],[307.58169935  54.41830065] ; [82.41830065 14.58169935],0
n3,1,0.276316,1.185121,[47 18] ; [24  5],[49.09574468 15.90425532] ; [21.90425532  7.09574468],0
d3,1,0.328016,0.956716,[319  42] ; [90  8],[321.67538126  39.32461874] ; [87.32461874 10.67538126],0
v4,1,0.400521,0.706763,[352   9] ; [94  4],[350.77559913  10.22440087] ; [95.22440087  2.77559913],0
p1,1,0.43236,0.616475,[ 36 327] ; [ 7 89],[ 34.00653595 328.99346405] ; [ 8.99346405 87.00653595],0
r3,1,0.438731,0.5996,[347  13] ; [96  2],[348.20960699  11.79039301] ; [94.79039301  3.20960699],0
b4,1,0.462011,0.541019,[211 152] ; [61 37],[214.17787419 148.82212581] ; [57.82212581 40.17787419],0
a6,1,0.473538,0.513709,[270  90] ; [70 28],[267.2489083  92.7510917] ; [72.7510917 25.2489083],0
r4,1,0.521595,0.410738,[340  23] ; [90  8],[338.59002169  24.40997831] ; [91.40997831  6.59002169],0
d5,1,0.535875,0.383239,[353   7] ; [97  1],[353.71179039   6.28820961] ; [96.28820961  1.71179039],0
u2,1,0.53622,0.382591,[34 23] ; [18  9],[35.28571429 21.71428571] ; [16.71428571 10.28571429],0
n2,1,0.595244,0.282229,[49 17] ; [20  9],[47.93684211 18.06315789] ; [21.06315789  7.93684211],0
u3,1,0.6406,0.217958,[35 22] ; [18  9],[35.96428571 21.03571429] ; [17.03571429  9.96428571],0
v2,1,0.688306,0.160925,[221 129] ; [56 36],[219.3438914 130.6561086] ; [57.6561086 34.3438914],0
b5,1,0.712773,0.135523,[226 137] ; [63 35],[227.56399132 135.43600868] ; [61.43600868 36.56399132],0
d4,1,0.776085,0.080897,[355   5] ; [97  1],[355.28384279   4.71615721] ; [96.71615721  1.28384279],0
r2,1,0.794247,0.068016,[348   9] ; [95  2],[348.35022026   8.64977974] ; [94.64977974  2.35022026],0
b2,1,0.938927,0.00587,[101 139] ; [22 31],[100.75085324 139.24914676] ; [22.24914676 30.75085324],0
b3,1,0.938927,0.00587,[101 139] ; [22 31],[100.75085324 139.24914676] ; [22.24914676 30.75085324],0
s1,1,0.991894,0.000103,[ 11 346] ; [ 3 95],[ 10.98461538 346.01538462] ; [ 3.01538462 94.98461538],0
