Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.066872,3.358188,[14  2] ; [27 16],[11.11864407  4.88135593] ; [29.88135593 13.11864407],0
s2,1,0.066872,3.358188,[ 2 14] ; [16 27],[ 4.88135593 11.11864407] ; [13.11864407 29.88135593],0
a3,1,0.10925,2.565037,[11  5] ; [19 23],[8.27586207 7.72413793] ; [21.72413793 20.27586207],0
u1,1,0.113759,2.501211,[ 2 14] ; [ 1 42],[ 0.81355932 15.18644068] ; [ 2.18644068 40.81355932],0
a4,1,0.129338,2.300434,[ 6 10] ; [ 8 35],[ 3.79661017 12.20338983] ; [10.20338983 32.79661017],0
a5,1,0.137469,2.206068,[9 7] ; [15 28],[6.50847458 9.49152542] ; [17.49152542 25.50847458],0
b4,1,0.17229,1.862906,[11  5] ; [21 22],[8.6779661 7.3220339] ; [23.3220339 19.6779661],0
r3,1,0.188237,1.731359,[7 9] ; [27 16],[9.22033898 6.77966102] ; [24.77966102 18.22033898],0
p3,1,0.26379,1.248759,[ 2 14] ; [11 31],[ 3.5862069 12.4137931] ; [ 9.4137931 32.5862069],0
p11,1,0.274786,1.192696,[ 6 10] ; [23 20],[7.86440678 8.13559322] ; [21.13559322 21.86440678],0
v1,1,0.348353,0.879449,[ 4 12] ; [16 26],[ 5.51724138 10.48275862] ; [14.48275862 27.51724138],0
p9,1,0.360758,0.835253,[7 9] ; [24 18],[8.55172414 7.44827586] ; [22.44827586 19.55172414],0
s4,1,0.361515,0.832622,[ 2 14] ; [10 33],[ 3.25423729 12.74576271] ; [ 8.74576271 34.25423729],0
a7,1,0.368518,0.808657,[11  5] ; [24 19],[9.49152542 6.50847458] ; [25.50847458 17.49152542],0
n5,1,0.378441,0.77576,[ 4 12] ; [16 27],[ 5.42372881 10.57627119] ; [14.57627119 28.42372881],0
p10,1,0.393663,0.727599,[10  6] ; [21 21],[8.55172414 7.44827586] ; [22.44827586 19.55172414],0
n1,1,0.399747,0.709086,[4 9] ; [ 3 14],[3.03333333 9.96666667] ; [ 3.96666667 13.03333333],0
u2,1,0.453319,0.56234,[3 2] ; [10 14],[2.24137931 2.75862069] ; [10.75862069 13.24137931],0
s6,1,0.470093,0.521756,[ 4 12] ; [15 28],[ 5.15254237 10.84745763] ; [13.84745763 29.15254237],0
v2,1,0.487676,0.48165,[6 9] ; [13 30],[ 4.9137931 10.0862069] ; [14.0862069 28.9137931],0
d3,1,0.488566,0.479682,[10  6] ; [22 20],[8.82758621 7.17241379] ; [23.17241379 18.82758621],0
n2,1,0.490644,0.475113,[7 6] ; [ 7 10],[6.06666667 6.93333333] ; [7.93333333 9.06666667],0
a2,1,0.498263,0.458635,[ 2 14] ; [ 3 40],[ 1.3559322 14.6440678] ; [ 3.6440678 39.3559322],0
s1,1,0.498263,0.458635,[ 2 14] ; [ 3 40],[ 1.3559322 14.6440678] ; [ 3.6440678 39.3559322],0
n6,1,0.505928,0.44248,[9 7] ; [20 23],[7.86440678 8.13559322] ; [21.13559322 21.86440678],0
a6,1,0.535363,0.384202,[ 6 10] ; [20 23],[7.05084746 8.94915254] ; [18.94915254 24.05084746],0
d5,1,0.644052,0.213482,[10  6] ; [24 19],[9.22033898 6.77966102] ; [24.77966102 18.22033898],0
v3,1,0.67471,0.176142,[ 3 13] ; [ 6 36],[ 2.48275862 13.51724138] ; [ 6.51724138 35.48275862],0
b1,1,0.690257,0.158807,[8 8] ; [24 19],[8.6779661 7.3220339] ; [23.3220339 19.6779661],0
p8,1,0.704494,0.143839,[ 5 11] ; [15 26],[ 5.61403509 10.38596491] ; [14.38596491 26.61403509],0
s7,1,0.711289,0.136993,[ 4 11] ; [ 9 32],[ 3.48214286 11.51785714] ; [ 9.51785714 31.48214286],0
s8,1,0.719654,0.128824,[ 2 14] ; [ 7 36],[ 2.44067797 13.55932203] ; [ 6.55932203 36.44067797],0
d1,1,0.721464,0.127095,[ 6 10] ; [14 29],[ 5.42372881 10.57627119] ; [14.57627119 28.42372881],0
r2,1,0.778032,0.079459,[9 6] ; [24 19],[8.53448276 6.46551724] ; [24.46551724 18.53448276],0
s3,1,0.787972,0.072331,[ 5 10] ; [16 27],[5.43103448 9.56896552] ; [15.56896552 27.43103448],0
u3,1,0.811414,0.056931,[2 3] ; [11 13],[2.24137931 2.75862069] ; [10.75862069 13.24137931],0
s5,1,0.821919,0.05066,[ 3 13] ; [ 9 33],[ 3.31034483 12.68965517] ; [ 8.68965517 33.31034483],0
p5,1,0.834889,0.043445,[ 1 15] ; [ 2 39],[ 0.84210526 15.15789474] ; [ 2.15789474 38.84210526],0
p7,1,0.875155,0.024685,[7 9] ; [17 24],[6.73684211 9.26315789] ; [17.26315789 23.73684211],0
n3,1,0.875948,0.02437,[6 6] ; [8 9],[5.79310345 6.20689655] ; [8.20689655 8.79310345],0
p4,1,0.886703,0.0203,[ 6 10] ; [17 26],[6.23728814 9.76271186] ; [16.76271186 26.23728814],0
b3,1,0.896446,0.01694,[2 5] ; [ 6 17],[1.86666667 5.13333333] ; [ 6.13333333 16.86666667],0
b2,1,0.896446,0.01694,[2 5] ; [ 6 17],[1.86666667 5.13333333] ; [ 6.13333333 16.86666667],0
d2,1,0.939851,0.005694,[ 5 11] ; [13 30],[ 4.88135593 11.11864407] ; [13.11864407 29.88135593],0
p2,1,0.966693,0.001744,[10  6] ; [26 16],[9.93103448 6.06896552] ; [26.06896552 15.93103448],0
b5,1,0.976073,0.0009,[9 7] ; [24 19],[8.94915254 7.05084746] ; [24.05084746 18.94915254],0
p6,1,0.979384,0.000668,[ 3 13] ; [ 8 34],[ 3.03448276 12.96551724] ; [ 7.96551724 34.03448276],0
v4,1,1.0,0.0,[10  5] ; [28 14],[10.  5.] ; [28. 14.],0
