Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.000981,10.863605,[2 8] ; [22  6],[6.31578947 3.68421053] ; [17.68421053 10.31578947],1
n1,1,0.010691,6.516012,[3 1] ; [ 1 10],[1.06666667 2.93333333] ; [2.93333333 8.06666667],0
d5,1,0.011655,6.362578,[4 6] ; [23  5],[7.10526316 2.89473684] ; [19.89473684  8.10526316],0
v2,1,0.015928,5.810831,[1 8] ; [16 12],[4.13513514 4.86486486] ; [12.86486486 15.13513514],0
b4,1,0.037401,4.332062,[3 7] ; [19  9],[5.78947368 4.21052632] ; [16.21052632 11.78947368],0
b5,1,0.121857,2.393292,[4 6] ; [19  9],[6.05263158 3.94736842] ; [16.94736842 11.05263158],0
a6,1,0.121857,2.393292,[4 6] ; [19  9],[6.05263158 3.94736842] ; [16.94736842 11.05263158],0
a4,1,0.220165,1.503297,[5 5] ; [ 8 20],[3.42105263 6.57894737] ; [ 9.57894737 18.42105263],0
p7,1,0.258116,1.278832,[6 4] ; [11 17],[4.47368421 5.52631579] ; [12.52631579 15.47368421],0
s6,1,0.274895,1.192157,[3 7] ; [14 14],[4.47368421 5.52631579] ; [12.52631579 15.47368421],0
n5,1,0.274895,1.192157,[7 3] ; [14 14],[5.52631579 4.47368421] ; [15.47368421 12.52631579],0
v4,1,0.314956,1.009779,[5 5] ; [19  9],[6.31578947 3.68421053] ; [17.68421053 10.31578947],0
v3,1,0.317916,0.9975,[1 9] ; [ 7 21],[2.10526316 7.89473684] ; [ 5.89473684 22.10526316],0
r1,1,0.427576,0.6294,[5 5] ; [10 18],[3.94736842 6.05263158] ; [11.05263158 16.94736842],0
s1,1,0.434519,0.610714,[1 9] ; [ 1 27],[0.52631579 9.47368421] ; [ 1.47368421 26.52631579],0
b1,1,0.461251,0.542857,[6 4] ; [13 15],[5. 5.] ; [14. 14.],0
p11,1,0.46735,0.528235,[8 2] ; [19  9],[7.10526316 2.89473684] ; [19.89473684  8.10526316],0
d2,1,0.46735,0.528235,[2 8] ; [ 9 19],[2.89473684 7.10526316] ; [ 8.10526316 19.89473684],0
a5,1,0.47522,0.509814,[7 3] ; [16 12],[6.05263158 3.94736842] ; [16.94736842 11.05263158],0
u3,1,0.502335,0.45,[2 4] ; [6 6],[2.66666667 3.33333333] ; [5.33333333 6.66666667],0
a3,1,0.506061,0.442204,[4 5] ; [16 12],[4.86486486 4.13513514] ; [15.13513514 12.86486486],0
n6,1,0.555818,0.346997,[5 5] ; [17 11],[5.78947368 4.21052632] ; [16.21052632 11.78947368],0
b3,1,0.573138,0.31746,[2 3] ; [ 4 11],[1.5 3.5] ; [ 4.5 10.5],0
b2,1,0.573138,0.31746,[2 3] ; [ 4 11],[1.5 3.5] ; [ 4.5 10.5],0
p2,1,0.601297,0.273044,[7 3] ; [17 11],[6.31578947 3.68421053] ; [17.68421053 10.31578947],0
p6,1,0.62434,0.239815,[3 7] ; [ 6 21],[2.43243243 7.56756757] ; [ 6.56756757 20.43243243],0
p3,1,0.62434,0.239815,[3 7] ; [ 6 21],[2.43243243 7.56756757] ; [ 6.56756757 20.43243243],0
p8,1,0.638512,0.220694,[4 5] ; [10 18],[3.40540541 5.59459459] ; [10.59459459 17.40540541],0
n3,1,0.679708,0.170455,[3 1] ; [7 4],[2.66666667 1.33333333] ; [7.33333333 3.66666667],0
p9,1,0.705998,0.142308,[6 4] ; [18  9],[6.48648649 3.51351351] ; [17.51351351  9.48648649],0
s3,1,0.709065,0.139212,[2 8] ; [ 7 20],[2.43243243 7.56756757] ; [ 6.56756757 20.43243243],0
s4,1,0.730731,0.118442,[1 9] ; [ 4 24],[1.31578947 8.68421053] ; [ 3.68421053 24.31578947],0
a2,1,0.730731,0.118442,[1 9] ; [ 4 24],[1.31578947 8.68421053] ; [ 3.68421053 24.31578947],0
v1,1,0.7437,0.106901,[3 7] ; [10 18],[3.42105263 6.57894737] ; [ 9.57894737 18.42105263],0
s8,1,0.757914,0.095,[3 7] ; [ 7 21],[2.63157895 7.36842105] ; [ 7.36842105 20.63157895],0
u1,1,0.773643,0.082721,[1 9] ; [ 2 26],[0.78947368 9.21052632] ; [ 2.21052632 25.78947368],0
p4,1,0.84605,0.037698,[5 5] ; [13 15],[4.73684211 5.26315789] ; [13.26315789 14.73684211],0
r3,1,0.865824,0.028549,[7 2] ; [21  7],[6.81081081 2.18918919] ; [21.18918919  6.81081081],0
p10,1,0.868915,0.027237,[6 4] ; [17 10],[6.21621622 3.78378378] ; [16.78378378 10.21621622],0
n2,1,0.875996,0.024351,[2 2] ; [6 5],[2.13333333 1.86666667] ; [5.86666667 5.13333333],0
r4,1,0.900415,0.015659,[3 7] ; [ 9 19],[3.15789474 6.84210526] ; [ 8.84210526 19.15789474],0
s7,1,0.914143,0.011624,[2 7] ; [ 6 19],[2.11764706 6.88235294] ; [ 5.88235294 19.11764706],0
a1,1,0.949624,0.003992,[1 9] ; [ 3 25],[1.05263158 8.94736842] ; [ 2.94736842 25.05263158],0
a8,1,0.958343,0.002728,[2 8] ; [ 5 21],[1.94444444 8.05555556] ; [ 5.05555556 20.94444444],0
n4,1,1.0,0.0,[5 5] ; [14 14],[5. 5.] ; [14. 14.],0
u2,1,1.0,0.0,[4 2] ; [8 4],[4. 2.] ; [8. 4.],0
