Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,336.148588,[372  50] ; [ 94 292],[243.38118812 178.61881188] ; [222.61881188 163.38118812],1
s7,1,0.0,156.795216,[290 117] ; [ 98 274],[202.71630295 204.28369705] ; [185.28369705 186.71630295],1
s6,1,0.0,148.983933,[366  51] ; [182 200],[286.00250313 130.99749687] ; [261.99749687 120.00250313],1
s8,1,0.0,113.182281,[267 157] ; [100 288],[191.63546798 232.36453202] ; [175.36453202 212.63546798],1
s5,1,0.0,79.420723,[201 204] ; [ 73 306],[141.54336735 263.45663265] ; [132.45663265 246.54336735],1
s4,1,0.0,26.251481,[ 98 322] ; [ 38 349],[ 70.78066914 349.21933086] ; [ 65.21933086 321.78066914],1
p10,1,4.3e-05,16.719133,[362  57] ; [289  96],[339.26492537  79.73507463] ; [311.73507463  73.26492537],1
p9,1,9.6e-05,15.207156,[372  44] ; [306  79],[352.11985019  63.88014981] ; [325.88014981  59.11985019],1
p12,1,0.000139,14.52146,[ 48 373] ; [ 16 370],[ 33.38785626 387.61214374] ; [ 30.61214374 355.38785626],1
p6,1,0.000202,13.813246,[180 237] ; [117 267],[154.61797753 262.38202247] ; [142.38202247 241.61797753],1
u1,1,0.000265,13.301822,[100 326] ; [ 53 339],[ 79.6797066 346.3202934] ; [ 73.3202934 318.6797066],1
p4,1,0.000469,12.235278,[275 146] ; [206 181],[250.6200495 170.3799505] ; [230.3799505 156.6200495],1
d1,1,0.000503,12.10288,[277 149] ; [208 184],[252.5794621 173.4205379] ; [232.4205379 159.5794621],1
n5,1,0.001285,10.363253,[335  88] ; [269 119],[315.03329223 107.96670777] ; [288.96670777  99.03329223],0
d4,1,0.00144,10.154404,[366  56] ; [306  85],[348.81180812  73.18819188] ; [323.18819188  67.81180812],0
v1,1,0.001653,9.900214,[247 166] ; [187 197],[224.89585947 188.10414053] ; [209.10414053 174.89585947],0
d2,1,0.002846,8.903369,[226 197] ; [168 223],[204.74447174 218.25552826] ; [189.25552826 201.74447174],0
a2,1,0.004619,8.022971,[121 305] ; [ 78 314],[103.63569682 322.36430318] ; [ 95.36430318 296.63569682],0
s1,1,0.006611,7.375629,[ 21 399] ; [  6 380],[ 14.06947891 405.93052109] ; [ 12.93052109 373.06947891],0
a3,1,0.007015,7.269003,[321 103] ; [262 128],[303.67567568 120.32432432] ; [279.32432432 110.67567568],0
u4,1,0.011384,6.404378,[ 16 410] ; [  4 388],[ 10.41564792 415.58435208] ; [  9.58435208 382.41564792],0
v3,1,0.016321,5.767964,[180 226] ; [135 241],[163.54219949 242.45780051] ; [151.45780051 224.54219949],0
a4,1,0.021267,5.304789,[209 216] ; [160 229],[192.65970516 232.34029484] ; [176.34029484 212.65970516],0
v4,1,0.022253,5.225872,[421   5] ; [376  14],[416.08088235   9.91911765] ; [380.91911765   9.08088235],0
