Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,32.464553,[22 30] ; [124  25],[37.77114428 14.22885572] ; [108.22885572  40.77114428],1
a4,1,0.0,31.1892,[10 42] ; [95 53],[27.3 24.7] ; [77.7 70.3],1
d2,1,0.0,29.910735,[12 40] ; [99 49],[28.86 23.14] ; [82.14 65.86],1
d1,1,1e-06,23.996491,[17 35] ; [106  43],[31.82089552 20.17910448] ; [91.17910448 57.82089552],1
u1,1,5e-06,20.976766,[ 1 51] ; [51 98],[13.45273632 38.54726368] ; [ 38.54726368 110.45273632],1
d5,1,1.3e-05,18.953606,[35 17] ; [137  12],[44.49751244  7.50248756] ; [127.50248756  21.49751244],1
s7,1,0.000897,11.027923,[16 32] ; [86 55],[25.9047619 22.0952381] ; [76.0952381 64.9047619],1
r2,1,0.001258,10.403832,[42 10] ; [141   7],[47.58  4.42] ; [135.42  12.58],0
v2,1,0.001922,9.622216,[17 33] ; [85 58],[26.42487047 23.57512953] ; [75.57512953 67.42487047],0
d4,1,0.003008,8.802469,[33 19] ; [124  25],[40.61691542 11.38308458] ; [116.38308458  32.61691542],0
a6,1,0.004482,8.077448,[29 23] ; [114  35],[36.99502488 15.00497512] ; [106.00497512  42.99502488],0
r1,1,0.007038,7.263252,[32 20] ; [118  29],[39.1959799 12.8040201] ; [110.8040201  36.1959799],0
s8,1,0.007295,7.198955,[15 37] ; [75 74],[23.28358209 28.71641791] ; [66.71641791 82.28358209],0
p9,1,0.010117,6.614116,[36 15] ; [128  20],[42.03015075  8.96984925] ; [121.96984925  26.03015075],0
a7,1,0.010637,6.524987,[31 21] ; [116  33],[38.02985075 13.97014925] ; [108.97014925  40.02985075],0
n4,1,0.015012,5.915096,[34 18] ; [121  27],[40.3 11.7] ; [114.7  33.3],0
s2,1,0.02121,5.309469,[23 28] ; [94 54],[29.98492462 21.01507538] ; [87.01507538 60.98492462],0
