Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,28.154421,[22 94] ; [87 88],[43.45017182 72.54982818] ; [ 65.54982818 109.45017182],1
s7,1,0.0,26.238932,[26 82] ; [94 76],[46.61870504 61.38129496] ; [73.38129496 96.61870504],1
s3,1,0.0,25.61899,[31 85] ; [99 75],[52. 64.] ; [78. 96.],1
s8,1,5e-06,20.902799,[25 92] ; [84 92],[43.52559727 73.47440273] ; [ 65.47440273 110.52559727],1
b4,1,0.008947,6.833357,[56 61] ; [112  65],[66.85714286 50.14285714] ; [101.14285714  75.85714286],0
r4,1,0.022841,5.18052,[95 22] ; [160  17],[101.47959184  15.52040816] ; [153.52040816  23.47959184],0
u2,1,0.03149,4.626057,[14 19] ; [35 18],[18.80232558 14.19767442] ; [30.19767442 22.80232558],0
r3,1,0.053042,3.742592,[104  11] ; [169   7],[107.88659794   7.11340206] ; [165.11340206  10.88659794],0
p9,1,0.053998,3.712767,[90 25] ; [152  23],[95.96551724 19.03448276] ; [146.03448276  28.96551724],0
d5,1,0.054457,3.698621,[84 33] ; [144  33],[90.73469388 26.26530612] ; [137.26530612  39.73469388],0
p10,1,0.06957,3.293143,[85 30] ; [144  30],[91.12456747 23.87543253] ; [137.87543253  36.12456747],0
d4,1,0.078269,3.100493,[85 32] ; [144  33],[91.13265306 25.86734694] ; [137.86734694  39.13265306],0
v4,1,0.090147,2.871755,[104  11] ; [168   8],[107.49140893   7.50859107] ; [164.50859107  11.49140893],0
u4,1,0.109778,2.557421,[  1 116] ; [  7 170],[  3.18367347 113.81632653] ; [  4.81632653 172.18367347],0
n6,1,0.11114,2.537941,[89 26] ; [150  27],[94.12671233 20.87328767] ; [144.87328767  32.12671233],0
b3,1,0.137291,2.208063,[33 41] ; [40 78],[28.13541667 45.86458333] ; [44.86458333 73.13541667],0
b2,1,0.137291,2.208063,[33 41] ; [40 78],[28.13541667 45.86458333] ; [44.86458333 73.13541667],0
p4,1,0.137819,2.202141,[64 52] ; [113  64],[70.07508532 45.92491468] ; [106.92491468  70.07508532],0
s4,1,0.152695,2.045117,[  8 109] ; [ 21 155],[ 11.58020478 105.41979522] ; [ 17.41979522 158.58020478],0
r2,1,0.154467,2.027575,[105  10] ; [167   8],[107.86206897   7.13793103] ; [164.13793103  10.86206897],0
d3,1,0.185749,1.751014,[74 43] ; [125  52],[79.19387755 37.80612245] ; [119.80612245  57.19387755],0
p5,1,0.212237,1.556102,[  5 111] ; [ 14 161],[  7.57388316 108.42611684] ; [ 11.42611684 163.57388316],0
a7,1,0.213951,1.544491,[80 36] ; [133  43],[84.61643836 31.38356164] ; [128.38356164  47.61643836],0
p6,1,0.22898,1.447188,[34 79] ; [ 64 109],[38.72027972 74.27972028] ; [ 59.27972028 113.72027972],0
n5,1,0.267765,1.228162,[88 28] ; [143  33],[91.76712329 24.23287671] ; [139.23287671  36.76712329],0
v2,1,0.274917,1.192047,[73 40] ; [121  50],[77.19014085 35.80985915] ; [116.80985915  54.19014085],0
p12,1,0.287484,1.131368,[  5 110] ; [ 13 162],[  7.13793103 107.86206897] ; [ 10.86206897 164.13793103],0
n4,1,0.289695,1.121038,[87 29] ; [142  35],[90.66211604 25.33788396] ; [138.33788396  38.66211604],0
a4,1,0.294979,1.096756,[55 62] ; [ 71 103],[50.65979381 66.34020619] ; [75.34020619 98.65979381],0
s1,1,0.3154,1.007929,[  6 110] ; [  5 169],[  4.4 111.6] ; [  6.6 167.4],0
d1,1,0.329733,0.949946,[60 57] ; [101  76],[64.07142857 52.92857143] ; [96.92857143 80.07142857],0
b5,1,0.339598,0.911947,[73 44] ; [120  57],[76.80612245 40.19387755] ; [116.19387755  60.80612245],0
a2,1,0.351104,0.869465,[23 94] ; [ 43 134],[26.26530612 90.73469388] ; [ 39.73469388 137.26530612],0
p2,1,0.494751,0.466178,[96 20] ; [150  25],[98.06185567 17.93814433] ; [147.93814433  27.06185567],0
u1,1,0.498005,0.459186,[ 17 100] ; [ 31 146],[19.10204082 97.89795918] ; [ 28.89795918 148.10204082],0
a8,1,0.567377,0.327091,[12 91] ; [ 22 134],[13.52123552 89.47876448] ; [ 20.47876448 135.52123552],0
a3,1,0.570131,0.322464,[84 32] ; [122  54],[81.83561644 34.16438356] ; [124.16438356  51.83561644],0
n2,1,0.606697,0.265013,[16  7] ; [25  8],[16.83928571  6.16071429] ; [24.16071429  8.83928571],0
u3,1,0.615791,0.251828,[18 15] ; [33 22],[19.125 13.875] ; [31.875 23.125],0
a1,1,0.631907,0.229483,[  6 111] ; [  7 170],[  5.17346939 111.82653061] ; [  7.82653061 169.17346939],0
a6,1,0.645344,0.211821,[79 38] ; [124  53],[80.78571429 36.21428571] ; [122.21428571  54.78571429],0
p8,1,0.662917,0.189999,[60 54] ; [86 86],[58.1958042 55.8041958] ; [87.8041958 84.1958042],0
p3,1,0.68393,0.165735,[56 59] ; [90 86],[57.6975945 57.3024055] ; [88.3024055 87.6975945],0
b1,1,0.725957,0.122856,[46 71] ; [ 66 111],[44.57142857 72.42857143] ; [ 67.42857143 109.57142857],0
v3,1,0.731009,0.118187,[52 60] ; [82 87],[53.40925267 58.59074733] ; [80.59074733 88.40925267],0
d2,1,0.750974,0.100715,[52 65] ; [82 95],[53.32653061 63.67346939] ; [80.67346939 96.32653061],0
a5,1,0.778792,0.078901,[87 30] ; [129  48],[85.95918367 31.04081633] ; [130.04081633  46.95918367],0
n1,1,0.805306,0.060755,[ 9 14] ; [14 19],[ 9.44642857 13.55357143] ; [13.55357143 19.44642857],0
r1,1,0.82113,0.051117,[93 22] ; [145  32],[93.73287671 21.26712329] ; [144.26712329  32.73287671],0
p7,1,0.867119,0.027996,[73 42] ; [105  63],[72.33215548 42.66784452] ; [105.66784452  62.33215548],0
n3,1,0.921474,0.009718,[17  6] ; [24  9],[16.83928571  6.16071429] ; [24.16071429  8.83928571],0
p1,1,0.922467,0.009472,[  9 108] ; [ 13 163],[  8.78498294 108.21501706] ; [ 13.21501706 162.78498294],0
p11,1,0.9805,0.000597,[94 23] ; [142  35],[93.91836735 23.08163265] ; [142.08163265  34.91836735],0
