Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.000504,12.100887,[31  3] ; [3 5],[27.52380952  6.47619048] ; [6.47619048 1.52380952],1
b1,1,0.012064,6.301404,[13 21] ; [7 1],[16.19047619 17.80952381] ; [3.80952381 4.19047619],0
b5,1,0.031934,4.602044,[ 8 26] ; [5 3],[10.52380952 23.47619048] ; [2.47619048 5.52380952],0
r3,1,0.032294,4.582802,[32  1] ; [6 2],[30.58536585  2.41463415] ; [7.41463415 0.58536585],0
d3,1,0.073176,3.210311,[18 16] ; [7 1],[20.23809524 13.76190476] ; [4.76190476 3.23809524],0
p10,1,0.096012,2.770563,[28  5] ; [4 3],[26.4  6.6] ; [5.6 1.4],0
s4,1,0.097443,2.746904,[ 2 32] ; [2 6],[ 3.23809524 30.76190476] ; [0.76190476 7.23809524],0
v1,1,0.10247,2.666667,[18 14] ; [7 1],[20. 12.] ; [5. 3.],0
v4,1,0.105301,2.623362,[31  2] ; [6 2],[29.7804878  3.2195122] ; [7.2195122 0.7804878],0
p3,1,0.143833,2.136464,[20 14] ; [2 5],[18.24390244 15.75609756] ; [3.75609756 3.24390244],0
p7,1,0.176287,1.828648,[23 10] ; [3 4],[21.45 11.55] ; [4.55 2.45],0
a5,1,0.195238,1.677641,[25  9] ; [4 4],[23.47619048 10.52380952] ; [5.52380952 2.47619048],0
n5,1,0.26638,1.235294,[24 10] ; [4 4],[22.66666667 11.33333333] ; [5.33333333 2.66666667],0
s3,1,0.276712,1.183166,[12 22] ; [1 6],[10.7804878 23.2195122] ; [2.2195122 4.7804878],0
p9,1,0.293257,1.104609,[26  8] ; [4 3],[24.87804878  9.12195122] ; [5.12195122 1.87804878],0
v2,1,0.348632,0.878431,[23 11] ; [4 4],[21.85714286 12.14285714] ; [5.14285714 2.85714286],0
d1,1,0.348632,0.878431,[23 11] ; [4 4],[21.85714286 12.14285714] ; [5.14285714 2.85714286],0
a7,1,0.364726,0.821553,[19 14] ; [6 2],[20.12195122 12.87804878] ; [4.87804878 3.12195122],0
v3,1,0.4118,0.673598,[15 18] ; [2 5],[14.025 18.975] ; [2.975 4.025],0
u1,1,0.482096,0.494118,[ 5 29] ; [2 6],[ 5.66666667 28.33333333] ; [1.33333333 6.66666667],0
a2,1,0.482096,0.494118,[ 5 29] ; [2 6],[ 5.66666667 28.33333333] ; [1.33333333 6.66666667],0
a8,1,0.506061,0.442204,[ 2 28] ; [1 6],[ 2.43243243 27.56756757] ; [0.56756757 6.43243243],0
r2,1,0.513168,0.427602,[32  2] ; [7 1],[31.57142857  2.42857143] ; [7.42857143 0.57142857],0
b3,1,0.541193,0.373333,[13 12] ; [1 2],[12.5 12.5] ; [1.5 1.5],0
b2,1,0.541193,0.373333,[13 12] ; [1 2],[12.5 12.5] ; [1.5 1.5],0
b4,1,0.578403,0.308824,[22 12] ; [6 2],[22.66666667 11.33333333] ; [5.33333333 2.66666667],0
p6,1,0.593549,0.284836,[11 23] ; [3 4],[11.6097561 22.3902439] ; [2.3902439 4.6097561],0
p4,1,0.626924,0.236255,[18 16] ; [3 4],[17.41463415 16.58536585] ; [3.58536585 3.41463415],0
r4,1,0.6337,0.227076,[28  6] ; [6 2],[27.52380952  6.47619048] ; [6.47619048 1.52380952],0
s8,1,0.685653,0.163832,[11 23] ; [2 6],[10.52380952 23.47619048] ; [2.47619048 5.52380952],0
p1,1,0.701593,0.14682,[ 6 27] ; [1 7],[ 5.63414634 27.36585366] ; [1.36585366 6.63414634],0
p8,1,0.730626,0.118537,[17 17] ; [3 4],[16.58536585 17.41463415] ; [3.41463415 3.58536585],0
a4,1,0.763598,0.090456,[15 19] ; [4 4],[15.38095238 18.61904762] ; [3.61904762 4.38095238],0
a3,1,0.767419,0.08747,[23 10] ; [6 2],[23.34146341  9.65853659] ; [5.65853659 2.34146341],0
d2,1,0.79978,0.064329,[19 14] ; [5 3],[19.31707317 13.68292683] ; [4.68292683 3.31707317],0
d4,1,0.849026,0.036237,[28  5] ; [7 1],[28.17073171  4.82926829] ; [6.82926829 1.17073171],0
u3,1,0.905581,0.014069,[5 6] ; [1 1],[5.07692308 5.92307692] ; [0.92307692 1.07692308],0
a6,1,0.906737,0.013725,[22 12] ; [5 3],[21.85714286 12.14285714] ; [5.14285714 2.85714286],0
r1,1,0.929982,0.007721,[26  8] ; [6 2],[25.9047619  8.0952381] ; [6.0952381 1.9047619],0
n4,1,0.932167,0.007245,[25  9] ; [6 2],[25.0952381  8.9047619] ; [5.9047619 2.0952381],0
s7,1,0.944277,0.004885,[ 9 24] ; [2 5],[ 9.075 23.925] ; [1.925 5.075],0
p2,1,0.953534,0.003395,[28  5] ; [6 1],[28.05  4.95] ; [5.95 1.05],0
s2,1,0.964507,0.00198,[10 24] ; [2 5],[ 9.95121951 24.04878049] ; [2.04878049 4.95121951],0
u2,1,1.0,0.0,[5 5] ; [1 1],[5. 5.] ; [1. 1.],0
