Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.007621,7.120523,[24 78] ; [11 10],[29.02439024 72.97560976] ; [ 5.97560976 15.02439024],0
d4,1,0.059564,3.549497,[66 36] ; [18  3],[69.65853659 32.34146341] ; [14.34146341  6.65853659],0
n5,1,0.072929,3.215824,[51 51] ; [15  6],[54.73170732 47.26829268] ; [11.26829268  9.73170732],0
a3,1,0.072929,3.215824,[51 51] ; [15  6],[54.73170732 47.26829268] ; [11.26829268  9.73170732],0
p11,1,0.075699,3.154901,[42 61] ; [13  8],[45.68548387 57.31451613] ; [ 9.31451613 11.68548387],0
n6,1,0.092916,2.823113,[57 44] ; [16  5],[60.43442623 40.56557377] ; [12.56557377  8.43442623],0
b4,1,0.106226,2.609483,[59 44] ; [16  5],[62.2983871 40.7016129] ; [12.7016129  8.2983871],0
p2,1,0.110682,2.544456,[49 54] ; [14  7],[52.33064516 50.66935484] ; [10.66935484 10.33064516],0
v4,1,0.130819,2.282762,[77 25] ; [19  2],[79.6097561 22.3902439] ; [16.3902439  4.6097561],0
a4,1,0.196975,1.664662,[34 68] ; [ 4 17],[31.51219512 70.48780488] ; [ 6.48780488 14.51219512],0
s8,1,0.224521,1.475236,[10 92] ; [ 4 17],[11.6097561 90.3902439] ; [ 2.3902439 18.6097561],0
a7,1,0.233659,1.418447,[58 43] ; [15  6],[60.43442623 40.56557377] ; [12.56557377  8.43442623],0
s3,1,0.239557,1.3832,[30 71] ; [ 9 12],[32.28688525 68.71311475] ; [ 6.71311475 14.28688525],0
r1,1,0.272663,1.2033,[65 37] ; [16  5],[67.17073171 34.82926829] ; [13.82926829  7.17073171],0
d1,1,0.287171,1.132836,[41 62] ; [11 10],[43.19354839 59.80645161] ; [ 8.80645161 12.19354839],0
p7,1,0.290356,1.117969,[43 59] ; [11  9],[45.14754098 56.85245902] ; [ 8.85245902 11.14754098],0
v1,1,0.305221,1.051243,[31 72] ; [ 4 17],[29.07258065 73.92741935] ; [ 5.92741935 15.07258065],0
n2,1,0.38108,0.767214,[22 19] ; [5 2],[23.0625 17.9375] ; [3.9375 3.0625],0
n4,1,0.406287,0.689639,[58 44] ; [14  7],[59.70731707 42.29268293] ; [12.29268293  8.70731707],0
a8,1,0.41298,0.670205,[ 5 91] ; [ 2 18],[ 5.79310345 90.20689655] ; [ 1.20689655 18.79310345],0
s5,1,0.457095,0.552998,[13 88] ; [ 4 17],[14.07377049 86.92622951] ; [ 2.92622951 18.07377049],0
u1,1,0.467435,0.528034,[10 93] ; [ 1 20],[ 9.13709677 93.86290323] ; [ 1.86290323 19.13709677],0
