Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,27.451008,[129  40] ; [23 36],[112.66666667  56.33333333] ; [39.33333333 19.66666667],1
s2,1,4e-06,21.4111,[116  54] ; [20 39],[100.96069869  69.03930131] ; [35.03930131 23.96069869],1
s8,1,5.6e-05,16.218419,[121  48] ; [25 34],[108.21929825  60.78070175] ; [37.78070175 21.21929825],1
r4,1,0.000107,15.014506,[157  13] ; [43 16],[148.47161572  21.52838428] ; [51.52838428  7.47161572],1
r3,1,0.0025,9.140381,[164   5] ; [51  8],[159.36403509   9.63596491] ; [55.63596491  3.36403509],0
v4,1,0.023801,5.10907,[164   5] ; [52  6],[160.81057269   8.18942731] ; [55.18942731  2.81057269],0
r1,1,0.032135,4.591256,[145  25] ; [43 16],[139.56331878  30.43668122] ; [48.43668122 10.56331878],0
u2,1,0.042096,4.131355,[26 11] ; [5 8],[22.94 14.06] ; [8.06 4.94],0
p9,1,0.068631,3.315471,[147  21] ; [45 13],[142.72566372  25.27433628] ; [49.27433628  8.72566372],0
a2,1,0.072348,3.228919,[ 49 121] ; [10 49],[ 43.79912664 126.20087336] ; [15.20087336 43.79912664],0
n5,1,0.089431,2.884585,[138  31] ; [42 17],[133.42105263  35.57894737] ; [46.57894737 12.42105263],0
b1,1,0.12694,2.329536,[74 96] ; [19 40],[ 69.03930131 100.96069869] ; [23.96069869 35.03930131],0
u1,1,0.155637,2.016114,[ 41 129] ; [ 9 50],[ 37.11790393 132.88209607] ; [12.88209607 46.11790393],0
v1,1,0.157691,1.996225,[94 70] ; [26 30],[89.45454545 74.54545455] ; [30.54545455 25.45454545],0
b5,1,0.159622,1.977801,[107  63] ; [31 28],[102.44541485  67.55458515] ; [35.55458515 23.44541485],0
n2,1,0.186449,1.745455,[20 12] ; [13  3],[22. 10.] ; [11.  5.],0
r2,1,0.192131,1.701201,[161   7] ; [53  5],[159.07964602   8.92035398] ; [54.92035398  3.07964602],0
s1,1,0.192565,1.697884,[ 10 159] ; [ 1 58],[  8.15350877 160.84649123] ; [ 2.84649123 56.15350877],0
b2,1,0.208571,1.581318,[47 77] ; [21 22],[50.49101796 73.50898204] ; [17.50898204 25.49101796],0
b3,1,0.208571,1.581318,[47 77] ; [21 22],[50.49101796 73.50898204] ; [17.50898204 25.49101796],0
a5,1,0.209206,1.57691,[132  38] ; [41 18],[128.4279476  41.5720524] ; [44.5720524 14.4279476],0
d5,1,0.2433,1.36137,[138  31] ; [44 15],[134.90350877  34.09649123] ; [47.09649123 11.90350877],0
u3,1,0.255958,1.290486,[27 11] ; [7 6],[25.33333333 12.66666667] ; [8.66666667 4.33333333],0
p12,1,0.257822,1.280413,[ 13 155] ; [ 2 56],[ 11.15044248 156.84955752] ; [ 3.84955752 54.15044248],0
a6,1,0.313503,1.01586,[118  51] ; [37 22],[114.89035088  54.10964912] ; [40.10964912 18.89035088],0
s4,1,0.327981,0.956852,[ 26 144] ; [ 6 53],[ 23.75545852 146.24454148] ; [ 8.24454148 50.75545852],0
a7,1,0.330802,0.945756,[121  49] ; [38 21],[118.0349345  51.9650655] ; [40.9650655 18.0349345],0
p4,1,0.375071,0.786796,[109  61] ; [34 25],[106.15720524  63.84279476] ; [36.84279476 22.15720524],0
v2,1,0.379923,0.770952,[95 70] ; [29 28],[92.16216216 72.83783784] ; [31.83783784 25.16216216],0
a8,1,0.386646,0.749463,[ 25 132] ; [11 41],[ 27.0430622 129.9569378] ; [ 8.9569378 43.0430622],0
n6,1,0.415573,0.662802,[148  22] ; [48 10],[146.14035088  23.85964912] ; [49.85964912  8.14035088],0
b4,1,0.503337,0.447893,[95 75] ; [30 29],[92.79475983 77.20524017] ; [32.20524017 26.79475983],0
n3,1,0.527089,0.4,[19 13] ; [11  5],[20. 12.] ; [10.  6.],0
p1,1,0.529789,0.394796,[ 16 153] ; [ 4 55],[ 14.8245614 154.1754386] ; [ 5.1754386 53.8245614],0
d1,1,0.53037,0.393683,[103  67] ; [33 26],[100.96069869  69.03930131] ; [35.03930131 23.96069869],0
n1,1,0.539368,0.376712,[14 18] ; [8 7],[14.9787234 17.0212766] ; [7.0212766 7.9787234],0
p5,1,0.55794,0.343284,[ 19 148] ; [ 5 53],[ 17.81333333 149.18666667] ; [ 6.18666667 51.81333333],0
n4,1,0.571238,0.320616,[141  29] ; [47 12],[139.56331878  30.43668122] ; [48.43668122 10.56331878],0
d3,1,0.581081,0.304491,[121  48] ; [40 19],[119.3377193  49.6622807] ; [41.6622807 17.3377193],0
d2,1,0.5871,0.294896,[90 79] ; [29 30],[88.20614035 80.79385965] ; [30.79385965 28.20614035],0
p10,1,0.59712,0.279362,[139  29] ; [47 12],[137.65638767  30.34361233] ; [48.34361233 10.65638767],0
a4,1,0.671442,0.17992,[77 92] ; [25 34],[75.60526316 93.39473684] ; [26.39473684 32.60526316],0
p3,1,0.698605,0.149927,[90 80] ; [29 29],[88.72807018 81.27192982] ; [30.27192982 27.72807018],0
v3,1,0.719628,0.12885,[71 91] ; [23 33],[69.85321101 92.14678899] ; [24.14678899 31.85321101],0
p8,1,0.726054,0.122766,[86 80] ; [29 30],[84.84444444 81.15555556] ; [30.15555556 28.84444444],0
p11,1,0.748103,0.103132,[135  35] ; [48 11],[135.85152838  34.14847162] ; [47.14847162 11.85152838],0
a3,1,0.791511,0.06988,[132  38] ; [46 12],[132.71929825  37.28070175] ; [45.28070175 12.71929825],0
p2,1,0.796347,0.066604,[140  29] ; [48 11],[139.35087719  29.64912281] ; [48.64912281 10.35087719],0
a1,1,0.819555,0.052038,[ 10 160] ; [ 3 56],[  9.65065502 160.34934498] ; [ 3.34934498 55.65065502],0
p6,1,0.836895,0.042381,[ 63 104] ; [21 37],[ 62.34666667 104.65333333] ; [21.65333333 36.34666667],0
p7,1,0.861388,0.030488,[106  59] ; [38 20],[106.5470852  58.4529148] ; [37.4529148 20.5470852],0
d4,1,0.889054,0.019461,[139  30] ; [49 10],[139.35087719  29.64912281] ; [48.64912281 10.35087719],0
