Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,37.412077,[169  57] ; [39 60],[144.64  81.36] ; [63.36 35.64],1
d3,1,0.0,26.391735,[185  41] ; [54 45],[166.19692308  59.80307692] ; [72.80307692 26.19692308],1
a2,1,0.000165,14.191174,[ 60 166] ; [ 8 91],[ 47.28615385 178.71384615] ; [20.71384615 78.28615385],1
r4,1,0.000398,12.541576,[200  26] ; [72 27],[189.14461538  36.85538462] ; [82.85538462 16.14461538],1
b5,1,0.000736,11.3971,[150  76] ; [46 53],[136.29538462  89.70461538] ; [59.70461538 39.29538462],1
r2,1,0.001438,10.156005,[210  12] ; [82 16],[202.575  19.425] ; [89.425  8.575],0
v4,1,0.002448,9.178865,[213  13] ; [83 16],[205.83384615  20.16615385] ; [90.16615385  8.83384615],0
u1,1,0.003659,8.445882,[ 45 181] ; [ 7 92],[ 36.16 189.84] ; [15.84 83.16],0
b1,1,0.005476,7.715269,[ 88 138] ; [55 44],[ 99.44 126.56] ; [43.56 55.44],0
r3,1,0.01831,5.566274,[208  17] ; [83 16],[202.08333333  22.91666667] ; [88.91666667 10.08333333],0
p2,1,0.031113,4.646702,[185  41] ; [69 28],[177.72136223  48.27863777] ; [76.27863777 20.72136223],0
p1,1,0.032596,4.566878,[ 12 212] ; [12 87],[ 16.64396285 207.35603715] ; [ 7.35603715 91.64396285],0
a1,1,0.048759,3.883618,[  7 219] ; [ 8 91],[ 10.43076923 215.56923077] ; [ 4.56923077 94.43076923],0
s7,1,0.059115,3.562047,[ 86 129] ; [48 45],[ 93.53896104 121.46103896] ; [40.46103896 52.53896104],0
d5,1,0.059473,3.552016,[191  35] ; [75 24],[184.97230769  41.02769231] ; [81.02769231 17.97230769],0
r1,1,0.066618,3.364442,[174  51] ; [67 32],[167.36111111  57.63888889] ; [73.63888889 25.36111111],0
b2,1,0.108523,2.5756,[47 85] ; [30 33],[52.12307692 79.87692308] ; [24.87692308 38.12307692],0
b3,1,0.108523,2.5756,[47 85] ; [30 33],[52.12307692 79.87692308] ; [24.87692308 38.12307692],0
s5,1,0.119244,2.427226,[ 67 152] ; [38 58],[ 73. 146.] ; [32. 64.],0
u3,1,0.123268,2.375297,[49 23] ; [15 14],[45.62376238 26.37623762] ; [18.37623762 10.62376238],0
p8,1,0.133668,2.249375,[114 112] ; [41 58],[107.78461538 118.21538462] ; [47.21538462 51.78461538],0
a8,1,0.143165,2.14361,[ 27 183] ; [ 7 90],[ 23.25732899 186.74267101] ; [10.74267101 86.25732899],0
n3,1,0.161209,1.962853,[37 20] ; [17 17],[33.82417582 23.17582418] ; [20.17582418 13.82417582],0
b4,1,0.173385,1.853429,[137  89] ; [52 47],[131.42769231  94.57230769] ; [57.57230769 41.42769231],0
a4,1,0.1851,1.756195,[ 95 131] ; [49 49],[100.44444444 125.55555556] ; [43.55555556 54.44444444],0
