Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,8.3e-05,15.492567,[14 44] ; [25 14],[23.31958763 34.68041237] ; [15.68041237 23.31958763],1
s4,1,0.010827,6.493541,[ 5 53] ; [11 28],[ 9.56701031 48.43298969] ; [ 6.43298969 32.56701031],0
s2,1,0.017243,5.671446,[21 36] ; [24 15],[26.71875 30.28125] ; [18.28125 20.71875],0
s6,1,0.021497,5.286041,[28 30] ; [28 11],[33.48453608 24.51546392] ; [22.51546392 16.48453608],0
d5,1,0.025664,4.978495,[39 19] ; [34  5],[43.64948454 14.35051546] ; [29.35051546  9.64948454],0
s5,1,0.034226,4.483388,[ 9 47] ; [13 24],[13.24731183 42.75268817] ; [ 8.75268817 28.24731183],0
s3,1,0.062821,3.461307,[28 29] ; [26 12],[32.4 24.6] ; [21.6 16.4],0
u3,1,0.097254,2.75,[14  8] ; [10  1],[16.  6.] ; [8. 3.],0
b5,1,0.130713,2.284015,[40 18] ; [21 18],[36.4742268 21.5257732] ; [24.5257732 14.4742268],0
p7,1,0.13538,2.229696,[28 26] ; [25 12],[31.45054945 22.54945055] ; [21.54945055 15.45054945],0
v2,1,0.143334,2.141798,[23 31] ; [21 15],[26.4 27.6] ; [17.6 18.4],0
d3,1,0.152983,2.042252,[36 21] ; [30  9],[39.1875 17.8125] ; [26.8125 12.1875],0
v4,1,0.164446,1.932862,[52  6] ; [36  1],[53.72631579  4.27368421] ; [34.27368421  2.72631579],0
d1,1,0.17182,1.866989,[26 32] ; [23 16],[29.29896907 28.70103093] ; [19.70103093 19.29896907],0
a3,1,0.246515,1.342948,[35 23] ; [28 11],[37.67010309 20.32989691] ; [25.32989691 13.67010309],0
a6,1,0.273881,1.197207,[37 21] ; [29 10],[39.46391753 18.53608247] ; [26.53608247 12.46391753],0
a4,1,0.273881,1.197207,[21 37] ; [10 29],[18.53608247 39.46391753] ; [12.46391753 26.53608247],0
n5,1,0.274838,1.192439,[29 28] ; [15 23],[26.4 30.6] ; [17.6 20.4],0
n3,1,0.275973,1.186813,[10  3] ; [8 6],[8.66666667 4.33333333] ; [9.33333333 4.66666667],0
p9,1,0.302956,1.061136,[53  5] ; [33  6],[51.42268041  6.57731959] ; [34.57731959  4.42268041],0
p6,1,0.326784,0.961598,[12 43] ; [12 27],[14.04255319 40.95744681] ; [ 9.95744681 29.04255319],0
p4,1,0.336072,0.925358,[25 32] ; [21 18],[27.3125 29.6875] ; [18.6875 20.3125],0
p2,1,0.338078,0.917705,[42 15] ; [32  7],[43.9375 13.0625] ; [30.0625  8.9375],0
v1,1,0.393057,0.729464,[24 31] ; [20 18],[26.02150538 28.97849462] ; [17.97849462 20.02150538],0
r2,1,0.398421,0.713085,[50  8] ; [34  3],[51.28421053  6.71578947] ; [32.71578947  4.28421053],0
a8,1,0.398548,0.712702,[ 6 49] ; [ 2 33],[ 4.88888889 50.11111111] ; [ 3.11111111 31.88888889],0
n4,1,0.481097,0.496375,[27 31] ; [21 18],[28.70103093 29.29896907] ; [19.29896907 19.70103093],0
r3,1,0.487025,0.483092,[51  7] ; [36  3],[52.02061856  5.97938144] ; [34.97938144  4.02061856],0
p11,1,0.496768,0.461834,[41 17] ; [30  9],[42.45360825 15.54639175] ; [28.54639175 10.45360825],0
s1,1,0.504881,0.444661,[ 3 53] ; [ 1 38],[ 2.35789474 53.64210526] ; [ 1.64210526 37.35789474],0
p8,1,0.507202,0.439836,[25 33] ; [19 19],[26.58333333 31.41666667] ; [17.41666667 20.58333333],0
