Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,25.991718,[ 4 12] ; [94 19],[12.15503876  3.84496124] ; [85.84496124 27.15503876],1
r2,1,3e-06,21.63035,[6 9] ; [99 13],[12.4015748  2.5984252] ; [92.5984252 19.4015748],1
r3,1,2.1e-05,18.092882,[8 8] ; [102  11],[13.64341085  2.35658915] ; [96.35658915 16.64341085],1
p2,1,0.006922,7.293191,[7 9] ; [86 27],[11.53488372  4.46511628] ; [81.46511628 31.53488372],0
p11,1,0.008518,6.921106,[ 5 11] ; [74 39],[9.79844961 6.20155039] ; [69.20155039 43.79844961],0
p10,1,0.014334,5.99653,[ 5 11] ; [71 41],[9.5 6.5] ; [66.5 45.5],0
p9,1,0.01547,5.862188,[ 6 10] ; [76 35],[10.33070866  5.66929134] ; [71.66929134 39.33070866],0
s6,1,0.041471,4.156679,[ 4 12] ; [58 53],[7.81102362 8.18897638] ; [54.18897638 56.81102362],0
s1,1,0.048256,3.901037,[ 3 13] ; [  6 107],[ 1.11627907 14.88372093] ; [  7.88372093 105.11627907],0
s5,1,0.048281,3.900186,[ 1 15] ; [32 76],[ 4.25806452 11.74193548] ; [28.74193548 79.25806452],0
a7,1,0.083666,2.992208,[8 8] ; [80 32],[11.  5.] ; [77. 35.],0
n6,1,0.099759,2.709398,[ 6 10] ; [67 46],[9.05426357 6.94573643] ; [63.94573643 49.05426357],0
a6,1,0.101869,2.676037,[ 5 11] ; [60 53],[8.0620155 7.9379845] ; [56.9379845 56.0620155],0
p4,1,0.14411,2.13351,[ 4 12] ; [50 63],[6.69767442 9.30232558] ; [47.30232558 65.69767442],0
n2,1,0.152078,2.051282,[2 4] ; [25 14],[3.6 2.4] ; [23.4 15.6],0
s8,1,0.173348,1.853746,[ 2 14] ; [32 80],[ 4.25 11.75] ; [29.75 82.25],0
d5,1,0.183707,1.767374,[8 8] ; [75 37],[10.375  5.625] ; [72.625 39.375],0
b1,1,0.187727,1.735364,[9 7] ; [44 69],[6.57364341 9.42635659] ; [46.42635659 66.57364341],0
d1,1,0.203896,1.614243,[ 4 12] ; [47 66],[6.3255814 9.6744186] ; [44.6744186 68.3255814],0
p6,1,0.210823,1.565765,[ 2 14] ; [30 81],[ 4.03149606 11.96850394] ; [27.96850394 83.03149606],0
b3,1,0.241494,1.371853,[4 5] ; [17 49],[2.52 6.48] ; [18.48 47.52],0
b2,1,0.241494,1.371853,[4 5] ; [17 49],[2.52 6.48] ; [18.48 47.52],0
p3,1,0.252884,1.307299,[ 4 12] ; [45 68],[6.07751938 9.92248062] ; [42.92248062 70.07751938],0
a3,1,0.253157,1.3058,[11  5] ; [60 52],[8.875 7.125] ; [62.125 49.875],0
s2,1,0.269548,1.219048,[ 4 12] ; [44 68],[ 6. 10.] ; [42. 70.],0
r1,1,0.290035,1.11946,[8 8] ; [72 41],[9.92248062 6.07751938] ; [70.07751938 42.92248062],0
u2,1,0.34843,0.879166,[2 3] ; [32 20],[2.98245614 2.01754386] ; [31.01754386 20.98245614],0
a4,1,0.384745,0.755485,[7 9] ; [37 76],[ 5.45736434 10.54263566] ; [38.54263566 74.45736434],0
b5,1,0.398522,0.712783,[8 8] ; [69 44],[9.5503876 6.4496124] ; [67.4496124 45.5503876],0
a5,1,0.404037,0.696279,[7 9] ; [62 51],[8.55813953 7.44186047] ; [60.44186047 52.55813953],0
s3,1,0.443468,0.587292,[ 5 10] ; [49 63],[6.37795276 8.62204724] ; [47.62204724 64.37795276],0
a2,1,0.527112,0.399956,[ 1 15] ; [ 13 100],[ 1.73643411 14.26356589] ; [ 12.26356589 100.73643411],0
n1,1,0.551846,0.354021,[1 5] ; [11 28],[1.6 4.4] ; [10.4 28.6],0
s7,1,0.564043,0.332751,[ 3 10] ; [33 74],[3.9 9.1] ; [32.1 74.9],0
p5,1,0.599132,0.276307,[ 1 15] ; [  4 109],[ 0.62015504 15.37984496] ; [  4.37984496 108.62015504],0
n4,1,0.645238,0.211957,[ 5 11] ; [42 71],[ 5.82945736 10.17054264] ; [41.17054264 71.82945736],0
v3,1,0.660568,0.192834,[ 3 13] ; [16 94],[ 2.41269841 13.58730159] ; [16.58730159 93.41269841],0
p8,1,0.712535,0.135758,[7 9] ; [44 69],[6.3255814 9.6744186] ; [44.6744186 68.3255814],0
v1,1,0.72376,0.124919,[ 5 11] ; [30 81],[ 4.40944882 11.59055118] ; [30.59055118 80.40944882],0
b4,1,0.755462,0.096999,[10  6] ; [66 47],[9.42635659 6.57364341] ; [66.57364341 46.42635659],0
p7,1,0.813288,0.055784,[8 8] ; [59 52],[8.44094488 7.55905512] ; [58.55905512 52.44094488],0
d4,1,0.859941,0.031134,[12  4] ; [87 26],[12.27906977  3.72093023] ; [86.72093023 26.27906977],0
d2,1,0.869518,0.026985,[ 6 10] ; [40 73],[ 5.70542636 10.29457364] ; [40.29457364 72.70542636],0
s4,1,0.88101,0.022407,[ 3 13] ; [23 90],[ 3.2248062 12.7751938] ; [22.7751938 90.2248062],0
a8,1,0.910515,0.012631,[ 1 14] ; [ 8 99],[ 1.10655738 13.89344262] ; [ 7.89344262 99.10655738],0
n3,1,0.931671,0.007352,[4 2] ; [26 12],[4.09090909 1.90909091] ; [25.90909091 12.09090909],0
d3,1,0.945205,0.004724,[10  6] ; [69 43],[9.875 6.125] ; [69.125 42.875],0
p1,1,1.0,0.0,[ 1 15] ; [  7 105],[ 1. 15.] ; [  7. 105.],0
