Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,23.272551,[66 11] ; [1 7],[60.69411765 16.30588235] ; [6.30588235 1.69411765],1
v4,1,3e-06,21.898539,[72  5] ; [3 5],[67.94117647  9.05882353] ; [7.05882353 0.94117647],1
r2,1,0.000308,13.018906,[70  7] ; [3 4],[66.91666667 10.08333333] ; [6.08333333 0.91666667],1
s6,1,0.00131,10.32807,[53 23] ; [1 7],[48.85714286 27.14285714] ; [5.14285714 2.85714286],0
d5,1,0.004187,8.200984,[63 14] ; [3 5],[59.78823529 17.21176471] ; [6.21176471 1.78823529],0
r1,1,0.005784,7.616249,[56 21] ; [2 6],[52.54117647 24.45882353] ; [5.45882353 2.54117647],0
n2,1,0.069065,3.305112,[21  5] ; [1 2],[19.72413793  6.27586207] ; [2.27586207 0.72413793],0
s1,1,0.069941,3.284394,[ 5 72] ; [2 6],[ 6.34117647 70.65882353] ; [0.65882353 7.34117647],0
a3,1,0.072587,3.22353,[42 35] ; [7 1],[44.38823529 32.61176471] ; [4.61176471 3.38823529],0
p2,1,0.101762,2.677705,[59 18] ; [4 4],[57.07058824 19.92941176] ; [5.92941176 2.07058824],0
v2,1,0.146506,2.108258,[39 36] ; [2 6],[37.04819277 37.95180723] ; [3.95180723 4.04819277],0
a5,1,0.15635,2.009175,[48 29] ; [7 1],[49.82352941 27.17647059] ; [5.17647059 2.82352941],0
b5,1,0.175413,1.83606,[49 28] ; [7 1],[50.72941176 26.27058824] ; [5.27058824 2.72941176],0
p7,1,0.212998,1.550931,[40 37] ; [6 2],[41.67058824 35.32941176] ; [4.32941176 3.67058824],0
a6,1,0.266729,1.233492,[42 35] ; [6 2],[43.48235294 33.51764706] ; [4.51764706 3.48235294],0
d3,1,0.298897,1.079107,[54 23] ; [7 1],[55.25882353 21.74117647] ; [5.74117647 2.25882353],0
d1,1,0.321671,0.982138,[43 34] ; [3 5],[41.67058824 35.32941176] ; [4.32941176 3.67058824],0
d4,1,0.378029,0.777101,[59 18] ; [5 3],[57.97647059 19.02352941] ; [6.02352941 1.97647059],0
b3,1,0.379345,0.772823,[17 36] ; [3 3],[17.96610169 35.03389831] ; [2.03389831 3.96610169],0
b2,1,0.379345,0.772823,[17 36] ; [3 3],[17.96610169 35.03389831] ; [2.03389831 3.96610169],0
d2,1,0.396246,0.719689,[41 36] ; [3 5],[39.85882353 37.14117647] ; [4.14117647 3.85882353],0
v1,1,0.399271,0.710521,[31 46] ; [2 6],[29.89411765 47.10588235] ; [3.10588235 4.89411765],0
s7,1,0.42995,0.622958,[33 42] ; [2 5],[32.01219512 42.98780488] ; [2.98780488 4.01219512],0
p9,1,0.437915,0.601741,[30 47] ; [2 6],[28.98823529 48.01176471] ; [3.01176471 4.98823529],0
p6,1,0.463193,0.538168,[29 47] ; [2 6],[28.04761905 47.95238095] ; [2.95238095 5.04761905],0
s8,1,0.506108,0.442105,[28 48] ; [2 6],[27.14285714 48.85714286] ; [2.85714286 5.14285714],0
p11,1,0.523184,0.407612,[38 39] ; [3 5],[37.14117647 39.85882353] ; [3.85882353 4.14117647],0
b4,1,0.544115,0.367965,[47 30] ; [4 4],[46.2 30.8] ; [4.8 3.2],0
s4,1,0.609221,0.261311,[15 60] ; [1 7],[14.45783133 60.54216867] ; [1.54216867 6.45783133],0
n1,1,0.625585,0.238095,[14 13] ; [2 1],[14.4 12.6] ; [1.6 1.4],0
a2,1,0.638675,0.220479,[14 63] ; [2 6],[14.49411765 62.50588235] ; [1.50588235 6.49411765],0
p5,1,0.65395,0.200957,[ 7 70] ; [1 6],[ 7.33333333 69.66666667] ; [0.66666667 6.33333333],0
v3,1,0.684906,0.164656,[24 51] ; [2 6],[23.4939759 51.5060241] ; [2.5060241 5.4939759],0
s3,1,0.694922,0.153809,[42 34] ; [5 3],[42.52380952 33.47619048] ; [4.47619048 3.52380952],0
u1,1,0.71029,0.137987,[15 62] ; [2 6],[15.4 61.6] ; [1.6 6.4],0
n5,1,0.770389,0.085186,[44 33] ; [5 3],[44.38823529 32.61176471] ; [4.61176471 3.38823529],0
s2,1,0.801165,0.063423,[34 41] ; [4 4],[34.3373494 40.6626506] ; [3.6626506 4.3373494],0
a4,1,0.806019,0.060302,[35 42] ; [4 4],[35.32941176 41.67058824] ; [3.67058824 4.32941176],0
a7,1,0.8321,0.044948,[51 26] ; [5 3],[50.72941176 26.27058824] ; [5.27058824 2.72941176],0
p8,1,0.84313,0.039161,[36 41] ; [3 4],[35.75 41.25] ; [3.25 3.75],0
p3,1,0.860993,0.030664,[41 36] ; [4 4],[40.76470588 36.23529412] ; [4.23529412 3.76470588],0
b1,1,0.916416,0.011014,[40 37] ; [4 4],[39.85882353 37.14117647] ; [4.14117647 3.85882353],0
n4,1,0.949326,0.004039,[49 28] ; [5 3],[48.91764706 28.08235294] ; [5.08235294 2.91764706],0
n3,1,1.0,0.0,[18  9] ; [2 1],[18.  9.] ; [2. 1.],0
n6,1,1.0,0.0,[55 22] ; [5 2],[55. 22.] ; [5. 2.],0
