Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,25.704284,[1 9] ; [52  9],[7.46478873 2.53521127] ; [45.53521127 15.46478873],1
r1,1,0.000863,11.101128,[2 8] ; [45 16],[6.61971831 3.38028169] ; [40.38028169 20.61971831],1
v4,1,0.001159,10.555222,[4 6] ; [52  9],[7.88732394 2.11267606] ; [48.11267606 12.88732394],0
r3,1,0.005081,7.850508,[6 4] ; [56  5],[8.73239437 1.26760563] ; [53.26760563  7.73239437],0
n6,1,0.036149,4.390065,[2 8] ; [34 27],[5.07042254 4.92957746] ; [30.92957746 30.07042254],0
p11,1,0.124298,2.362314,[2 8] ; [28 33],[4.22535211 5.77464789] ; [25.77464789 35.22535211],0
s6,1,0.141301,2.163738,[3 7] ; [32 26],[5.14705882 4.85294118] ; [29.85294118 28.14705882],0
u3,1,0.141442,2.162206,[1 3] ; [16  9],[2.34482759 1.65517241] ; [14.65517241 10.34482759],0
s7,1,0.168626,1.895117,[1 8] ; [19 37],[2.76923077 6.23076923] ; [17.23076923 38.76923077],0
s5,1,0.196704,1.666676,[1 9] ; [16 38],[2.65625 7.34375] ; [14.34375 39.65625],0
v2,1,0.204276,1.611536,[3 7] ; [30 28],[4.85294118 5.14705882] ; [28.14705882 29.85294118],0
b1,1,0.220314,1.502327,[6 4] ; [24 37],[4.22535211 5.77464789] ; [25.77464789 35.22535211],0
p9,1,0.241907,1.369444,[3 7] ; [29 29],[4.70588235 5.29411765] ; [27.29411765 30.70588235],0
p8,1,0.264957,1.242671,[1 9] ; [16 45],[2.3943662 7.6056338] ; [14.6056338 46.3943662],0
a7,1,0.301448,1.067779,[7 3] ; [32 29],[5.49295775 4.50704225] ; [33.50704225 27.49295775],0
p10,1,0.304763,1.053237,[3 7] ; [28 31],[4.49275362 5.50724638] ; [26.50724638 32.49275362],0
d5,1,0.307602,1.040944,[6 4] ; [46 15],[7.32394366 2.67605634] ; [44.67605634 16.32394366],0
p3,1,0.323463,0.974893,[1 8] ; [16 45],[2.18571429 6.81428571] ; [14.81428571 46.18571429],0
a1,1,0.327413,0.959105,[1 9] ; [ 2 59],[0.42253521 9.57746479] ; [ 2.57746479 58.42253521],0
s8,1,0.341431,0.905051,[1 9] ; [14 46],[2.14285714 7.85714286] ; [12.85714286 47.14285714],0
a2,1,0.346093,0.887731,[2 8] ; [ 6 55],[1.12676056 8.87323944] ; [ 6.87323944 54.12676056],0
b4,1,0.347332,0.883182,[7 3] ; [33 28],[5.63380282 4.36619718] ; [34.36619718 26.63380282],0
u2,1,0.390447,0.737548,[3 1] ; [13 12],[2.20689655 1.79310345] ; [13.79310345 11.20689655],0
s2,1,0.428098,0.627979,[3 7] ; [26 34],[4.14285714 5.85714286] ; [24.85714286 35.14285714],0
d2,1,0.45162,0.566582,[3 7] ; [26 35],[4.08450704 5.91549296] ; [24.91549296 36.08450704],0
v3,1,0.505209,0.443977,[2 8] ; [17 39],[2.87878788 7.12121212] ; [16.12121212 39.87878788],0
p1,1,0.518254,0.417366,[1 9] ; [ 3 58],[0.56338028 9.43661972] ; [ 3.43661972 57.56338028],0
b5,1,0.57262,0.318318,[7 3] ; [37 24],[6.1971831 3.8028169] ; [37.8028169 23.1971831],0
d1,1,0.590124,0.290151,[4 6] ; [30 31],[4.78873239 5.21126761] ; [29.21126761 31.78873239],0
p7,1,0.602376,0.271428,[2 8] ; [17 44],[2.67605634 7.32394366] ; [16.32394366 44.67605634],0
b2,1,0.7277,0.121234,[2 5] ; [11 20],[2.39473684 4.60526316] ; [10.60526316 20.39473684],0
b3,1,0.7277,0.121234,[2 5] ; [11 20],[2.39473684 4.60526316] ; [10.60526316 20.39473684],0
d3,1,0.728093,0.12087,[6 4] ; [33 28],[5.49295775 4.50704225] ; [33.50704225 27.49295775],0
s3,1,0.729472,0.119597,[3 6] ; [24 37],[3.47142857 5.52857143] ; [23.52857143 37.47142857],0
v1,1,0.732311,0.117001,[4 6] ; [21 40],[3.52112676 6.47887324] ; [21.47887324 39.52112676],0
a6,1,0.735358,0.114248,[5 5] ; [27 34],[4.50704225 5.49295775] ; [27.49295775 33.50704225],0
n3,1,0.763441,0.09058,[1 1] ; [14  9],[1.2 0.8] ; [13.8  9.2],0
a5,1,0.809668,0.058011,[5 5] ; [33 28],[5.35211268 4.64788732] ; [32.64788732 28.35211268],0
n4,1,0.86143,0.030469,[3 7] ; [20 41],[3.23943662 6.76056338] ; [19.76056338 41.23943662],0
a4,1,0.889786,0.019203,[4 6] ; [23 38],[3.8028169 6.1971831] ; [23.1971831 37.8028169],0
p4,1,0.942016,0.005291,[3 7] ; [19 42],[3.09859155 6.90140845] ; [18.90140845 42.09859155],0
a3,1,0.953228,0.00344,[6 4] ; [36 25],[5.91549296 4.08450704] ; [36.08450704 24.91549296],0
s1,1,0.98714,0.00026,[1 9] ; [ 6 55],[0.98591549 9.01408451] ; [ 6.01408451 54.98591549],0
