Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.004716,7.985113,[5 9] ; [13  2],[8.68965517 5.31034483] ; [9.31034483 5.68965517],0
p7,1,0.075475,3.159751,[8 6] ; [13  2],[10.13793103  3.86206897] ; [10.86206897  4.13793103],0
p11,1,0.280038,1.166905,[ 3 11] ; [6 9],[4.34482759 9.65517241] ; [ 4.65517241 10.34482759],0
p5,1,0.500802,0.453236,[ 2 12] ; [ 1 14],[ 1.44827586 12.55172414] ; [ 1.55172414 13.44827586],0
p4,1,0.598702,0.276958,[9 5] ; [11  4],[9.65517241 4.34482759] ; [10.34482759  4.65517241],0
