Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1e-06,24.288651,[27 48] ; [ 4 79],[14.71518987 60.28481013] ; [16.28481013 66.71518987],1
n5,1,0.637041,0.222633,[23 54] ; [28 56],[24.39130435 52.60869565] ; [26.60869565 57.39130435],0
d4,1,0.679797,0.170354,[59 18] ; [62 22],[57.86956522 19.13043478] ; [63.13043478 20.86956522],0
b5,1,0.702617,0.145764,[49 28] ; [51 33],[47.82608696 29.17391304] ; [52.17391304 31.82608696],0
d2,1,0.718925,0.129525,[24 53] ; [24 60],[22.95652174 54.04347826] ; [25.04347826 58.95652174],0
p5,1,0.80139,0.063277,[ 3 73] ; [ 4 80],[ 3.325 72.675] ; [ 3.675 80.325],0
s1,1,0.834435,0.043688,[ 4 73] ; [ 5 79],[ 4.30434783 72.69565217] ; [ 4.69565217 79.30434783],0
p9,1,0.876886,0.023999,[52 25] ; [57 26],[52.45625 24.54375] ; [56.54375 26.45625],0
s5,1,0.895404,0.017284,[16 59] ; [17 66],[15.66455696 59.33544304] ; [17.33544304 65.66455696],0
n2,1,0.914493,0.011529,[14  8] ; [26 14],[14.19354839  7.80645161] ; [25.80645161 14.19354839],0
d3,1,0.926757,0.00845,[45 30] ; [51 33],[45.28301887 29.71698113] ; [50.71698113 33.28301887],0
b2,1,0.948957,0.004098,[ 8 27] ; [ 8 28],[ 7.88732394 27.11267606] ; [ 8.11267606 27.88732394],0
b3,1,0.948957,0.004098,[ 8 27] ; [ 8 28],[ 7.88732394 27.11267606] ; [ 8.11267606 27.88732394],0
v3,1,0.960289,0.002479,[16 58] ; [18 64],[16.12820513 57.87179487] ; [17.87179487 64.12820513],0
r2,1,0.973002,0.001145,[65 11] ; [72 12],[65.075 10.925] ; [71.925 12.075],0
