Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,5.3e-05,16.347669,[239  25] ; [52 20],[228.64285714  35.35714286] ; [62.35714286  9.64285714],1
p8,1,0.001434,10.161792,[138 126] ; [22 49],[126.08955224 137.91044776] ; [33.91044776 37.08955224],0
p2,1,0.007729,7.095194,[226  38] ; [52 20],[218.42857143  45.57142857] ; [59.57142857 12.42857143],0
b5,1,0.012567,6.229043,[141 125] ; [50 22],[150.31360947 115.68639053] ; [40.68639053 31.31360947],0
r3,1,0.013092,6.156683,[254  10] ; [63  8],[249.81492537  14.18507463] ; [67.18507463  3.81492537],0
n6,1,0.019984,5.413271,[226  39] ; [53 19],[219.39169139  45.60830861] ; [59.60830861 12.39169139],0
b1,1,0.028411,4.802947,[ 85 181] ; [33 39],[ 92.86390533 173.13609467] ; [25.13609467 46.86390533],0
p3,1,0.043863,4.061827,[124 142] ; [24 48],[116.47337278 149.52662722] ; [31.52662722 40.47337278],0
n1,1,0.066186,3.375155,[19 47] ; [14 15],[22.92631579 43.07368421] ; [10.07368421 18.92631579],0
p7,1,0.087149,2.92626,[162  97] ; [37 35],[155.71299094 103.28700906] ; [43.28700906 28.71299094],0
d2,1,0.09017,2.871328,[112 153] ; [38 33],[118.30357143 146.69642857] ; [31.69642857 39.30357143],0
p5,1,0.111572,2.531815,[ 27 238] ; [ 3 69],[ 23.59050445 241.40949555] ; [ 6.40949555 65.59050445],0
n5,1,0.124113,2.364634,[185  77] ; [44 28],[179.63473054  82.36526946] ; [49.36526946 22.63473054],0
s4,1,0.165434,1.92384,[ 50 214] ; [19 53],[ 54.21428571 209.78571429] ; [14.78571429 57.21428571],0
s2,1,0.189375,1.722476,[120 144] ; [39 33],[124.92857143 139.07142857] ; [34.07142857 37.92857143],0
p4,1,0.216784,1.525532,[145 120] ; [33 38],[140.38690476 124.61309524] ; [37.61309524 33.38690476],0
d1,1,0.220389,1.501837,[141 125] ; [44 28],[145.59171598 120.40828402] ; [39.40828402 32.59171598],0
a1,1,0.263901,1.248174,[ 11 255] ; [ 1 71],[  9.44378698 256.55621302] ; [ 2.55621302 69.44378698],0
r4,1,0.299641,1.075792,[234  32] ; [60 12],[231.37278107  34.62721893] ; [62.62721893  9.37278107],0
n4,1,0.342755,0.900101,[196  70] ; [49 23],[192.81065089  73.18934911] ; [52.18934911 19.81065089],0
a4,1,0.371655,0.798125,[110 156] ; [34 38],[113.32544379 152.67455621] ; [30.67455621 41.32544379],0
s3,1,0.381455,0.766007,[144 119] ; [43 28],[147.24850299 115.75149701] ; [39.75149701 31.24850299],0
s1,1,0.406234,0.689795,[  9 254] ; [ 4 68],[ 10.20597015 252.79402985] ; [ 2.79402985 69.20597015],0
u2,1,0.40639,0.689338,[47 38] ; [ 9 11],[45.33333333 39.66666667] ; [10.66666667  9.33333333],0
a2,1,0.429028,0.625453,[ 55 211] ; [18 54],[ 57.44970414 208.55029586] ; [15.55029586 56.44970414],0
a7,1,0.510113,0.433835,[188  78] ; [53 18],[190.22551929  75.77448071] ; [50.77448071 20.22551929],0
d5,1,0.514051,0.425811,[203  63] ; [56 14],[205.04166667  60.95833333] ; [53.95833333 16.04166667],0
s6,1,0.521379,0.411164,[166  94] ; [43 29],[163.6746988  96.3253012] ; [45.3253012 26.6746988],0
s7,1,0.527795,0.398636,[117 139] ; [34 34],[119.30864198 136.69135802] ; [31.69135802 36.30864198],0
a6,1,0.545764,0.364961,[186  80] ; [47 24],[183.91097923  82.08902077] ; [49.08902077 21.91097923],0
p6,1,0.546076,0.364394,[ 83 181] ; [25 46],[ 85.11044776 178.88955224] ; [22.88955224 48.11044776],0
v4,1,0.578329,0.308945,[246  17] ; [66  6],[244.94328358  18.05671642] ; [67.05671642  4.94328358],0
d3,1,0.595562,0.281741,[184  82] ; [50 19],[185.80298507  80.19701493] ; [48.19701493 20.80298507],0
a3,1,0.608605,0.262212,[180  86] ; [51 21],[181.79289941  84.20710059] ; [49.20710059 22.79289941],0
u4,1,0.60918,0.26137,[  2 264] ; [ 1 71],[  2.36094675 263.63905325] ; [ 0.63905325 71.36094675],0
u1,1,0.613687,0.254841,[ 38 228] ; [12 60],[ 39.34911243 226.65088757] ; [10.65088757 61.34911243],0
u3,1,0.628433,0.234192,[41 44] ; [ 8 11],[40.04807692 44.95192308] ; [ 8.95192308 10.04807692],0
n2,1,0.66461,0.187972,[49 17] ; [21  9],[48.125 17.875] ; [21.875  8.125],0
r2,1,0.667685,0.184322,[240  23] ; [65  5],[240.88588589  22.11411411] ; [64.11411411  5.88588589],0
v2,1,0.684649,0.16494,[110 144] ; [28 41],[108.52012384 145.47987616] ; [29.47987616 39.52012384],0
a5,1,0.704768,0.143559,[186  80] ; [52 20],[187.30177515  78.69822485] ; [50.69822485 21.30177515],0
s8,1,0.712206,0.136084,[102 163] ; [26 46],[100.65281899 164.34718101] ; [27.34718101 44.65281899],0
v3,1,0.763667,0.090402,[ 72 186] ; [18 51],[ 71.00917431 186.99082569] ; [18.99082569 50.00917431],0
s5,1,0.777983,0.079495,[ 76 181] ; [21 46],[ 76.94135802 180.05864198] ; [20.05864198 46.94135802],0
n3,1,0.799297,0.064646,[50 16] ; [22  8],[49.5 16.5] ; [22.5  7.5],0
