Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,35.65746,[30 54] ; [233  96],[53.49152542 30.50847458] ; [209.50847458 119.49152542],1
n4,1,0.0,26.001865,[39 46] ; [247  84],[58.4375 26.5625] ; [227.5625 103.4375],1
p11,1,7.8e-05,15.596843,[49 36] ; [261  71],[63.18944844 21.81055156] ; [246.81055156  85.18944844],1
p9,1,0.000155,14.308911,[52 32] ; [265  61],[64.94634146 19.05365854] ; [252.05365854  73.94634146],1
p10,1,0.000269,13.277435,[49 35] ; [254  72],[62.07804878 21.92195122] ; [240.92195122  85.07804878],1
s5,1,0.001204,10.484713,[10 69] ; [ 99 223],[21.47381546 57.52618454] ; [ 87.52618454 234.47381546],0
s7,1,0.005569,7.684667,[22 56] ; [146 175],[32.84210526 45.15789474] ; [135.15789474 185.84210526],0
v4,1,0.007801,7.078492,[72 12] ; [312  19],[77.7253012  6.2746988] ; [306.2746988  24.7253012],0
r4,1,0.010167,6.605332,[69 16] ; [302  30],[75.6235012  9.3764988] ; [295.3764988  36.6235012],0
p2,1,0.011223,6.429664,[56 28] ; [263  67],[64.72463768 19.27536232] ; [254.27536232  75.72463768],0
s6,1,0.020739,5.348572,[42 43] ; [206 120],[51.28953771 33.71046229] ; [196.71046229 129.28953771],0
s8,1,0.021762,5.264725,[20 65] ; [122 210],[28.94484412 56.05515588] ; [113.05515588 218.94484412],0
b3,1,0.026711,4.909383,[ 8 39] ; [ 60 118],[14.20444444 32.79555556] ; [ 53.79555556 124.20444444],0
b2,1,0.026711,4.909383,[ 8 39] ; [ 60 118],[14.20444444 32.79555556] ; [ 53.79555556 124.20444444],0
u2,1,0.048277,3.900334,[24 12] ; [51 56],[18.88111888 17.11888112] ; [56.11888112 50.88111888],0
b1,1,0.052766,3.751317,[41 44] ; [122 210],[33.22541966 51.77458034] ; [129.77458034 202.22541966],0
s1,1,0.083113,3.002943,[ 6 78] ; [ 10 318],[ 3.26213592 80.73786408] ; [ 12.73786408 315.26213592],0
a3,1,0.092758,2.825838,[49 36] ; [223 108],[55.57692308 29.42307692] ; [216.42307692 114.57692308],0
p6,1,0.095049,2.78672,[18 65] ; [102 227],[24.17475728 58.82524272] ; [ 95.82524272 233.17475728],0
u3,1,0.097583,2.744605,[22 13] ; [50 57],[17.74647887 17.25352113] ; [54.25352113 52.74647887],0
p3,1,0.123794,2.368654,[28 57] ; [139 191],[34.20481928 50.79518072] ; [132.79518072 197.20481928],0
s2,1,0.135938,2.22335,[32 53] ; [154 176],[38.09638554 46.90361446] ; [147.90361446 182.09638554],0
u1,1,0.142883,2.146628,[ 8 77] ; [ 52 280],[12.23021583 72.76978417] ; [ 47.76978417 284.23021583],0
p5,1,0.145627,2.117466,[ 3 81] ; [ 27 303],[ 6.08695652 77.91304348] ; [ 23.91304348 306.08695652],0
a1,1,0.152402,2.048038,[ 1 84] ; [ 15 317],[ 3.26139089 81.73860911] ; [ 12.73860911 319.26139089],0
a6,1,0.180724,1.791663,[62 22] ; [219 112],[56.87710843 27.12289157] ; [224.12289157 106.87710843],0
r2,1,0.180881,1.790371,[75 10] ; [305  24],[78.01932367  6.98067633] ; [301.98067633  27.01932367],0
a5,1,0.258145,1.278679,[52 33] ; [224 107],[56.39423077 28.60576923] ; [219.60576923 111.39423077],0
d1,1,0.258655,1.275944,[40 45] ; [179 153],[44.64028777 40.35971223] ; [174.35971223 157.64028777],0
p8,1,0.281561,1.15954,[33 50] ; [152 176],[37.36009732 45.63990268] ; [147.63990268 180.36009732],0
a8,1,0.314487,1.011736,[ 7 74] ; [ 39 268],[ 9.60309278 71.39690722] ; [ 36.39690722 270.60309278],0
d5,1,0.331161,0.944354,[61 23] ; [257  74],[64.36626506 19.63373494] ; [253.63373494  77.36626506],0
a2,1,0.343985,0.895525,[14 71] ; [ 70 262],[17.12230216 67.87769784] ; [ 66.87769784 265.12230216],0
