Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.003997,8.285304,[36 17] ; [ 7 15],[30.38666667 22.61333333] ; [12.61333333  9.38666667],0
s6,1,0.797047,0.066137,[23 34] ; [10 13],[23.5125 33.4875] ; [ 9.4875 13.5125],0
p7,1,0.803664,0.061806,[18 36] ; [ 7 16],[17.53246753 36.46753247] ; [ 7.46753247 15.53246753],0
p4,1,0.810954,0.057215,[26 30] ; [10 13],[25.51898734 30.48101266] ; [10.48101266 12.51898734],0
v2,1,0.823465,0.04977,[22 32] ; [10 13],[22.44155844 31.55844156] ; [ 9.55844156 13.44155844],0
r3,1,0.838806,0.04138,[37 19] ; [14  8],[36.61538462 19.38461538] ; [14.38461538  7.61538462],0
s3,1,0.838806,0.04138,[19 37] ; [ 8 14],[19.38461538 36.61538462] ; [ 7.61538462 14.38461538],0
s4,1,0.843218,0.039117,[11 46] ; [ 4 19],[10.6875 46.3125] ; [ 4.3125 18.6875],0
r1,1,0.857309,0.032328,[16 41] ; [ 6 17],[15.675 41.325] ; [ 6.325 16.675],0
b1,1,0.862031,0.030203,[26 31] ; [10 13],[25.65 31.35] ; [10.35 12.65],0
n1,1,0.87425,0.025047,[10 19] ; [3 5],[10.18918919 18.81081081] ; [2.81081081 5.18918919],0
d2,1,0.895112,0.017381,[22 34] ; [ 9 13],[22.25641026 33.74358974] ; [ 8.74358974 13.25641026],0
a4,1,0.897779,0.016504,[19 38] ; [ 7 15],[18.75949367 38.24050633] ; [ 7.24050633 14.75949367],0
b5,1,0.910479,0.012641,[33 24] ; [13 10],[32.775 24.225] ; [13.225  9.775],0
a6,1,0.916361,0.011029,[28 29] ; [11 12],[27.7875 29.2125] ; [11.2125 11.7875],0
p10,1,0.941422,0.0054,[33 22] ; [13  9],[32.85714286 22.14285714] ; [13.14285714  8.85714286],0
p5,1,0.973599,0.001095,[ 5 51] ; [ 2 21],[ 4.96202532 51.03797468] ; [ 2.03797468 20.96202532],0
s8,1,0.983203,0.000443,[15 42] ; [ 6 17],[14.9625 42.0375] ; [ 6.0375 16.9625],0
