Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.014435,5.984163,[25 11] ; [ 9 15],[20.4 15.6] ; [13.6 10.4],0
n6,1,0.026412,4.928833,[26  9] ; [11 13],[21.94915254 13.05084746] ; [15.05084746  8.94915254],0
p9,1,0.03947,4.240511,[24  9] ; [11 13],[20.26315789 12.73684211] ; [14.73684211  9.26315789],0
d3,1,0.07298,3.214683,[14 22] ; [15  9],[17.4 18.6] ; [11.6 12.4],0
d4,1,0.093533,2.8125,[21 15] ; [19  5],[24. 12.] ; [16.  8.],0
p11,1,0.108809,2.571429,[24 12] ; [11 13],[21. 15.] ; [14. 10.],0
b4,1,0.108809,2.571429,[18 18] ; [17  7],[21. 15.] ; [14. 10.],0
b5,1,0.113846,2.5,[15 21] ; [15  9],[18. 18.] ; [12. 12.],0
n3,1,0.12609,2.34,[8 8] ; [8 2],[9.84615385 6.15384615] ; [6.15384615 3.84615385],0
p5,1,0.129994,2.292579,[ 6 29] ; [ 1 23],[ 4.15254237 30.84745763] ; [ 2.84745763 21.15254237],0
p10,1,0.130713,2.284021,[21 13] ; [10 14],[18.17241379 15.82758621] ; [12.82758621 11.17241379],0
a7,1,0.139135,2.1875,[14 22] ; [14 10],[16.8 19.2] ; [11.2 12.8],0
d2,1,0.205828,1.600529,[13 23] ; [ 5 19],[10.8 25.2] ; [ 7.2 16.8],0
v2,1,0.233414,1.419937,[12 22] ; [ 5 19],[ 9.96551724 24.03448276] ; [ 7.03448276 16.96551724],0
r1,1,0.263552,1.25,[10 26] ; [10 14],[12. 24.] ; [ 8. 16.],0
b1,1,0.285049,1.142857,[19 17] ; [16  8],[21. 15.] ; [14. 10.],0
p3,1,0.318818,0.993789,[10 26] ; [ 4 20],[ 8.4 27.6] ; [ 5.6 18.4],0
s1,1,0.340356,0.909091,[ 4 32] ; [ 1 23],[ 3. 33.] ; [ 2. 22.],0
n1,1,0.346912,0.884722,[ 6 10] ; [2 8],[ 4.92307692 11.07692308] ; [3.07692308 6.92307692],0
v1,1,0.482825,0.492476,[ 9 27] ; [ 8 16],[10.2 25.8] ; [ 6.8 17.2],0
u2,1,0.549563,0.3581,[8 9] ; [7 5],[8.79310345 8.20689655] ; [6.20689655 5.79310345],0
s3,1,0.56104,0.337907,[10 25] ; [ 5 18],[ 9.05172414 25.94827586] ; [ 5.94827586 17.05172414],0
p8,1,0.592243,0.286855,[11 24] ; [ 6 18],[10.08474576 24.91525424] ; [ 6.91525424 17.08474576],0
a6,1,0.59298,0.285714,[14 22] ; [11 13],[15. 21.] ; [10. 14.],0
p2,1,0.59298,0.285714,[20 16] ; [15  9],[21. 15.] ; [14. 10.],0
v3,1,0.598161,0.277778,[ 8 28] ; [ 4 20],[ 7.2 28.8] ; [ 4.8 19.2],0
a5,1,0.598161,0.277778,[19 17] ; [11 13],[18. 18.] ; [12. 12.],0
b3,1,0.601297,0.273044,[ 7 17] ; [ 3 11],[ 6.31578947 17.68421053] ; [ 3.68421053 10.31578947],0
b2,1,0.601297,0.273044,[ 7 17] ; [ 3 11],[ 6.31578947 17.68421053] ; [ 3.68421053 10.31578947],0
s8,1,0.608841,0.261866,[ 7 29] ; [ 6 18],[ 7.8 28.2] ; [ 5.2 18.8],0
a8,1,0.655306,0.199275,[ 4 28] ; [ 2 21],[ 3.49090909 28.50909091] ; [ 2.50909091 20.49090909],0
a2,1,0.672604,0.178571,[ 2 34] ; [ 2 22],[ 2.4 33.6] ; [ 1.6 22.4],0
d1,1,0.720681,0.127841,[ 9 27] ; [ 7 17],[ 9.6 26.4] ; [ 6.4 17.6],0
a3,1,0.74606,0.104872,[19 16] ; [12 12],[18.38983051 16.61016949] ; [12.61016949 11.38983051],0
s6,1,0.746886,0.104167,[15 21] ; [ 9 15],[14.4 21.6] ; [ 9.6 14.4],0
d5,1,0.751696,0.100111,[18 18] ; [13 11],[18.6 17.4] ; [12.4 11.6],0
u3,1,0.793475,0.06854,[ 5 12] ; [3 9],[ 4.68965517 12.31034483] ; [3.31034483 8.68965517],0
a4,1,0.811598,0.056818,[10 26] ; [ 6 18],[ 9.6 26.4] ; [ 6.4 17.6],0
p7,1,0.829638,0.046296,[14 22] ; [10 14],[14.4 21.6] ; [ 9.6 14.4],0
v4,1,0.831547,0.045249,[20 16] ; [14 10],[20.4 15.6] ; [13.6 10.4],0
s7,1,0.847789,0.036841,[ 8 24] ; [ 5 17],[ 7.7037037 24.2962963] ; [ 5.2962963 16.7037037],0
s2,1,0.853825,0.033944,[ 8 27] ; [ 5 19],[ 7.71186441 27.28813559] ; [ 5.28813559 18.71186441],0
s5,1,0.876787,0.024038,[ 5 31] ; [ 3 21],[ 4.8 31.2] ; [ 3.2 20.8],0
r4,1,0.898203,0.016367,[ 8 28] ; [ 5 19],[ 7.8 28.2] ; [ 5.2 18.8],0
n2,1,0.898564,0.01625,[10  6] ; [6 4],[9.84615385 6.15384615] ; [6.15384615 3.84615385],0
r3,1,0.939487,0.005763,[23 12] ; [16  8],[23.13559322 11.86440678] ; [15.86440678  8.13559322],0
p4,1,1.0,0.0,[15 21] ; [10 14],[15. 21.] ; [10. 14.],0
a1,1,1.0,0.0,[ 3 33] ; [ 2 22],[ 3. 33.] ; [ 2. 22.],0
