Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,8e-06,19.855138,[2 6] ; [42  4],[6.51851852 1.48148148] ; [37.48148148  8.51851852],1
p2,1,0.01133,6.412804,[1 7] ; [28 18],[4.2962963 3.7037037] ; [24.7037037 21.2962963],0
r2,1,0.023799,5.109203,[5 2] ; [44  2],[6.47169811 0.52830189] ; [42.52830189  3.47169811],0
v4,1,0.02518,5.011431,[5 3] ; [42  4],[6.96296296 1.03703704] ; [40.03703704  5.96296296],0
s6,1,0.050307,3.831192,[2 6] ; [28 17],[4.52830189 3.47169811] ; [25.47169811 19.52830189],0
a7,1,0.079628,3.072475,[3 5] ; [32 14],[5.18518519 2.81481481] ; [29.81481481 16.18518519],0
s1,1,0.102122,2.672083,[2 6] ; [ 3 42],[0.75471698 7.24528302] ; [ 4.24528302 40.75471698],0
s3,1,0.139641,2.181909,[2 6] ; [24 21],[3.9245283 4.0754717] ; [22.0754717 22.9245283],0
p11,1,0.155685,2.015647,[2 6] ; [24 22],[3.85185185 4.14814815] ; [22.14814815 23.85185185],0
n4,1,0.192442,1.698823,[5 3] ; [38  8],[6.37037037 1.62962963] ; [36.62962963  9.37037037],0
r1,1,0.192442,1.698823,[5 3] ; [38  8],[6.37037037 1.62962963] ; [36.62962963  9.37037037],0
n1,1,0.236724,1.4,[3 1] ; [4 6],[2. 2.] ; [5. 5.],0
p10,1,0.236915,1.39886,[1 7] ; [15 30],[2.41509434 5.58490566] ; [13.58490566 31.41509434],0
p4,1,0.266856,1.232837,[2 5] ; [23 22],[3.36538462 3.63461538] ; [21.63461538 23.36538462],0
a5,1,0.326229,0.963809,[6 2] ; [26 20],[4.74074074 3.25925926] ; [27.25925926 18.74074074],0
d4,1,0.335869,0.926136,[5 3] ; [36 10],[6.07407407 1.92592593] ; [34.92592593 11.07407407],0
b5,1,0.341758,0.903825,[4 4] ; [31 15],[5.18518519 2.81481481] ; [29.81481481 16.18518519],0
p7,1,0.344118,0.89503,[2 5] ; [21 23],[3.15686275 3.84313725] ; [19.84313725 24.15686275],0
b3,1,0.347158,0.88382,[2 3] ; [ 6 23],[1.17647059 3.82352941] ; [ 6.82352941 22.17647059],0
b2,1,0.347158,0.88382,[2 3] ; [ 6 23],[1.17647059 3.82352941] ; [ 6.82352941 22.17647059],0
n6,1,0.4183,0.655085,[5 3] ; [35 11],[5.92592593 2.07407407] ; [34.07407407 11.92592593],0
s7,1,0.447019,0.578198,[2 5] ; [18 23],[2.91666667 4.08333333] ; [17.08333333 23.91666667],0
v2,1,0.514878,0.42414,[4 4] ; [28 17],[4.83018868 3.16981132] ; [27.16981132 17.83018868],0
a6,1,0.563607,0.333498,[4 4] ; [28 18],[4.74074074 3.25925926] ; [27.25925926 18.74074074],0
d5,1,0.597359,0.278997,[5 3] ; [33 13],[5.62962963 2.37037037] ; [32.37037037 13.62962963],0
a2,1,0.634922,0.225445,[1 7] ; [ 9 37],[1.48148148 6.51851852] ; [ 8.51851852 37.48148148],0
s8,1,0.641717,0.216503,[2 6] ; [15 30],[2.56603774 5.43396226] ; [14.43396226 30.56603774],0
s2,1,0.676896,0.17364,[3 5] ; [20 24],[3.53846154 4.46153846] ; [19.46153846 24.53846154],0
b4,1,0.691279,0.157704,[5 3] ; [32 14],[5.48148148 2.51851852] ; [31.51851852 14.48148148],0
n2,1,0.711531,0.136752,[3 1] ; [10  2],[3.25 0.75] ; [9.75 2.25],0
b1,1,0.731881,0.117391,[4 4] ; [26 20],[4.44444444 3.55555556] ; [25.55555556 20.44444444],0
a4,1,0.786492,0.07337,[3 5] ; [15 31],[2.66666667 5.33333333] ; [15.33333333 30.66666667],0
p8,1,0.786492,0.07337,[3 5] ; [15 31],[2.66666667 5.33333333] ; [15.33333333 30.66666667],0
v1,1,0.819936,0.051814,[4 4] ; [25 21],[4.2962963 3.7037037] ; [24.7037037 21.2962963],0
p3,1,0.839821,0.040854,[3 5] ; [19 27],[3.25925926 4.74074074] ; [18.74074074 27.25925926],0
d1,1,0.839821,0.040854,[3 5] ; [19 27],[3.25925926 4.74074074] ; [18.74074074 27.25925926],0
d2,1,0.909572,0.0129,[4 4] ; [22 24],[3.85185185 4.14814815] ; [22.14814815 23.85185185],0
n5,1,0.930426,0.007623,[5 3] ; [28 18],[4.88888889 3.11111111] ; [28.11111111 17.88888889],0
p6,1,0.930971,0.007504,[1 7] ; [ 6 38],[1.07692308 6.92307692] ; [ 5.92307692 38.07692308],0
n3,1,0.931175,0.007459,[2 1] ; [9 4],[2.0625 0.9375] ; [8.9375 4.0625],0
s4,1,0.948853,0.004115,[1 7] ; [ 6 39],[1.05660377 6.94339623] ; [ 5.94339623 39.05660377],0
d3,1,0.976562,0.000863,[5 3] ; [29 17],[5.03703704 2.96296296] ; [28.96296296 17.03703704],0
