Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3e-06,22.030057,[13 35] ; [54 23],[25.728 22.272] ; [41.272 35.728],1
d5,1,6e-06,20.591443,[18 30] ; [60 17],[29.952 18.048] ; [48.048 28.952],1
d4,1,0.000456,12.289236,[22 26] ; [59 18],[31.104 16.896] ; [49.896 27.104],1
r3,1,0.000669,11.573536,[32 16] ; [70  7],[39.168  8.832] ; [62.832 14.168],1
r4,1,0.000775,11.300057,[25 23] ; [62 15],[33.408 14.592] ; [53.592 23.408],1
a6,1,0.001196,10.495918,[15 33] ; [47 30],[23.808 24.192] ; [38.192 38.808],0
v4,1,0.003256,8.658009,[32 16] ; [68  9],[38.4  9.6] ; [61.6 15.4],0
u3,1,0.006495,7.407674,[11 20] ; [29 14],[16.75675676 14.24324324] ; [23.24324324 19.75675676],0
p2,1,0.008304,6.966668,[23 25] ; [55 22],[29.952 18.048] ; [48.048 28.952],0
d1,1,0.017037,5.692568,[10 38] ; [32 45],[16.128 31.872] ; [25.872 51.128],0
p10,1,0.033318,4.529368,[21 25] ; [49 26],[26.61157025 19.38842975] ; [43.38842975 31.61157025],0
n3,1,0.034819,4.454008,[10 11] ; [18  5],[13.36363636  7.63636364] ; [14.63636364  8.36363636],0
s8,1,0.036661,4.366082,[ 8 40] ; [26 51],[13.056 34.944] ; [20.944 56.056],0
s6,1,0.046843,3.951036,[17 30] ; [42 35],[22.36290323 24.63709677] ; [36.63709677 40.36290323],0
v3,1,0.048254,3.901121,[ 7 38] ; [23 49],[11.53846154 33.46153846] ; [18.46153846 53.53846154],0
s2,1,0.050585,3.821945,[10 37] ; [29 47],[14.90243902 32.09756098] ; [24.09756098 51.90243902],0
n5,1,0.057844,3.598133,[32 16] ; [38 39],[26.88 21.12] ; [43.12 33.88],0
r1,1,0.083691,2.991727,[23 25] ; [49 28],[27.648 20.352] ; [44.352 32.648],0
n4,1,0.086309,2.941901,[30 18] ; [36 41],[25.344 22.656] ; [40.656 36.344],0
u2,1,0.119448,2.424544,[12 19] ; [24 18],[15.28767123 15.71232877] ; [20.71232877 21.28767123],0
s3,1,0.127399,2.323921,[15 31] ; [35 40],[19.00826446 26.99173554] ; [30.99173554 44.00826446],0
s7,1,0.12911,2.303173,[ 8 38] ; [22 52],[11.5 34.5] ; [18.5 55.5],0
v1,1,0.12926,2.301375,[12 36] ; [29 47],[15.87096774 32.12903226] ; [25.12903226 50.87096774],0
p12,1,0.136561,2.216294,[ 4 43] ; [ 2 75],[ 2.27419355 44.72580645] ; [ 3.72580645 73.27419355],0
b1,1,0.153729,2.034858,[23 25] ; [27 50],[19.2 28.8] ; [30.8 46.2],0
r2,1,0.193643,1.689678,[36 12] ; [65 12],[38.784  9.216] ; [62.216 14.784],0
s5,1,0.23658,1.400857,[ 6 37] ; [17 57],[ 8.45299145 34.54700855] ; [14.54700855 59.45299145],0
a3,1,0.304259,1.055435,[17 31] ; [34 42],[19.74193548 28.25806452] ; [31.25806452 44.74193548],0
s4,1,0.309976,1.030777,[ 6 42] ; [15 62],[ 8.064 39.936] ; [12.936 64.064],0
b4,1,0.335456,0.927719,[29 19] ; [53 24],[31.488 16.512] ; [50.512 26.488],0
p8,1,0.337205,0.921029,[11 37] ; [12 63],[ 8.97560976 39.02439024] ; [14.02439024 60.97560976],0
p3,1,0.352058,0.866027,[ 9 39] ; [20 57],[11.136 36.864] ; [17.864 59.136],0
v2,1,0.358729,0.842339,[12 30] ; [27 46],[14.24347826 27.75652174] ; [24.75652174 48.24347826],0
p5,1,0.380615,0.768716,[ 1 47] ; [ 4 72],[ 1.93548387 46.06451613] ; [ 3.06451613 72.93548387],0
p9,1,0.411202,0.675324,[29 17] ; [52 22],[31.05 14.95] ; [49.95 24.05],0
b5,1,0.46609,0.53123,[30 18] ; [53 24],[31.872 16.128] ; [51.128 25.872],0
a4,1,0.473913,0.512837,[10 38] ; [12 64],[ 8.51612903 39.48387097] ; [13.48387097 62.51612903],0
s1,1,0.477904,0.503642,[ 4 43] ; [ 4 72],[ 3.05691057 43.94308943] ; [ 4.94308943 71.05691057],0
b3,1,0.533491,0.387737,[10 13] ; [12 22],[ 8.87719298 14.12280702] ; [13.12280702 20.87719298],0
b2,1,0.533491,0.387737,[10 13] ; [12 22],[ 8.87719298 14.12280702] ; [13.12280702 20.87719298],0
p6,1,0.575222,0.314024,[ 4 43] ; [ 9 68],[ 4.92741935 42.07258065] ; [ 8.07258065 68.92741935],0
p1,1,0.61444,0.25376,[ 5 43] ; [ 6 71],[ 4.224 43.776] ; [ 6.776 70.224],0
a1,1,0.627793,0.235065,[ 2 46] ; [ 2 75],[ 1.536 46.464] ; [ 2.464 74.536],0
n6,1,0.632938,0.228097,[33 15] ; [56 21],[34.176 13.824] ; [54.824 22.176],0
p11,1,0.681371,0.168587,[25 23] ; [43 34],[26.112 21.888] ; [41.888 35.112],0
p4,1,0.698455,0.150084,[14 34] ; [25 52],[14.976 33.024] ; [24.024 52.976],0
n1,1,0.801712,0.063067,[ 9 12] ; [ 9 14],[ 8.59090909 12.40909091] ; [ 9.40909091 13.59090909],0
d2,1,0.822825,0.050137,[11 37] ; [19 58],[11.52 36.48] ; [18.48 58.52],0
n2,1,0.897014,0.016753,[12  9] ; [13  9],[12.20930233  8.79069767] ; [12.79069767  9.20930233],0
a8,1,0.963079,0.002143,[ 4 42] ; [ 6 65],[ 3.93162393 42.06837607] ; [ 6.06837607 64.93162393],0
