Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3e-06,21.567551,[39  8] ; [46 62],[25.77419355 21.22580645] ; [59.22580645 48.77419355],1
p4,1,0.00044,12.353268,[33 14] ; [44 67],[22.90506329 24.09493671] ; [54.09493671 56.90506329],1
s7,1,0.000858,11.110465,[23 20] ; [26 78],[14.33333333 28.66666667] ; [34.66666667 69.33333333],1
p3,1,0.002512,9.131991,[28 19] ; [37 73],[19.45859873 27.54140127] ; [45.54140127 64.45859873],0
p5,1,0.002891,8.875135,[10 37] ; [  6 103],[ 4.82051282 42.17948718] ; [11.17948718 97.82051282],0
p1,1,0.003445,8.555311,[12 35] ; [  9 101],[ 6.2866242 40.7133758] ; [14.7133758 95.2866242],0
s5,1,0.006379,7.439865,[14 31] ; [14 97],[ 8.07692308 36.92307692] ; [19.92307692 91.07692308],0
v2,1,0.006697,7.352497,[28 19] ; [37 66],[20.36666667 26.63333333] ; [44.63333333 58.36666667],0
b3,1,0.01191,6.324241,[15 14] ; [17 50],[ 9.66666667 19.33333333] ; [22.33333333 44.66666667],0
b2,1,0.01191,6.324241,[15 14] ; [17 50],[ 9.66666667 19.33333333] ; [22.33333333 44.66666667],0
p12,1,0.013601,6.08924,[ 5 42] ; [  2 109],[ 2.08227848 44.91772152] ; [  4.91772152 106.08227848],0
p2,1,0.034984,4.445953,[39  8] ; [73 37],[33.52866242 13.47133758] ; [78.47133758 31.52866242],0
s2,1,0.041688,4.147811,[19 28] ; [27 84],[13.6835443 33.3164557] ; [32.3164557 78.6835443],0
u2,1,0.044492,4.037782,[13  8] ; [22 38],[ 9.07407407 11.92592593] ; [25.92592593 34.07407407],0
u1,1,0.044924,4.021496,[ 3 44] ; [  1 110],[ 1.18987342 45.81012658] ; [  2.81012658 108.18987342],0
p8,1,0.044969,4.0198,[26 21] ; [41 67],[20.31612903 26.68387097] ; [46.68387097 61.31612903],0
n4,1,0.091632,2.845468,[37 10] ; [71 38],[32.53846154 14.46153846] ; [75.46153846 33.53846154],0
v3,1,0.099135,2.7194,[20 27] ; [31 76],[15.56493506 31.43506494] ; [35.43506494 71.56493506],0
d1,1,0.104825,2.63055,[ 4 43] ; [  3 108],[ 2.08227848 44.91772152] ; [  4.91772152 106.08227848],0
v1,1,0.108116,2.581553,[25 22] ; [42 65],[20.44805195 26.55194805] ; [46.55194805 60.44805195],0
s8,1,0.131528,2.274379,[19 28] ; [31 79],[14.96815287 32.03184713] ; [35.03184713 74.96815287],0
