Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,69.764118,[67 45] ; [ 17 134],[35.77186312 76.22813688] ; [ 48.22813688 102.77186312],1
s6,1,8.1e-05,15.536931,[84 27] ; [77 72],[68.73461538 42.26538462] ; [92.26538462 56.73461538],1
p8,1,0.000116,14.85686,[42 70] ; [ 25 126],[28.53231939 83.46768061] ; [ 38.46768061 112.53231939],1
s2,1,0.001166,10.542888,[62 47] ; [54 94],[49.19844358 59.80155642] ; [66.80155642 81.19844358],0
p6,1,0.001384,10.226438,[23 88] ; [ 11 140],[14.40458015 96.59541985] ; [ 19.59541985 131.40458015],0
d2,1,0.001494,10.086558,[67 45] ; [60 90],[54.29007634 57.70992366] ; [72.70992366 77.29007634],0
n6,1,0.001998,9.551688,[98 15] ; [106  44],[87.65019011 25.34980989] ; [116.34980989  33.65019011],0
p2,1,0.003439,8.558415,[88 25] ; [92 59],[77.04545455 35.95454545] ; [102.95454545  48.04545455],0
n4,1,0.011555,6.377908,[92 21] ; [102  49],[83.03787879 29.96212121] ; [110.96212121  40.03787879],0
p5,1,0.01366,6.081528,[ 11 101] ; [  4 146],[  6.41221374 105.58778626] ; [  8.58778626 141.41221374],0
n5,1,0.015,5.916425,[84 29] ; [90 60],[74.76045627 38.23954373] ; [99.23954373 50.76045627],0
v1,1,0.015324,5.878838,[60 48] ; [60 89],[50.42801556 57.57198444] ; [69.57198444 79.42801556],0
s7,1,0.015675,5.838991,[52 53] ; [49 94],[42.76209677 62.23790323] ; [58.23790323 84.76209677],0
d1,1,0.018528,5.545509,[74 39] ; [77 74],[64.63257576 48.36742424] ; [86.36742424 64.63257576],0
p10,1,0.019386,5.466379,[84 27] ; [93 57],[75.27586207 35.72413793] ; [101.72413793  48.27586207],0
s8,1,0.019515,5.45474,[51 60] ; [ 48 103],[41.94274809 69.05725191] ; [57.05725191 93.94274809],0
p1,1,0.022181,5.231554,[14 99] ; [  7 143],[  9.02281369 103.97718631] ; [ 11.97718631 138.02281369],0
u1,1,0.02581,4.968712,[26 87] ; [ 19 132],[19.26136364 93.73863636] ; [ 25.73863636 125.26136364],0
d5,1,0.033952,4.497103,[96 17] ; [112  39],[89.03030303 23.96969697] ; [118.96969697  32.03030303],0
p12,1,0.042441,4.117538,[14 99] ; [  8 141],[  9.48854962 103.51145038] ; [ 12.51145038 136.48854962],0
r4,1,0.045826,3.987991,[107   6] ; [132  19],[102.29924242  10.70075758] ; [136.70075758  14.29924242],0
r3,1,0.064504,3.417612,[108   5] ; [134  16],[103.97718631   9.02281369] ; [138.02281369  11.97718631],0
a5,1,0.082375,3.017405,[88 25] ; [103  48],[81.75378788 31.24621212] ; [109.24621212  41.75378788],0
