Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,146.344397,[203  58] ; [ 89 235],[130.27692308 130.72307692] ; [161.72307692 162.27692308],1
s2,1,0.0,88.874792,[185  86] ; [103 240],[127.11400651 143.88599349] ; [160.88599349 182.11400651],1
s6,1,0.0,75.333741,[222  48] ; [163 176],[170.68965517  99.31034483] ; [214.31034483 124.68965517],1
s3,1,0.0,63.320253,[193  76] ; [132 204],[144.50413223 124.49586777] ; [180.49586777 155.50413223],1
p6,1,0.0,26.516268,[131 139] ; [ 94 240],[100.5794702 169.4205298] ; [124.4205298 209.5794702],1
p9,1,1e-06,23.367712,[248  24] ; [255  79],[225.7689769  46.2310231] ; [277.2310231  56.7689769],1
v3,1,3e-06,21.825964,[143 118] ; [119 215],[114.92773109 146.07226891] ; [147.07226891 186.92773109],1
s5,1,4e-06,21.346129,[103 157] ; [ 75 263],[ 77.39130435 182.60869565] ; [100.60869565 237.39130435],1
p10,1,1.4e-05,18.881135,[239  32] ; [249  87],[217.87149918  53.12850082] ; [270.12850082  65.87149918],1
v1,1,1.4e-05,18.867716,[171  91] ; [160 177],[144.77796327 117.22203673] ; [186.22203673 150.77796327],1
p3,1,2.6e-05,17.685325,[164 110] ; [145 194],[138.11745514 135.88254486] ; [170.88254486 168.11745514],1
d1,1,4.6e-05,16.601917,[187  87] ; [179 165],[162.27184466 111.72815534] ; [203.72815534 140.27184466],1
a3,1,6.1e-05,16.081668,[221  52] ; [226 114],[199.07177814  73.92822186] ; [247.92822186  92.07177814],1
n6,1,8e-05,15.552005,[253  20] ; [278  62],[236.4812398  36.5187602] ; [294.5187602  45.4812398],1
r1,1,0.000137,14.53871,[236  36] ; [255  88],[217.15772358  54.84227642] ; [273.84227642  69.15772358],1
p4,1,0.000191,13.916475,[186  87] ; [180 158],[163.53191489 109.46808511] ; [202.46808511 135.53191489],1
r4,1,0.000313,12.989439,[256  18] ; [289  55],[241.63430421  32.36569579] ; [303.36569579  40.63430421],1
a5,1,0.000583,11.830949,[226  48] ; [242 101],[207.83144246  66.16855754] ; [260.16855754  82.83144246],1
d5,1,0.000752,11.354983,[239  34] ; [264  79],[222.92045455  50.07954545] ; [280.07954545  62.92045455],1
v2,1,0.000779,11.289636,[174  91] ; [171 158],[153.91414141 111.08585859] ; [191.08585859 137.91414141],1
d2,1,0.000792,11.260844,[161 113] ; [153 186],[140.35236542 133.64763458] ; [173.64763458 165.35236542],1
p7,1,0.000831,11.171528,[187  80] ; [189 144],[167.32  99.68] ; [208.68 124.32],1
p8,1,0.00133,10.300917,[157 112] ; [152 184],[137.39008264 131.60991736] ; [171.60991736 164.39008264],0
p12,1,0.002588,9.07758,[ 34 237] ; [ 19 319],[ 23.58456486 247.41543514] ; [ 29.41543514 308.58456486],0
d4,1,0.003223,8.676486,[238  35] ; [266  75],[224.09120521  48.90879479] ; [279.90879479  61.09120521],0
v4,1,0.003925,8.318105,[261  11] ; [308  35],[251.65528455  20.34471545] ; [317.34471545  25.65528455],0
u4,1,0.004882,7.922762,[ 12 262] ; [  3 341],[  6.65048544 267.34951456] ; [  8.34951456 335.65048544],0
p5,1,0.007394,7.174567,[ 46 224] ; [ 33 307],[ 34.96721311 235.03278689] ; [ 44.03278689 295.96721311],0
u1,1,0.009628,6.7025,[ 61 213] ; [ 49 295],[ 48.77022654 225.22977346] ; [ 61.22977346 282.77022654],0
r3,1,0.010078,6.621136,[264  10] ; [311  30],[256.17886179  17.82113821] ; [318.82113821  22.17886179],0
p11,1,0.01365,6.082847,[230  44] ; [261  83],[217.69255663  56.30744337] ; [273.30744337  70.69255663],0
u3,1,0.016196,5.781471,[35 18] ; [54 63],[27.74705882 25.25294118] ; [61.25294118 55.74705882],0
u2,1,0.019966,5.414887,[36 17] ; [56 59],[29.02380952 23.97619048] ; [62.97619048 52.02380952],0
b2,1,0.03066,4.671891,[ 94 108] ; [ 73 130],[ 83.29382716 118.70617284] ; [ 83.70617284 119.29382716],0
b3,1,0.03066,4.671891,[ 94 108] ; [ 73 130],[ 83.29382716 118.70617284] ; [ 83.70617284 119.29382716],0
p2,1,0.046031,3.980477,[235  38] ; [271  68],[225.71568627  47.28431373] ; [280.28431373  58.71568627],0
n5,1,0.08387,2.988269,[240  32] ; [284  57],[232.50897227  39.49102773] ; [291.49102773  49.50897227],0
a4,1,0.102727,2.662681,[139 135] ; [150 190],[128.96742671 145.03257329] ; [160.03257329 179.96742671],0
a8,1,0.110474,2.547423,[ 51 197] ; [ 48 264],[ 43.84285714 204.15714286] ; [ 55.15714286 256.84285714],0
a2,1,0.125561,2.346549,[ 76 198] ; [ 77 267],[ 67.83495146 206.16504854] ; [ 85.16504854 258.83495146],0
r2,1,0.148368,2.088951,[258  11] ; [315  23],[253.9324547  15.0675453] ; [319.0675453  18.9324547],0
a6,1,0.159043,1.983306,[177  96] ; [240 102],[185.10731707  87.89268293] ; [231.89268293 110.10731707],0
d3,1,0.172622,1.860024,[189  85] ; [218 124],[181.03571429  92.96428571] ; [225.96428571 116.03571429],0
p1,1,0.396629,0.718523,[ 24 249] ; [ 37 304],[ 27.12214984 245.87785016] ; [ 33.87785016 307.12214984],0
a7,1,0.454155,0.560262,[188  85] ; [245  97],[192.2097561  80.7902439] ; [240.7902439 101.2097561],0
n3,1,0.470156,0.521609,[36 18] ; [53 20],[37.84251969 16.15748031] ; [51.15748031 21.84251969],0
n1,1,0.491073,0.474175,[27 27] ; [32 41],[25.08661417 28.91338583] ; [33.91338583 39.08661417],0
a1,1,0.586072,0.296521,[ 18 256] ; [ 19 325],[ 16.40453074 257.59546926] ; [ 20.59546926 323.40453074],0
b4,1,0.641378,0.216945,[159 115] ; [206 138],[161.82847896 112.17152104] ; [203.17152104 140.82847896],0
s1,1,0.751263,0.100473,[ 10 259] ; [ 11 328],[  9.29111842 259.70888158] ; [ 11.70888158 327.29111842],0
b5,1,0.834006,0.043918,[161 113] ; [205 139],[162.27184466 111.72815534] ; [203.72815534 140.27184466],0
b1,1,0.90613,0.013905,[112 162] ; [139 205],[111.28478964 162.71521036] ; [139.71521036 204.28478964],0
n2,1,0.93865,0.005924,[40 15] ; [55 20],[40.19230769 14.80769231] ; [54.80769231 20.19230769],0
