Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,47.70473,[ 1 23] ; [68 16],[15.33333333  8.66666667] ; [53.66666667 30.33333333],1
v4,1,1e-06,25.252536,[11 13] ; [75  7],[19.47169811  4.52830189] ; [66.52830189 15.47169811],1
s6,1,0.000107,15.003785,[ 3 21] ; [46 34],[11.30769231 12.69230769] ; [37.69230769 42.30769231],1
p9,1,0.000164,14.205591,[ 7 16] ; [60 22],[14.67619048  8.32380952] ; [52.32380952 29.67619048],1
p11,1,0.000168,14.15643,[ 7 17] ; [60 24],[14.88888889  9.11111111] ; [52.11111111 31.88888889],1
s3,1,0.000449,12.315358,[ 4 18] ; [50 33],[11.31428571 10.68571429] ; [42.68571429 40.31428571],1
r2,1,0.001109,10.636814,[12 11] ; [70 13],[17.79245283  5.20754717] ; [64.20754717 18.79245283],0
n6,1,0.003656,8.447187,[10 14] ; [61 22],[15.92523364  8.07476636] ; [55.07476636 27.92523364],0
v1,1,0.004225,8.184373,[ 4 20] ; [41 42],[10.09345794 13.90654206] ; [34.90654206 48.09345794],0
s2,1,0.005644,7.660748,[ 3 21] ; [36 47],[ 8.74766355 15.25233645] ; [30.25233645 52.74766355],0
r1,1,0.006266,7.472217,[ 7 17] ; [51 33],[12.88888889 11.11111111] ; [45.11111111 38.88888889],0
d3,1,0.008321,6.963158,[ 3 21] ; [35 49],[ 8.44444444 15.55555556] ; [29.55555556 54.44444444],0
p7,1,0.01071,6.512793,[ 7 16] ; [49 32],[12.38461538 10.61538462] ; [43.61538462 37.38461538],0
u3,1,0.011246,6.426037,[ 3 14] ; [26 23],[7.46969697 9.53030303] ; [21.53030303 27.46969697],0
p4,1,0.011982,6.313517,[ 5 18] ; [42 40],[10.2952381 12.7047619] ; [36.7047619 45.2952381],0
p6,1,0.015648,5.842,[ 2 21] ; [28 53],[ 6.63461538 16.36538462] ; [23.36538462 57.63461538],0
d4,1,0.017801,5.615643,[ 7 17] ; [47 36],[12.11214953 11.88785047] ; [41.88785047 41.11214953],0
