Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,47.70473,[ 1 23] ; [68 16],[15.33333333  8.66666667] ; [53.66666667 30.33333333],1
s8,1,0.020281,5.387541,[ 2 22] ; [27 57],[ 6.44444444 17.55555556] ; [22.55555556 61.44444444],0
a4,1,0.025425,4.994715,[ 1 23] ; [21 63],[ 4.88888889 19.11111111] ; [17.11111111 66.88888889],0
s5,1,0.02742,4.864139,[ 2 22] ; [24 54],[ 6.11764706 17.88235294] ; [19.88235294 58.11764706],0
d5,1,0.029727,4.725,[ 6 18] ; [42 42],[10.66666667 13.33333333] ; [37.33333333 46.66666667],0
s7,1,0.031349,4.633766,[ 3 20] ; [29 50],[ 7.21568627 15.78431373] ; [24.78431373 54.21568627],0
p10,1,0.048235,3.901776,[ 9 14] ; [51 31],[13.14285714  9.85714286] ; [46.85714286 35.14285714],0
n2,1,0.049083,3.8725,[7 8] ; [20  6],[9.87804878 5.12195122] ; [17.12195122  8.87804878],0
v2,1,0.094709,2.792454,[ 5 17] ; [33 45],[ 8.36 13.64] ; [29.64 48.36],0
b3,1,0.105228,2.624471,[6 9] ; [10 41],[ 3.63636364 11.36363636] ; [12.36363636 38.63636364],0
b2,1,0.105228,2.624471,[6 9] ; [10 41],[ 3.63636364 11.36363636] ; [12.36363636 38.63636364],0
p2,1,0.117308,2.452898,[12 12] ; [56 27],[15.25233645  8.74766355] ; [52.74766355 30.25233645],0
d1,1,0.118874,2.43209,[ 2 22] ; [19 65],[ 4.66666667 19.33333333] ; [16.33333333 67.66666667],0
b5,1,0.120507,2.410714,[10 14] ; [50 34],[13.33333333 10.66666667] ; [46.66666667 37.33333333],0
p8,1,0.154544,2.026814,[ 6 18] ; [34 49],[ 8.97196262 15.02803738] ; [31.02803738 51.97196262],0
p1,1,0.155735,2.01516,[ 4 20] ; [ 6 78],[ 2.22222222 21.77777778] ; [ 7.77777778 76.22222222],0
v3,1,0.204689,1.6086,[ 3 20] ; [21 61],[ 5.25714286 17.74285714] ; [18.74285714 63.25714286],0
n1,1,0.217915,1.518051,[ 4 11] ; [12 14],[5.85365854 9.14634146] ; [10.14634146 15.85365854],0
p3,1,0.229213,1.445736,[ 4 20] ; [24 59],[ 6.28037383 17.71962617] ; [21.71962617 61.28037383],0
a3,1,0.250615,1.319871,[ 7 17] ; [35 48],[ 9.42056075 14.57943925] ; [32.57943925 50.42056075],0
n3,1,0.274986,1.191703,[6 9] ; [15 11],[7.68292683 7.31707317] ; [13.31707317 12.68292683],0
p5,1,0.315517,1.00744,[ 1 23] ; [ 9 73],[ 2.26415094 21.73584906] ; [ 7.73584906 74.26415094],0
a1,1,0.327523,0.958669,[ 2 22] ; [ 3 81],[ 1.11111111 22.88888889] ; [ 3.88888889 80.11111111],0
s4,1,0.32971,0.950035,[ 3 21] ; [18 66],[ 4.66666667 19.33333333] ; [16.33333333 67.66666667],0
n5,1,0.460731,0.544118,[18  6] ; [55 27],[16.52830189  7.47169811] ; [56.47169811 25.52830189],0
u2,1,0.484077,0.489664,[ 7 10] ; [25 24],[8.24242424 8.75757576] ; [23.75757576 25.24242424],0
b4,1,0.500097,0.454731,[15  9] ; [46 38],[13.55555556 10.44444444] ; [47.44444444 36.55555556],0
p12,1,0.519395,0.415095,[ 2 22] ; [ 4 78],[ 1.35849057 22.64150943] ; [ 4.64150943 77.35849057],0
s1,1,0.519395,0.415095,[ 2 22] ; [ 4 78],[ 1.35849057 22.64150943] ; [ 4.64150943 77.35849057],0
n4,1,0.704444,0.14389,[15  9] ; [56 28],[15.77777778  8.22222222] ; [55.22222222 28.77777778],0
b1,1,0.836885,0.042386,[12 12] ; [40 44],[11.55555556 12.44444444] ; [40.44444444 43.55555556],0
d2,1,0.955087,0.003172,[ 7 17] ; [25 59],[ 7.11111111 16.88888889] ; [24.88888889 59.11111111],0
a6,1,0.955087,0.003172,[ 7 17] ; [25 59],[ 7.11111111 16.88888889] ; [24.88888889 59.11111111],0
