Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000204,13.798221,[39  7] ; [ 9 13],[32.47058824 13.52941176] ; [15.52941176  6.47058824],1
r1,1,0.001292,10.353743,[41  5] ; [12 10],[35.85294118 10.14705882] ; [17.14705882  4.85294118],0
n6,1,0.013832,6.059406,[39  7] ; [12  9],[35.01492537 10.98507463] ; [15.98507463  5.01492537],0
d1,1,0.014131,6.021748,[38  8] ; [12 10],[33.82352941 12.17647059] ; [16.17647059  5.82352941],0
a6,1,0.05119,3.802058,[34 12] ; [11 11],[30.44117647 15.55882353] ; [14.55882353  7.44117647],0
p10,1,0.052333,3.765086,[43  3] ; [17  5],[40.58823529  5.41176471] ; [19.41176471  2.58823529],0
n1,1,0.057224,3.616071,[1 5] ; [6 3],[2.8 3.2] ; [4.2 4.8],0
p9,1,0.059894,3.540312,[44  2] ; [18  4],[41.94117647  4.05882353] ; [20.05882353  1.94117647],0
v1,1,0.07821,3.101708,[26 20] ; [ 7 14],[22.65671642 23.34328358] ; [10.34328358 10.65671642],0
p8,1,0.084445,2.977197,[38  8] ; [14  8],[35.17647059 10.82352941] ; [16.82352941  5.17647059],0
a2,1,0.097117,2.752253,[15 31] ; [ 3 19],[12.17647059 33.82352941] ; [ 5.82352941 16.17647059],0
p3,1,0.099326,2.716328,[36 10] ; [13  9],[33.14705882 12.85294118] ; [15.85294118  6.14705882],0
p5,1,0.101831,2.676625,[ 9 37] ; [ 1 21],[ 6.76470588 39.23529412] ; [ 3.23529412 18.76470588],0
p4,1,0.110183,2.551588,[42  4] ; [17  5],[39.91176471  6.08823529] ; [19.08823529  2.91176471],0
a3,1,0.110245,2.550704,[34 12] ; [12 10],[31.11764706 14.88235294] ; [14.88235294  7.11764706],0
d2,1,0.121353,2.399774,[30 16] ; [10 12],[27.05882353 18.94117647] ; [12.94117647  9.05882353],0
a5,1,0.134499,2.239789,[37  9] ; [14  8],[34.5 11.5] ; [16.5  5.5],0
u2,1,0.183864,1.766111,[5 7] ; [7 3],[6.54545455 5.45454545] ; [5.45454545 4.54545455],0
p12,1,0.201315,1.632806,[ 7 39] ; [ 1 21],[ 5.41176471 40.58823529] ; [ 2.58823529 19.41176471],0
s6,1,0.224839,1.473214,[39  5] ; [17  5],[37.33333333  6.66666667] ; [18.66666667  3.33333333],0
r4,1,0.256026,1.290119,[42  4] ; [18  4],[40.58823529  5.41176471] ; [19.41176471  2.58823529],0
p11,1,0.369209,0.806324,[36 10] ; [15  7],[34.5 11.5] ; [16.5  5.5],0
u1,1,0.369209,0.806324,[13 33] ; [ 4 18],[11.5 34.5] ; [ 5.5 16.5],0
v3,1,0.381701,0.765217,[14 32] ; [ 4 16],[12.54545455 33.45454545] ; [ 5.45454545 14.54545455],0
d5,1,0.394851,0.723952,[39  7] ; [16  5],[37.76119403  8.23880597] ; [17.23880597  3.76119403],0
d3,1,0.394851,0.723952,[39  7] ; [16  5],[37.76119403  8.23880597] ; [17.23880597  3.76119403],0
p2,1,0.405165,0.692943,[41  5] ; [18  4],[39.91176471  6.08823529] ; [19.08823529  2.91176471],0
a7,1,0.420833,0.647989,[33 13] ; [13  8],[31.58208955 14.41791045] ; [14.41791045  6.58208955],0
p1,1,0.447276,0.577546,[ 7 39] ; [ 5 17],[ 8.11764706 37.88235294] ; [ 3.88235294 18.11764706],0
b4,1,0.45142,0.567085,[27 19] ; [15  7],[28.41176471 17.58823529] ; [13.58823529  8.41176471],0
s8,1,0.502844,0.448929,[29 17] ; [12 10],[27.73529412 18.26470588] ; [13.26470588  8.73529412],0
d4,1,0.530515,0.393406,[42  4] ; [19  3],[41.26470588  4.73529412] ; [19.73529412  2.26470588],0
s7,1,0.557673,0.34375,[33 11] ; [15  7],[32. 12.] ; [16.  6.],0
u3,1,0.571107,0.320833,[7 5] ; [7 3],[7.63636364 4.36363636] ; [6.36363636 3.63636364],0
v4,1,0.588172,0.293209,[45  1] ; [21  1],[44.64705882  1.35294118] ; [21.35294118  0.64705882],0
a4,1,0.613449,0.255184,[26 20] ; [11 11],[25.02941176 20.97058824] ; [11.97058824 10.02941176],0
s5,1,0.694701,0.154044,[28 12] ; [13  7],[27.33333333 12.66666667] ; [13.66666667  6.33333333],0
r2,1,0.730739,0.118434,[42  3] ; [21  1],[42.31343284  2.68656716] ; [20.68656716  1.31343284],0
b1,1,0.746143,0.104801,[19 27] ; [10 12],[19.61764706 26.38235294] ; [ 9.38235294 12.61764706],0
b2,1,0.750112,0.101437,[ 9 18] ; [5 8],[ 9.45 17.55] ; [4.55 8.45],0
b3,1,0.750112,0.101437,[ 9 18] ; [5 8],[ 9.45 17.55] ; [4.55 8.45],0
s3,1,0.763275,0.090711,[33 13] ; [15  7],[32.47058824 13.52941176] ; [15.52941176  6.47058824],0
s2,1,0.764697,0.089592,[35 11] ; [16  6],[34.5 11.5] ; [16.5  5.5],0
n2,1,0.792147,0.069444,[5 1] ; [7 2],[4.8 1.2] ; [7.2 1.8],0
b5,1,0.826152,0.048242,[28 18] ; [14  8],[28.41176471 17.58823529] ; [13.58823529  8.41176471],0
p7,1,0.889985,0.019133,[40  6] ; [18  3],[39.82089552  6.17910448] ; [18.17910448  2.82089552],0
v2,1,0.942437,0.005214,[21 24] ; [10 11],[21.13636364 23.86363636] ; [ 9.86363636 11.13636364],0
r3,1,0.978303,0.00074,[41  4] ; [20  2],[40.97014925  4.02985075] ; [20.02985075  1.97014925],0
n3,1,1.0,0.0,[4 2] ; [6 3],[4. 2.] ; [6. 3.],0
