Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,31.982557,[69  8] ; [ 9 17],[58.31067961 18.68932039] ; [19.68932039  6.31067961],1
n6,1,0.000189,13.933835,[71  6] ; [16 10],[65.03883495 11.96116505] ; [21.96116505  4.03883495],1
p10,1,0.000505,12.096708,[63 14] ; [11 13],[56.41584158 20.58415842] ; [17.58415842  6.41584158],1
r4,1,0.003118,8.73717,[71  6] ; [18  8],[66.53398058 10.46601942] ; [22.46601942  3.53398058],0
p9,1,0.016258,5.774768,[64 13] ; [15 10],[59.6372549 17.3627451] ; [19.3627451  5.6372549],0
a4,1,0.02026,5.38936,[19 58] ; [ 1 25],[14.95145631 62.04854369] ; [ 5.04854369 20.95145631],0
s6,1,0.025861,4.965259,[56 20] ; [13 13],[51.41176471 24.58823529] ; [17.58823529  8.41176471],0
n1,1,0.027397,4.865608,[8 4] ; [1 6],[5.68421053 6.31578947] ; [3.31578947 3.68421053],0
p6,1,0.039084,4.257214,[36 40] ; [ 5 17],[31.79591837 44.20408163] ; [ 9.20408163 12.79591837],0
r3,1,0.046464,3.964683,[73  3] ; [22  4],[70.78431373  5.21568627] ; [24.21568627  1.78431373],0
r2,1,0.048476,3.893394,[72  5] ; [20  5],[69.45098039  7.54901961] ; [22.54901961  2.45098039],0
p4,1,0.050953,3.809831,[62 15] ; [16 10],[58.31067961 18.68932039] ; [19.68932039  6.31067961],0
p11,1,0.063494,3.443673,[59 18] ; [15 11],[55.32038835 21.67961165] ; [18.67961165  7.32038835],0
v1,1,0.080951,3.045701,[44 32] ; [ 9 15],[40.28 35.72] ; [12.72 11.28],0
v2,1,0.083535,2.99475,[37 38] ; [ 7 17],[33.33333333 41.66666667] ; [10.66666667 13.33333333],0
p5,1,0.097083,2.752818,[17 59] ; [ 2 24],[14.15686275 61.84313725] ; [ 4.84313725 21.15686275],0
s2,1,0.112273,2.521926,[37 39] ; [ 8 18],[33.52941176 42.47058824] ; [11.47058824 14.52941176],0
d5,1,0.134966,2.234435,[59 18] ; [16 10],[56.06796117 20.93203883] ; [18.93203883  7.06796117],0
a3,1,0.140169,2.176107,[36 40] ; [ 8 18],[32.78431373 43.21568627] ; [11.21568627 14.78431373],0
v3,1,0.172896,1.857649,[31 43] ; [ 6 17],[28.22680412 45.77319588] ; [ 8.77319588 14.22680412],0
d2,1,0.180794,1.791088,[22 55] ; [ 4 22],[19.4368932 57.5631068] ; [ 6.5631068 19.4368932],0
s8,1,0.183437,1.769554,[32 45] ; [ 7 19],[29.15533981 47.84466019] ; [ 9.84466019 16.15533981],0
p7,1,0.189017,1.725264,[57 19] ; [16 10],[54.39215686 21.60784314] ; [18.60784314  7.39215686],0
r1,1,0.20876,1.580004,[54 22] ; [15 11],[51.41176471 24.58823529] ; [17.58823529  8.41176471],0
s7,1,0.246078,1.345434,[35 37] ; [ 8 15],[32.58947368 39.41052632] ; [10.41052632 12.58947368],0
u3,1,0.271149,1.210927,[21 20] ; [12  6],[22.93220339 18.06779661] ; [10.06779661  7.93220339],0
a8,1,0.304452,1.05459,[ 8 63] ; [ 1 23],[ 6.72631579 64.27368421] ; [ 2.27368421 21.72631579],0
u2,1,0.307823,1.039994,[20 20] ; [11  6],[21.75438596 18.24561404] ; [9.24561404 7.75438596],0
p8,1,0.323696,0.973953,[47 30] ; [13 13],[44.85436893 32.14563107] ; [15.14563107 10.85436893],0
s3,1,0.326781,0.961611,[45 31] ; [12 13],[42.89108911 33.10891089] ; [14.10891089 10.89108911],0
s5,1,0.358924,0.841653,[22 50] ; [ 5 19],[20.25 51.75] ; [ 6.75 17.25],0
b2,1,0.365669,0.818331,[13 34] ; [ 2 11],[11.75 35.25] ; [3.25 9.75],0
b3,1,0.365669,0.818331,[13 34] ; [ 2 11],[11.75 35.25] ; [3.25 9.75],0
d1,1,0.388348,0.744108,[31 46] ; [ 8 18],[29.15533981 47.84466019] ; [ 9.84466019 16.15533981],0
p2,1,0.547261,0.362247,[66 11] ; [21  5],[65.03883495 11.96116505] ; [21.96116505  4.03883495],0
n2,1,0.580543,0.305357,[9 3] ; [6 1],[9.47368421 2.52631579] ; [5.52631579 1.47368421],0
n3,1,0.580543,0.305357,[9 3] ; [6 1],[9.47368421 2.52631579] ; [5.52631579 1.47368421],0
d4,1,0.597355,0.279004,[52 25] ; [19  7],[53.0776699 23.9223301] ; [17.9223301  8.0776699],0
a7,1,0.660493,0.192925,[56 20] ; [18  8],[55.1372549 20.8627451] ; [18.8627451  7.1372549],0
b5,1,0.682126,0.167743,[45 32] ; [14 12],[44.10679612 32.89320388] ; [14.89320388 11.10679612],0
a6,1,0.687888,0.161381,[42 35] ; [13 13],[41.11650485 35.88349515] ; [13.88349515 12.11650485],0
a1,1,0.743373,0.107184,[ 2 75] ; [ 1 25],[ 2.24271845 74.75728155] ; [ 0.75728155 25.24271845],0
p1,1,0.745382,0.105453,[14 63] ; [ 4 22],[13.45631068 63.54368932] ; [ 4.54368932 21.45631068],0
s1,1,0.772685,0.083443,[ 4 72] ; [ 1 25],[ 3.7254902 72.2745098] ; [ 1.2745098 24.7254902],0
b4,1,0.781138,0.077193,[45 32] ; [16 10],[45.60194175 31.39805825] ; [15.39805825 10.60194175],0
b1,1,0.854225,0.033757,[31 46] ; [11 15],[31.39805825 45.60194175] ; [10.60194175 15.39805825],0
d3,1,0.869516,0.026986,[43 34] ; [15 11],[43.3592233 33.6407767] ; [14.6407767 11.3592233],0
s4,1,0.95526,0.003148,[15 61] ; [ 5 21],[14.90196078 61.09803922] ; [ 5.09803922 20.90196078],0
v4,1,0.990906,0.00013,[74  3] ; [25  1],[74.00970874  2.99029126] ; [24.99029126  1.00970874],0
