Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.002697,9.001782,[ 8 30] ; [15 11],[13.65625 24.34375] ; [ 9.34375 16.65625],0
s2,1,0.004589,8.034587,[19 19] ; [22  4],[24.34375 13.65625] ; [16.65625  9.34375],0
s6,1,0.004695,7.993474,[23 15] ; [24  2],[27.90625 10.09375] ; [19.09375  6.90625],0
s3,1,0.012519,6.235897,[19 19] ; [21  5],[23.75 14.25] ; [16.25  9.75],0
p9,1,0.024002,5.094453,[25 12] ; [23  2],[28.64516129  8.35483871] ; [19.35483871  5.64516129],0
s7,1,0.024782,5.039047,[15 22] ; [18  8],[19.38095238 17.61904762] ; [13.61904762 12.38095238],0
b4,1,0.041739,4.145749,[15 23] ; [17  9],[19. 19.] ; [13. 13.],0
r4,1,0.098007,2.737675,[27 11] ; [23  3],[29.6875  8.3125] ; [20.3125  5.6875],0
d3,1,0.10287,2.660473,[26 11] ; [13 13],[22.9047619 14.0952381] ; [16.0952381  9.9047619],0
p10,1,0.125907,2.342261,[25 12] ; [22  4],[27.6031746  9.3968254] ; [19.3968254  6.6031746],0
b5,1,0.158841,1.985222,[27 11] ; [14 12],[24.34375 13.65625] ; [16.65625  9.34375],0
r2,1,0.198121,1.656171,[32  5] ; [25  1],[33.47619048  3.52380952] ; [23.52380952  2.47619048],0
v4,1,0.198121,1.656171,[32  5] ; [25  1],[33.47619048  3.52380952] ; [23.52380952  2.47619048],0
a4,1,0.203796,1.614963,[ 9 29] ; [10 16],[11.28125 26.71875] ; [ 7.71875 18.28125],0
r3,1,0.209957,1.571726,[30  7] ; [24  2],[31.71428571  5.28571429] ; [22.28571429  3.71428571],0
a5,1,0.264559,1.244741,[18 20] ; [16 10],[20.1875 17.8125] ; [13.8125 12.1875],0
p6,1,0.335446,0.927759,[ 3 34] ; [ 4 21],[ 4.17741935 32.82258065] ; [ 2.82258065 22.17741935],0
d4,1,0.338335,0.916732,[25 13] ; [20  6],[26.71875 11.28125] ; [18.28125  7.71875],0
p1,1,0.346853,0.884936,[ 1 37] ; [ 2 24],[ 1.78125 36.21875] ; [ 1.21875 24.78125],0
n5,1,0.362445,0.829405,[19 19] ; [16 10],[20.78125 17.21875] ; [14.21875 11.78125],0
n3,1,0.371093,0.8,[9 6] ; [7 2],[10.  5.] ; [6. 3.],0
n1,1,0.465209,0.533333,[ 3 12] ; [3 6],[ 3.75 11.25] ; [2.25 6.75],0
v2,1,0.46745,0.527999,[15 22] ; [12 12],[16.37704918 20.62295082] ; [10.62295082 13.37704918],0
a6,1,0.473886,0.5129,[21 17] ; [12 14],[19.59375 18.40625] ; [13.40625 12.59375],0
v1,1,0.511083,0.431849,[13 25] ; [11 15],[14.25 23.75] ; [ 9.75 16.25],0
a2,1,0.511083,0.431849,[ 3 35] ; [ 1 25],[ 2.375 35.625] ; [ 1.625 24.375],0
p2,1,0.569114,0.324167,[26 12] ; [16 10],[24.9375 13.0625] ; [17.0625  8.9375],0
d2,1,0.569114,0.324167,[12 26] ; [10 16],[13.0625 24.9375] ; [ 8.9375 17.0625],0
n4,1,0.610733,0.259109,[18 20] ; [14 12],[19. 19.] ; [13. 13.],0
b2,1,0.618402,0.24812,[ 4 15] ; [ 4 10],[ 4.60606061 14.39393939] ; [ 3.39393939 10.60606061],0
b3,1,0.618402,0.24812,[ 4 15] ; [ 4 10],[ 4.60606061 14.39393939] ; [ 3.39393939 10.60606061],0
a3,1,0.659827,0.193734,[24 14] ; [15 11],[23.15625 14.84375] ; [15.84375 10.15625],0
p11,1,0.693366,0.155466,[23 15] ; [17  9],[23.75 14.25] ; [16.25  9.75],0
u1,1,0.702451,0.145935,[ 4 34] ; [ 2 24],[ 3.5625 34.4375] ; [ 2.4375 23.5625],0
a7,1,0.721079,0.127461,[23 14] ; [15 11],[22.31746032 14.68253968] ; [15.68253968 10.31746032],0
d1,1,0.727765,0.121174,[13 25] ; [10 16],[13.65625 24.34375] ; [ 9.34375 16.65625],0
u3,1,0.742174,0.108225,[8 6] ; [7 4],[8.4 5.6] ; [6.6 4.4],0
p3,1,0.75183,0.099999,[ 7 31] ; [ 4 22],[ 6.53125 31.46875] ; [ 4.46875 21.53125],0
n6,1,0.768844,0.08637,[28 10] ; [20  6],[28.5  9.5] ; [19.5  6.5],0
s1,1,0.774791,0.081861,[ 2 35] ; [ 1 25],[ 1.76190476 35.23809524] ; [ 1.23809524 24.76190476],0
r1,1,0.820641,0.051402,[23 15] ; [15 11],[22.5625 15.4375] ; [15.4375 10.5625],0
p7,1,0.831547,0.045249,[16 20] ; [10 14],[15.6 20.4] ; [10.4 13.6],0
a8,1,0.847439,0.037013,[ 2 33] ; [ 1 21],[ 1.84210526 33.15789474] ; [ 1.15789474 20.84210526],0
d5,1,0.856404,0.032744,[25 12] ; [17  9],[24.66666667 12.33333333] ; [17.33333333  8.66666667],0
v3,1,0.859587,0.031293,[11 27] ; [ 7 19],[10.6875 27.3125] ; [ 7.3125 18.6875],0
p8,1,0.860436,0.030912,[10 27] ; [ 6 18],[ 9.70491803 27.29508197] ; [ 6.29508197 17.70491803],0
b1,1,0.875501,0.024547,[11 27] ; [ 8 18],[11.28125 26.71875] ; [ 7.71875 18.28125],0
u2,1,0.896669,0.016866,[6 8] ; [5 6],[6.16 7.84] ; [4.84 6.16],0
