Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,7.2e-05,15.765396,[9 2] ; [ 5 26],[3.66666667 7.33333333] ; [10.33333333 20.66666667],1
s6,1,0.005053,7.860432,[10  1] ; [13 18],[6.02380952 4.97619048] ; [16.97619048 14.02380952],0
s8,1,0.019798,5.429619,[8 3] ; [10 21],[4.71428571 6.28571429] ; [13.28571429 17.71428571],0
a8,1,0.074015,3.19165,[3 8] ; [ 2 28],[1.34146341 9.65853659] ; [ 3.65853659 26.34146341],0
v1,1,0.079527,3.074542,[2 9] ; [15 16],[4.45238095 6.54761905] ; [12.54761905 18.45238095],0
p4,1,0.079527,3.074542,[9 2] ; [16 15],[6.54761905 4.45238095] ; [18.45238095 12.54761905],0
p6,1,0.09075,2.861018,[5 6] ; [ 6 25],[2.88095238 8.11904762] ; [ 8.11904762 22.88095238],0
a4,1,0.095971,2.771261,[ 1 10] ; [11 20],[3.14285714 7.85714286] ; [ 8.85714286 22.14285714],0
p3,1,0.129219,2.301857,[6 5] ; [ 9 22],[3.92857143 7.07142857] ; [11.07142857 19.92857143],0
v3,1,0.225887,1.466571,[5 6] ; [ 8 23],[3.4047619 7.5952381] ; [ 9.5952381 21.4047619],0
p5,1,0.245738,1.347374,[ 1 10] ; [ 8 23],[2.35714286 8.64285714] ; [ 6.64285714 24.35714286],0
p12,1,0.254854,1.296496,[2 9] ; [ 2 29],[1.04761905 9.95238095] ; [ 2.95238095 28.04761905],0
p9,1,0.254854,1.296496,[9 2] ; [29  2],[9.95238095 1.04761905] ; [28.04761905  2.95238095],0
a5,1,0.268494,1.224426,[5 6] ; [20 11],[6.54761905 4.45238095] ; [18.45238095 12.54761905],0
s7,1,0.280986,1.162315,[5 5] ; [ 9 20],[3.58974359 6.41025641] ; [10.41025641 18.58974359],0
p8,1,0.292407,1.108504,[7 4] ; [14 17],[5.5 5.5] ; [15.5 15.5],0
p7,1,0.299064,1.078365,[8 3] ; [17 14],[6.54761905 4.45238095] ; [18.45238095 12.54761905],0
n4,1,0.299064,1.078365,[8 3] ; [17 14],[6.54761905 4.45238095] ; [18.45238095 12.54761905],0
u3,1,0.345099,0.891396,[3 2] ; [5 9],[2.10526316 2.89473684] ; [5.89473684 8.10526316],0
b5,1,0.384295,0.756918,[7 4] ; [15 16],[5.76190476 5.23809524] ; [16.23809524 14.76190476],0
s4,1,0.418731,0.653873,[3 8] ; [ 5 26],[2.0952381 8.9047619] ; [ 5.9047619 25.0952381],0
a7,1,0.470358,0.521135,[5 6] ; [18 13],[6.02380952 4.97619048] ; [16.97619048 14.02380952],0
a6,1,0.470358,0.521135,[6 5] ; [13 18],[4.97619048 6.02380952] ; [14.02380952 16.97619048],0
r1,1,0.491251,0.473785,[4 7] ; [15 16],[4.97619048 6.02380952] ; [14.02380952 16.97619048],0
b4,1,0.592379,0.286644,[5 6] ; [17 14],[5.76190476 5.23809524] ; [16.23809524 14.76190476],0
d4,1,0.609989,0.260191,[9 2] ; [23  8],[8.38095238 2.61904762] ; [23.61904762  7.38095238],0
s5,1,0.609989,0.260191,[2 9] ; [ 8 23],[2.61904762 8.38095238] ; [ 7.38095238 23.61904762],0
v4,1,0.619668,0.246334,[8 3] ; [20 11],[7.33333333 3.66666667] ; [20.66666667 10.33333333],0
n6,1,0.698035,0.150524,[7 4] ; [21  9],[7.51219512 3.48780488] ; [20.48780488  9.51219512],0
u2,1,0.708687,0.139592,[4 1] ; [10  4],[3.68421053 1.31578947] ; [10.31578947  3.68421053],0
r4,1,0.746355,0.10462,[4 7] ; [13 18],[4.45238095 6.54761905] ; [12.54761905 18.45238095],0
p2,1,0.753596,0.098534,[8 3] ; [24  7],[8.38095238 2.61904762] ; [23.61904762  7.38095238],0
d2,1,0.758635,0.094417,[3 8] ; [10 21],[3.4047619 7.5952381] ; [ 9.5952381 21.4047619],0
a1,1,0.770279,0.08527,[ 1 10] ; [ 2 29],[ 0.78571429 10.21428571] ; [ 2.21428571 28.78571429],0
b1,1,0.83943,0.041056,[6 5] ; [18 13],[6.28571429 4.71428571] ; [17.71428571 13.28571429],0
d3,1,0.867126,0.027993,[6 5] ; [16 15],[5.76190476 5.23809524] ; [16.23809524 14.76190476],0
p11,1,0.875284,0.024633,[9 2] ; [26  5],[9.16666667 1.83333333] ; [25.83333333  5.16666667],0
b2,1,0.897785,0.016502,[2 5] ; [ 5 11],[2.13043478 4.86956522] ; [ 4.86956522 11.13043478],0
b3,1,0.897785,0.016502,[2 5] ; [ 5 11],[2.13043478 4.86956522] ; [ 4.86956522 11.13043478],0
v2,1,0.903482,0.014705,[5 6] ; [13 17],[4.82926829 6.17073171] ; [13.17073171 16.82926829],0
n5,1,0.911632,0.012317,[8 3] ; [22  9],[7.85714286 3.14285714] ; [22.14285714  8.85714286],0
d1,1,0.911632,0.012317,[3 8] ; [ 9 22],[3.14285714 7.85714286] ; [ 8.85714286 22.14285714],0
d5,1,0.986606,0.000282,[6 5] ; [17 14],[6.02380952 4.97619048] ; [16.97619048 14.02380952],0
a3,1,0.986606,0.000282,[6 5] ; [17 14],[6.02380952 4.97619048] ; [16.97619048 14.02380952],0
