Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,47.591937,[124  14] ; [38 42],[102.55045872  35.44954128] ; [59.44954128 20.55045872],1
a5,1,0.0,27.76477,[94 44] ; [25 55],[75.33027523 62.66972477] ; [43.66972477 36.33027523],1
v2,1,6.6e-05,15.910474,[70 61] ; [20 59],[56.14285714 74.85714286] ; [33.85714286 45.14285714],1
r2,1,0.000161,14.240589,[124  14] ; [55 24],[113.83410138  24.16589862] ; [65.16589862 13.83410138],1
r3,1,0.000415,12.464964,[126  12] ; [58 21],[117.01382488  20.98617512] ; [66.98617512 12.01382488],1
v4,1,0.002159,9.409058,[126  12] ; [61 19],[118.37614679  19.62385321] ; [68.62385321 11.37614679],0
a3,1,0.004719,7.98408,[82 55] ; [32 48],[71.97235023 65.02764977] ; [42.02764977 37.97235023],0
v1,1,0.005059,7.858158,[68 68] ; [24 55],[58.19534884 77.80465116] ; [33.80465116 45.19534884],0
s8,1,0.005161,7.822,[ 35 101] ; [ 8 72],[ 27.07407407 108.92592593] ; [15.92592593 64.07407407],0
u3,1,0.006192,7.493533,[33 23] ; [15 32],[26.09708738 29.90291262] ; [21.90291262 25.09708738],0
p3,1,0.010824,6.494018,[62 76] ; [22 58],[53.17431193 84.82568807] ; [30.82568807 49.17431193],0
p4,1,0.013164,6.146961,[70 67] ; [27 53],[61.23963134 75.76036866] ; [35.76036866 44.23963134],0
s5,1,0.022423,5.212646,[ 32 100] ; [ 9 70],[ 25.6492891 106.3507109] ; [15.3507109 63.6492891],0
p10,1,0.027645,4.85006,[101  35] ; [46 31],[93.85915493 42.14084507] ; [53.14084507 23.85915493],0
p2,1,0.038397,4.287345,[106  32] ; [51 29],[99.3853211 38.6146789] ; [57.6146789 22.3853211],0
d5,1,0.045198,4.011251,[84 54] ; [37 42],[76.94930876 61.05069124] ; [44.05069124 34.94930876],0
s4,1,0.055764,3.659093,[ 12 125] ; [14 66],[ 16.41474654 120.58525346] ; [ 9.58525346 70.41474654],0
s6,1,0.058722,3.573127,[60 74] ; [25 54],[53.4741784 80.5258216] ; [31.5258216 47.4741784],0
d4,1,0.059779,3.543513,[82 56] ; [37 43],[75.33027523 62.66972477] ; [43.66972477 36.33027523],0
p11,1,0.066679,3.362932,[101  37] ; [49 31],[94.95412844 43.04587156] ; [55.04587156 24.95412844],0
n4,1,0.078971,3.085945,[94 44] ; [45 35],[87.99082569 50.00917431] ; [51.00917431 28.99082569],0
a7,1,0.085754,2.95232,[93 45] ; [44 35],[87.12442396 50.87557604] ; [49.87557604 29.12442396],0
v3,1,0.148379,2.088838,[44 89] ; [19 61],[39.33802817 93.66197183] ; [23.66197183 56.33802817],0
p7,1,0.194794,1.680982,[71 65] ; [34 45],[66.41860465 69.58139535] ; [38.58139535 40.41860465],0
u2,1,0.207506,1.588741,[32 24] ; [21 26],[28.81553398 27.18446602] ; [24.18446602 22.81553398],0
a4,1,0.25349,1.303966,[39 99] ; [17 63],[ 35.44954128 102.55045872] ; [20.55045872 59.44954128],0
a6,1,0.271335,1.209983,[83 55] ; [42 38],[79.12844037 58.87155963] ; [45.87155963 34.12844037],0
n6,1,0.280668,1.163853,[105  32] ; [56 24],[101.64516129  35.35483871] ; [59.35483871 20.64516129],0
a1,1,0.285721,1.139676,[  7 131] ; [ 7 73],[  8.86238532 129.13761468] ; [ 5.13761468 74.86238532],0
