Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.005806,7.609412,[ 5 46] ; [6 9],[ 8.5 42.5] ; [ 2.5 12.5],0
s7,1,0.010392,6.56643,[ 8 40] ; [7 7],[11.61290323 36.38709677] ; [ 3.38709677 10.61290323],0
s2,1,0.031455,4.627952,[10 42] ; [7 8],[13.19402985 38.80597015] ; [ 3.80597015 11.19402985],0
s1,1,0.035959,4.399057,[ 2 50] ; [ 3 12],[ 3.88059701 48.11940299] ; [ 1.11940299 13.88059701],0
b4,1,0.038009,4.304615,[33 19] ; [ 5 10],[29.49253731 22.50746269] ; [8.50746269 6.49253731],0
d3,1,0.072097,3.234623,[21 31] ; [10  5],[24.05970149 27.94029851] ; [6.94029851 8.05970149],0
p2,1,0.072097,3.234623,[21 31] ; [10  5],[24.05970149 27.94029851] ; [6.94029851 8.05970149],0
a6,1,0.083931,2.987091,[27 25] ; [ 4 11],[24.05970149 27.94029851] ; [6.94029851 8.05970149],0
u3,1,0.10197,2.674464,[ 5 16] ; [4 3],[ 6.75 14.25] ; [2.25 4.75],0
s6,1,0.106198,2.609911,[13 39] ; [7 8],[15.52238806 36.47761194] ; [ 4.47761194 10.52238806],0
b5,1,0.12572,2.344571,[23 29] ; [10  5],[25.6119403 26.3880597] ; [7.3880597 7.6119403],0
d1,1,0.14645,2.108844,[14 38] ; [7 8],[16.29850746 35.70149254] ; [ 4.70149254 10.29850746],0
d2,1,0.160412,1.970341,[17 34] ; [8 7],[19.31818182 31.68181818] ; [5.68181818 9.31818182],0
a4,1,0.17514,1.838384,[14 36] ; [7 8],[16.15384615 33.84615385] ; [ 4.84615385 10.15384615],0
n6,1,0.204142,1.612494,[25 27] ; [10  5],[27.1641791 24.8358209] ; [7.8358209 7.1641791],0
s5,1,0.256163,1.289377,[ 8 44] ; [ 4 10],[ 9.45454545 42.54545455] ; [ 2.54545455 11.45454545],0
u2,1,0.263978,1.247772,[ 7 14] ; [4 3],[ 8.25 12.75] ; [2.75 4.25],0
n3,1,0.265953,1.2375,[10 15] ; [5 3],[11.36363636 13.63636364] ; [3.63636364 4.36363636],0
s3,1,0.317758,0.998153,[13 36] ; [6 9],[14.546875 34.453125] ; [ 4.453125 10.546875],0
u1,1,0.34156,0.904566,[ 1 51] ; [ 1 14],[ 1.55223881 50.44776119] ; [ 0.44776119 14.55223881],0
p4,1,0.352553,0.864246,[14 37] ; [6 9],[15.45454545 35.54545455] ; [ 4.54545455 10.45454545],0
