Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,35.178247,[ 31 210] ; [61 98],[ 55.43 185.57] ; [ 36.57 122.43],1
r3,1,0.022076,5.239779,[204  34] ; [149  11],[211.09045226  26.90954774] ; [141.90954774  18.09045226],0
n5,1,0.023593,5.124333,[151  88] ; [117  41],[161.34005038  77.65994962] ; [106.65994962  51.34005038],0
p12,1,0.023909,5.101205,[  3 237] ; [  8 151],[  6.61654135 233.38345865] ; [  4.38345865 154.61654135],0
v4,1,0.031271,4.637996,[209  31] ; [150  10],[215.4  24.6] ; [143.6  16.4],0
r1,1,0.034734,4.458225,[162  77] ; [124  36],[171.31328321  67.68671679] ; [114.68671679  45.31328321],0
p2,1,0.036828,4.358354,[168  72] ; [127  33],[177.  63.] ; [118.  42.],0
r2,1,0.050722,3.817444,[203  33] ; [146  12],[209.04568528  26.95431472] ; [139.95431472  18.04568528],0
v2,1,0.052947,3.745592,[109 123] ; [90 68],[118.37948718 113.62051282] ; [80.62051282 77.37948718],0
u1,1,0.053856,3.717172,[ 26 215] ; [ 28 132],[ 32.45386534 208.54613466] ; [ 21.54613466 138.45386534],0
d4,1,0.112127,2.523988,[177  63] ; [129  31],[183.6  56.4] ; [122.4  37.6],0
p1,1,0.122137,2.3897,[ 20 220] ; [  7 153],[ 16.2 223.8] ; [ 10.8 149.2],0
p8,1,0.129601,2.297277,[ 99 139] ; [77 79],[106.31472081 131.68527919] ; [69.68527919 86.31472081],0
n4,1,0.131706,2.272281,[160  80] ; [118  42],[166.8  73.2] ; [111.2  48.8],0
b1,1,0.139016,2.188812,[ 99 142] ; [ 54 106],[ 91.95261845 149.04738155] ; [61.04738155 98.95261845],0
n2,1,0.139702,2.181237,[42 29] ; [32 12],[45.68695652 25.31304348] ; [28.31304348 15.68695652],0
d1,1,0.152657,2.045499,[118 123] ; [90 70],[125.0074813 115.9925187] ; [82.9925187 77.0074813],0
u3,1,0.161474,1.960366,[38 48] ; [32 25],[42.0979021 43.9020979] ; [27.9020979 29.0979021],0
u2,1,0.181564,1.784775,[38 47] ; [32 25],[41.90140845 43.09859155] ; [28.09859155 28.90140845],0
a2,1,0.25083,1.318673,[ 43 198] ; [ 36 124],[ 47.47880299 193.52119701] ; [ 31.52119701 128.47880299],0
u4,1,0.341964,0.903056,[  1 240] ; [  2 158],[  1.80299252 239.19700748] ; [  1.19700748 158.80299252],0
b2,1,0.36677,0.814578,[51 87] ; [30 66],[47.76923077 90.23076923] ; [33.23076923 62.76923077],0
b3,1,0.36677,0.814578,[51 87] ; [30 66],[47.76923077 90.23076923] ; [33.23076923 62.76923077],0
b5,1,0.374645,0.788199,[143  98] ; [102  58],[147.24438903  93.75561097] ; [97.75561097 62.24438903],0
v3,1,0.397953,0.714503,[ 70 164] ; [ 53 103],[ 73.8 160.2] ; [ 49.2 106.8],0
p11,1,0.46012,0.545602,[168  73] ; [117  43],[171.28428928  69.71571072] ; [113.71571072  46.28428928],0
a7,1,0.588219,0.293134,[162  76] ; [113  47],[164.44723618  73.55276382] ; [110.55276382  49.44723618],0
a1,1,0.68706,0.162287,[ 10 231] ; [  8 152],[ 10.81795511 230.18204489] ; [  7.18204489 152.81795511],0
a4,1,0.701191,0.147236,[ 98 142] ; [68 91],[ 99.84962406 140.15037594] ; [66.15037594 92.84962406],0
d2,1,0.70196,0.146441,[101 137] ; [71 89],[102.85427136 135.14572864] ; [69.14572864 90.85427136],0
a8,1,0.703344,0.145016,[ 23 194] ; [ 17 126],[ 24.11111111 192.88888889] ; [ 15.88888889 127.11111111],0
n1,1,0.729019,0.120015,[22 49] ; [15 29],[22.84347826 48.15652174] ; [14.15652174 29.84347826],0
s1,1,0.813409,0.055711,[  7 232] ; [  4 154],[  6.62216625 232.37783375] ; [  4.37783375 153.62216625],0
a3,1,0.821476,0.050916,[155  84] ; [102  58],[153.94235589  85.05764411] ; [103.05764411  56.94235589],0
n3,1,0.928573,0.008035,[45 25] ; [28 15],[45.22123894 24.77876106] ; [27.77876106 15.22123894],0
a6,1,0.989323,0.000179,[158  83] ; [105  55],[158.06234414  82.93765586] ; [104.93765586  55.06234414],0
b4,1,0.997148,1.3e-05,[131 110] ; [87 73],[131.01745636 109.98254364] ; [86.98254364 73.01745636],0
