Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,46.511618,[227  63] ; [46 62],[198.91959799  91.08040201] ; [74.08040201 33.91959799],1
d3,1,0.0,38.302743,[228  63] ; [50 58],[202.7518797  88.2481203] ; [75.2481203 32.7518797],1
a2,1,0.0,28.994211,[100 191] ; [  8 100],[ 78.76691729 212.23308271] ; [29.23308271 78.76691729],1
u1,1,1e-05,19.551514,[ 86 205] ; [ 9 99],[ 69.28571429 221.71428571] ; [25.71428571 82.28571429],1
b5,1,0.001015,10.799387,[180 111] ; [47 61],[165.55639098 125.44360902] ; [61.44360902 46.55639098],0
v4,1,0.001502,10.07623,[284   5] ; [99  9],[278.80856423  10.19143577] ; [104.19143577   3.80856423],0
r2,1,0.002691,9.005786,[280   7] ; [97 10],[274.61675127  12.38324873] ; [102.38324873   4.61675127],0
s8,1,0.011862,6.331431,[140 147] ; [68 40],[151.12911392 135.87088608] ; [56.87088608 51.12911392],0
b1,1,0.018011,5.595054,[110 181] ; [55 53],[120.33834586 170.66165414] ; [44.66165414 63.33834586],0
r4,1,0.018229,5.573998,[274  17] ; [94 14],[268.39097744  22.60902256] ; [99.60902256  8.39097744],0
d1,1,0.022343,5.218875,[195  96] ; [59 49],[185.2481203 105.7518797] ; [68.7518797 39.2481203],0
p4,1,0.022868,5.178506,[249  42] ; [82 26],[241.40601504  49.59398496] ; [89.59398496 18.40601504],0
r3,1,0.037181,4.342105,[280   8] ; [100   8],[276.36363636  11.63636364] ; [103.63636364   4.36363636],0
v1,1,0.04331,4.083256,[181 101] ; [55 49],[172.41450777 109.58549223] ; [63.58549223 40.41450777],0
n2,1,0.045273,4.00845,[36  8] ; [11  8],[32.82539683 11.17460317] ; [14.17460317  4.82539683],0
u3,1,0.053198,3.737687,[48 27] ; [10 14],[43.93939394 31.06060606] ; [14.06060606  9.93939394],0
u2,1,0.070353,3.274756,[44 31] ; [ 9 15],[40.15151515 34.84848485] ; [12.84848485 11.15151515],0
b4,1,0.074938,3.171405,[177 114] ; [55 53],[169.20300752 121.79699248] ; [62.79699248 45.20300752],0
v2,1,0.082189,3.021074,[181 102] ; [57 48],[173.59278351 109.40721649] ; [64.40721649 40.59278351],0
p6,1,0.107979,2.58355,[149 137] ; [46 61],[141.90839695 144.09160305] ; [53.09160305 53.90839695],0
s5,1,0.149395,2.078414,[108 170] ; [48 54],[114.12631579 163.87368421] ; [41.87368421 60.12631579],0
s7,1,0.171731,1.867764,[154 116] ; [68 37],[159.84 110.16] ; [62.16 42.84],0
s1,1,0.18026,1.79548,[  8 281] ; [  6 102],[ 10.19143577 278.80856423] ; [  3.80856423 104.19143577],0
r1,1,0.18535,1.754194,[239  50] ; [83 25],[234.40302267  54.59697733] ; [87.59697733 20.40302267],0
s4,1,0.197622,1.659858,[ 45 240] ; [23 85],[ 49.3129771 235.6870229] ; [18.6870229 89.3129771],0
p10,1,0.211598,1.560457,[258  30] ; [91 16],[254.46075949  33.53924051] ; [94.53924051 12.46075949],0
p12,1,0.222974,1.48513,[ 38 253] ; [ 9 96],[ 34.53787879 256.46212121] ; [12.46212121 92.53787879],0
n3,1,0.240444,1.37799,[36  8] ; [13  6],[34.22222222  9.77777778] ; [14.77777778  4.22222222],0
a5,1,0.241075,1.374296,[224  67] ; [89 19],[228.27819549  62.72180451] ; [84.72180451 23.27819549],0
p2,1,0.243308,1.361327,[259  31] ; [91 16],[255.6675063  34.3324937] ; [94.3324937 12.6675063],0
u4,1,0.250353,1.321331,[  7 283] ; [  5 103],[  8.74371859 281.25628141] ; [  3.25628141 104.74371859],0
d4,1,0.32225,0.979793,[246  45] ; [86 21],[242.74371859  48.25628141] ; [89.25628141 17.74371859],0
n4,1,0.345338,0.890512,[248  43] ; [96 12],[250.88721805  40.11278195] ; [93.11278195 14.88721805],0
d5,1,0.364597,0.821998,[250  41] ; [88 19],[247.13065327  43.86934673] ; [90.86934673 16.13065327],0
b3,1,0.445092,0.583119,[ 72 109] ; [35 43],[ 74.77606178 106.22393822] ; [32.22393822 45.77606178],0
b2,1,0.445092,0.583119,[ 72 109] ; [35 43],[ 74.77606178 106.22393822] ; [32.22393822 45.77606178],0
a3,1,0.486589,0.48406,[215  74] ; [84 24],[217.65994962  71.34005038] ; [81.34005038 26.65994962],0
p9,1,0.505682,0.442991,[263  26] ; [95 12],[261.26767677  27.73232323] ; [96.73232323 10.26767677],0
a8,1,0.514819,0.424259,[ 36 219] ; [12 92],[ 34.09470752 220.90529248] ; [13.90529248 90.09470752],0
a4,1,0.551098,0.355354,[144 146] ; [50 58],[141.35678392 148.64321608] ; [52.64321608 55.35678392],0
