Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2.7e-05,17.604344,[25  8] ; [14 35],[15.69512195 17.30487805] ; [23.30487805 25.69512195],1
b1,1,0.005721,7.63603,[20 13] ; [15 35],[13.91566265 19.08433735] ; [21.08433735 28.91566265],0
n4,1,0.014904,5.927787,[27  6] ; [28 22],[21.86746988 11.13253012] ; [33.13253012 16.86746988],0
p5,1,0.039469,4.240569,[ 8 25] ; [ 4 46],[ 4.77108434 28.22891566] ; [ 7.22891566 42.77108434],0
n1,1,0.046547,3.961685,[6 1] ; [ 7 10],[3.79166667 3.20833333] ; [9.20833333 7.79166667],0
s1,1,0.066103,3.377229,[ 5 27] ; [ 2 48],[ 2.73170732 29.26829268] ; [ 4.26829268 45.73170732],0
n5,1,0.096791,2.75764,[25  8] ; [29 21],[21.46987952 11.53012048] ; [32.53012048 17.46987952],0
s4,1,0.126221,2.338379,[ 5 27] ; [15 34],[ 7.90123457 24.09876543] ; [12.09876543 36.90123457],0
p2,1,0.137287,2.208107,[25  8] ; [30 20],[21.86746988 11.13253012] ; [33.13253012 16.86746988],0
b4,1,0.150675,2.065408,[26  7] ; [32 18],[23.06024096  9.93975904] ; [34.93975904 15.06024096],0
p1,1,0.155169,2.020682,[ 7 26] ; [ 5 45],[ 4.77108434 28.22891566] ; [ 7.22891566 42.77108434],0
p9,1,0.20438,1.610795,[28  5] ; [35 13],[25.66666667  7.33333333] ; [37.33333333 10.66666667],0
a2,1,0.240515,1.377572,[ 5 28] ; [13 37],[ 7.15662651 25.84337349] ; [10.84337349 39.15662651],0
a7,1,0.24651,1.342972,[21 12] ; [37 12],[23.34146341  9.65853659] ; [34.65853659 14.34146341],0
a3,1,0.28252,1.154928,[26  7] ; [34 16],[23.85542169  9.14457831] ; [36.14457831 13.85542169],0
b2,1,0.28322,1.151574,[ 6 15] ; [13 17],[ 7.82352941 13.17647059] ; [11.17647059 18.82352941],0
b3,1,0.28322,1.151574,[ 6 15] ; [13 17],[ 7.82352941 13.17647059] ; [11.17647059 18.82352941],0
v3,1,0.292504,1.108059,[ 9 23] ; [19 29],[11.2 20.8] ; [16.8 31.2],0
a8,1,0.304191,1.055729,[ 1 30] ; [ 4 39],[ 2.09459459 28.90540541] ; [ 2.90540541 40.09459459],0
n6,1,0.34819,0.880043,[29  4] ; [40 10],[27.43373494  5.56626506] ; [41.56626506  8.43373494],0
v4,1,0.369548,0.805184,[31  2] ; [44  6],[29.81927711  3.18072289] ; [45.18072289  4.81927711],0
p10,1,0.379566,0.772107,[27  6] ; [36 13],[25.35365854  7.64634146] ; [37.64634146 11.35365854],0
d3,1,0.406209,0.68987,[24  9] ; [32 18],[22.26506024 10.73493976] ; [33.73493976 16.26506024],0
v1,1,0.446013,0.580763,[18 15] ; [23 27],[16.30120482 16.69879518] ; [24.69879518 25.30120482],0
d2,1,0.474047,0.512526,[18 15] ; [30 18],[19.55555556 13.44444444] ; [28.44444444 19.55555556],0
d4,1,0.501971,0.450766,[28  5] ; [44  5],[28.97560976  4.02439024] ; [43.02439024  5.97560976],0
p11,1,0.538899,0.377585,[22 11] ; [30 20],[20.6746988 12.3253012] ; [31.3253012 18.6746988],0
p6,1,0.57468,0.314914,[ 7 26] ; [ 8 41],[ 6.03658537 26.96341463] ; [ 8.96341463 40.03658537],0
p8,1,0.57468,0.314914,[ 7 26] ; [ 8 41],[ 6.03658537 26.96341463] ; [ 8.96341463 40.03658537],0
d1,1,0.607604,0.263679,[21 12] ; [29 21],[19.87951807 13.12048193] ; [30.12048193 19.87951807],0
s8,1,0.6212,0.244184,[13 20] ; [22 27],[14.08536585 18.91463415] ; [20.91463415 28.08536585],0
p12,1,0.622886,0.241832,[ 4 29] ; [ 8 42],[ 4.77108434 28.22891566] ; [ 7.22891566 42.77108434],0
u3,1,0.679109,0.171131,[5 2] ; [10  6],[4.56521739 2.43478261] ; [10.43478261  5.56521739],0
r3,1,0.704892,0.143433,[28  5] ; [43  6],[28.57317073  4.42682927] ; [42.42682927  6.57317073],0
s2,1,0.724955,0.123795,[23 10] ; [33 17],[22.26506024 10.73493976] ; [33.73493976 16.26506024],0
n3,1,0.727943,0.121008,[4 3] ; [11  6],[4.375 2.625] ; [10.625  6.375],0
s6,1,0.734488,0.11503,[28  5] ; [41  9],[27.43373494  5.56626506] ; [41.56626506  8.43373494],0
s7,1,0.785336,0.074186,[16 13] ; [26 24],[15.41772152 13.58227848] ; [26.58227848 23.41772152],0
a5,1,0.788536,0.071938,[24  9] ; [35 15],[23.45783133  9.54216867] ; [35.54216867 14.45783133],0
r1,1,0.83222,0.044883,[23  9] ; [37 13],[23.41463415  8.58536585] ; [36.58536585 13.41463415],0
d5,1,0.837178,0.042232,[27  6] ; [40 10],[26.63855422  6.36144578] ; [40.36144578  9.63855422],0
s3,1,0.863191,0.029692,[20 13] ; [30 18],[20.37037037 12.62962963] ; [29.62962963 18.37037037],0
a6,1,0.880112,0.022749,[21 12] ; [31 19],[20.6746988 12.3253012] ; [31.3253012 18.6746988],0
a4,1,0.892517,0.018257,[16 17] ; [25 25],[16.30120482 16.69879518] ; [24.69879518 25.30120482],0
b5,1,0.899024,0.016102,[22 11] ; [34 16],[22.26506024 10.73493976] ; [33.73493976 16.26506024],0
r4,1,0.917099,0.010834,[28  5] ; [42  8],[27.8313253  5.1686747] ; [42.1686747  7.8313253],0
v2,1,0.959894,0.002529,[16 17] ; [23 25],[15.88888889 17.11111111] ; [23.11111111 24.88888889],0
u2,1,0.968296,0.00158,[4 3] ; [9 7],[3.95652174 3.04347826] ; [9.04347826 6.95652174],0
u1,1,0.983192,0.000444,[ 6 27] ; [ 9 41],[ 5.96385542 27.03614458] ; [ 9.03614458 40.96385542],0
r2,1,0.990939,0.000129,[31  2] ; [47  3],[31.01204819  1.98795181] ; [46.98795181  3.01204819],0
a1,1,0.990939,0.000129,[ 2 31] ; [ 3 47],[ 1.98795181 31.01204819] ; [ 3.01204819 46.98795181],0
