Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,68.979153,[229  42] ; [12 32],[207.33650794  63.66349206] ; [33.66349206 10.33650794],1
r2,1,0.0,45.348122,[253  18] ; [25 18],[239.92993631  31.07006369] ; [38.07006369  4.92993631],1
r3,1,0.0,32.013689,[247  23] ; [26 17],[235.49520767  34.50479233] ; [37.50479233  5.49520767],1
p2,1,1e-06,23.262721,[193  78] ; [15 29],[178.94603175  92.05396825] ; [29.05396825 14.94603175],1
r1,1,4e-06,21.323256,[203  67] ; [18 26],[190.03184713  79.96815287] ; [30.96815287 13.03184713],1
u3,1,5e-06,20.985086,[59 35] ; [ 1 18],[49.91150442 44.08849558] ; [10.08849558  8.91150442],1
p9,1,7e-06,20.259754,[206  60] ; [18 23],[194.08469055  71.91530945] ; [29.91530945 11.08469055],1
p10,1,1e-05,19.551066,[189  79] ; [15 27],[176.36129032  91.63870968] ; [27.63870968 14.36129032],1
n6,1,2.3e-05,17.891988,[214  57] ; [21 22],[202.81847134  68.18152866] ; [32.18152866 10.81847134],1
s6,1,0.00017,14.138689,[150 120] ; [11 33],[138.43949045 131.56050955] ; [22.56050955 21.43949045],1
a1,1,0.000182,14.013062,[  8 263] ; [ 7 37],[ 12.9047619 258.0952381] ; [ 2.0952381 41.9047619],1
p11,1,0.000454,12.294675,[190  81] ; [19 25],[179.80634921  91.19365079] ; [29.19365079 14.80634921],1
b5,1,0.000675,11.557655,[172  99] ; [16 28],[161.73968254 109.26031746] ; [26.26031746 17.73968254],1
s8,1,0.00166,9.891731,[ 95 175] ; [ 5 39],[ 85.98726115 184.01273885] ; [14.01273885 29.98726115],0
u2,1,0.00326,8.65596,[54 39] ; [ 4 15],[48.16071429 44.83928571] ; [9.83928571 9.16071429],0
p4,1,0.004091,8.24297,[117 153] ; [ 9 35],[108.34394904 161.65605096] ; [17.65605096 26.34394904],0
s2,1,0.006642,7.367428,[108 161] ; [ 8 35],[100.01282051 168.98717949] ; [15.98717949 27.01282051],0
v1,1,0.010247,6.591365,[121 139] ; [11 32],[113.26732673 146.73267327] ; [18.73267327 24.26732673],0
s7,1,0.01162,6.367954,[ 98 160] ; [ 7 33],[ 90.90604027 167.09395973] ; [14.09395973 25.90604027],0
p3,1,0.011834,6.335618,[ 87 182] ; [ 6 38],[ 79.92651757 189.07348243] ; [13.07348243 30.92651757],0
s3,1,0.016537,5.74491,[123 145] ; [11 31],[115.84516129 152.15483871] ; [18.15483871 23.84516129],0
a6,1,0.027112,4.883674,[182  89] ; [22 22],[175.5047619  95.4952381] ; [28.4952381 15.5047619],0
a5,1,0.028988,4.768324,[187  84] ; [23 21],[180.66666667  90.33333333] ; [29.33333333 14.66666667],0
a7,1,0.04757,3.925122,[188  82] ; [24 20],[182.29299363  87.70700637] ; [29.70700637 14.29299363],0
p8,1,0.063608,3.440714,[ 72 198] ; [ 6 38],[ 67.07006369 202.92993631] ; [10.92993631 33.07006369],0
d3,1,0.081342,3.03789,[167 104] ; [21 23],[161.73968254 109.26031746] ; [26.26031746 17.73968254],0
n3,1,0.086993,2.92915,[57 29] ; [7 9],[53.96078431 32.03921569] ; [10.03921569  5.96078431],0
d5,1,0.095823,2.773732,[210  61] ; [29 15],[205.61587302  65.38412698] ; [33.38412698 10.61587302],0
v3,1,0.105883,2.614625,[ 89 164] ; [10 34],[ 84.33333333 168.66666667] ; [14.66666667 29.33333333],0
b1,1,0.144347,2.130996,[104 167] ; [22 22],[108.4 162.6] ; [17.6 26.4],0
p6,1,0.163255,1.943814,[ 40 229] ; [ 3 40],[ 37.07371795 231.92628205] ; [ 5.92628205 37.07371795],0
d1,1,0.172837,1.858163,[147 124] ; [19 25],[142.81269841 128.18730159] ; [23.18730159 20.81269841],0
p1,1,0.176368,1.827967,[ 25 245] ; [ 7 37],[ 27.51592357 242.48407643] ; [ 4.48407643 39.51592357],0
u1,1,0.187753,1.735164,[ 38 233] ; [ 3 41],[ 35.27301587 235.72698413] ; [ 5.72698413 38.27301587],0
b4,1,0.19231,1.699829,[163 108] ; [31 13],[166.9015873 104.0984127] ; [27.0984127 16.9015873],0
p5,1,0.226664,1.461675,[ 19 249] ; [ 1 43],[ 17.17948718 250.82051282] ; [ 2.82051282 41.17948718],0
d4,1,0.235725,1.405981,[212  58] ; [31 13],[208.94904459  61.05095541] ; [34.05095541  9.94904459],0
a4,1,0.257969,1.279626,[119 151] ; [15 28],[115.59105431 154.40894569] ; [18.40894569 24.59105431],0
v2,1,0.269295,1.220335,[124 131] ; [17 26],[120.65436242 134.34563758] ; [20.34563758 22.65436242],0
a2,1,0.324375,0.971225,[ 54 217] ; [ 6 38],[ 51.61904762 219.38095238] ; [ 8.38095238 35.61904762],0
a3,1,0.345114,0.891341,[177  93] ; [25 18],[174.24920128  95.75079872] ; [27.75079872 15.24920128],0
n1,1,0.378844,0.774449,[36 51] ; [9 8],[37.64423077 49.35576923] ; [7.35576923 9.64423077],0
n2,1,0.397238,0.716671,[61 27] ; [10  7],[59.5047619 28.4952381] ; [11.4952381  5.5047619],0
p12,1,0.487002,0.483143,[ 20 249] ; [ 2 42],[ 18.90734824 250.09265176] ; [ 3.09265176 40.90734824],0
s5,1,0.48938,0.477889,[ 54 205] ; [ 7 36],[ 52.31456954 206.68543046] ; [ 8.68543046 34.31456954],0
n5,1,0.553456,0.351161,[184  86] ; [28 16],[182.29299363  87.70700637] ; [29.70700637 14.29299363],0
a8,1,0.680834,0.169188,[ 24 226] ; [ 5 38],[ 24.7440273 225.2559727] ; [ 4.2559727 38.7440273],0
n4,1,0.83711,0.042268,[193  78] ; [32 12],[193.57142857  77.42857143] ; [31.42857143 12.57142857],0
d2,1,0.859797,0.031199,[127 141] ; [21 22],[127.53697749 140.46302251] ; [20.46302251 22.53697749],0
b2,1,0.879091,0.023141,[61 92] ; [12 17],[61.36813187 91.63186813] ; [11.63186813 17.36813187],0
b3,1,0.879091,0.023141,[61 92] ; [12 17],[61.36813187 91.63186813] ; [11.63186813 17.36813187],0
u4,1,0.980451,0.0006,[  6 265] ; [ 1 43],[  6.02222222 264.97777778] ; [ 0.97777778 43.02222222],0
s1,1,0.983926,0.000406,[ 12 256] ; [ 2 42],[ 12.02564103 255.97435897] ; [ 1.97435897 42.02564103],0
