Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000276,13.229471,[17 17] ; [91 21],[25.15068493  8.84931507] ; [82.84931507 29.15068493],1
p9,1,0.004358,8.12808,[21 14] ; [93 19],[27.14285714  7.85714286] ; [86.85714286 25.14285714],0
b1,1,0.018533,5.545037,[20 17] ; [37 77],[13.96688742 23.03311258] ; [43.03311258 70.96688742],0
b3,1,0.029835,4.718756,[ 1 19] ; [20 51],[ 4.61538462 15.38461538] ; [16.38461538 54.61538462],0
b2,1,0.029835,4.718756,[ 1 19] ; [20 51],[ 4.61538462 15.38461538] ; [16.38461538 54.61538462],0
a6,1,0.06252,3.469253,[18 19] ; [75 39],[22.78807947 14.21192053] ; [70.21192053 43.78807947],0
b4,1,0.065431,3.394084,[14 23] ; [63 51],[18.86754967 18.13245033] ; [58.13245033 55.86754967],0
p8,1,0.066506,3.367229,[12 24] ; [56 54],[16.76712329 19.23287671] ; [51.23287671 58.76712329],0
p3,1,0.078722,3.091091,[13 24] ; [58 54],[17.63087248 19.36912752] ; [53.36912752 58.63087248],0
r1,1,0.08431,2.979798,[24 12] ; [91 22],[27.7852349  8.2147651] ; [87.2147651 25.7852349],0
n5,1,0.088092,2.908896,[23 13] ; [89 25],[26.88  9.12] ; [85.12 28.88],0
v4,1,0.08825,2.906003,[35  2] ; [112   1],[36.26  0.74] ; [110.74   2.26],0
a8,1,0.132392,2.264225,[ 7 27] ; [11 93],[ 4.43478261 29.56521739] ; [13.56521739 90.43478261],0
n4,1,0.175243,1.837512,[23 13] ; [86 28],[26.16  9.84] ; [82.84 31.16],0
n3,1,0.200825,1.636364,[10  2] ; [23  1],[11.  1.] ; [22.  2.],0
a4,1,0.22772,1.455045,[ 6 30] ; [30 83],[ 8.69798658 27.30201342] ; [27.30201342 85.69798658],0
v2,1,0.230725,1.436384,[13 23] ; [50 55],[16.08510638 19.91489362] ; [46.91489362 58.08510638],0
s3,1,0.246426,1.343455,[22 14] ; [55 55],[18.98630137 17.01369863] ; [58.01369863 51.98630137],0
n1,1,0.2473,1.33849,[ 4 10] ; [11 12],[5.67567568 8.32432432] ; [ 9.32432432 13.67567568],0
n2,1,0.249342,1.326984,[11  3] ; [22  2],[12.15789474  1.84210526] ; [20.84210526  3.15789474],0
p4,1,0.295382,1.094926,[22 15] ; [56 57],[19.24 17.76] ; [58.76 54.24],0
d2,1,0.36338,0.826177,[ 7 30] ; [30 84],[ 9.06622517 27.93377483] ; [27.93377483 86.06622517],0
p2,1,0.41043,0.677553,[26 11] ; [87 26],[27.87333333  9.12666667] ; [85.12666667 27.87333333],0
s8,1,0.412336,0.672055,[16 21] ; [40 72],[13.90604027 23.09395973] ; [42.09395973 69.90604027],0
u2,1,0.427931,0.628433,[ 7 13] ; [24 29],[ 8.49315068 11.50684932] ; [22.50684932 30.49315068],0
s2,1,0.456014,0.555661,[16 21] ; [40 70],[14.0952381 22.9047619] ; [41.9047619 68.0952381],0
a7,1,0.491503,0.473234,[25 11] ; [72 42],[23.28 12.72] ; [73.72 40.28],0
p5,1,0.505018,0.444376,[ 3 33] ; [14 99],[ 4.10738255 31.89261745] ; [ 12.89261745 100.10738255],0
a3,1,0.510419,0.433208,[17 19] ; [61 53],[18.72 17.28] ; [59.28 54.72],0
p1,1,0.51949,0.414905,[ 4 33] ; [17 96],[ 5.18 31.82] ; [15.82 97.18],0
d1,1,0.519823,0.414245,[ 1 36] ; [  6 108],[ 1.71523179 35.28476821] ; [  5.28476821 108.71523179],0
s4,1,0.523705,0.406591,[ 8 29] ; [19 93],[ 6.70469799 30.29530201] ; [20.29530201 91.70469799],0
s7,1,0.59242,0.28658,[16 19] ; [43 63],[14.64539007 20.35460993] ; [44.35460993 61.64539007],0
r3,1,0.607829,0.263349,[35  2] ; [110   4],[35.52980132  1.47019868] ; [109.47019868   4.52980132],0
r2,1,0.648791,0.207428,[36  1] ; [109   5],[35.52980132  1.47019868] ; [109.47019868   4.52980132],0
u3,1,0.65055,0.205208,[11  9] ; [26 27],[10.1369863  9.8630137] ; [26.8630137 26.1369863],0
n6,1,0.656324,0.198019,[30  7] ; [96 18],[30.87417219  6.12582781] ; [95.12582781 18.87417219],0
