Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000276,13.229471,[17 17] ; [91 21],[25.15068493  8.84931507] ; [82.84931507 29.15068493],1
b5,1,0.714991,0.133343,[23 14] ; [67 47],[22.05298013 14.94701987] ; [67.94701987 46.05298013],0
a5,1,0.752181,0.099707,[20 17] ; [65 49],[20.82781457 16.17218543] ; [64.17218543 49.82781457],0
p6,1,0.768337,0.08676,[10 26] ; [34 78],[10.7027027 25.2972973] ; [33.2972973 78.7027027],0
d3,1,0.773741,0.082648,[11 25] ; [32 82],[10.32 25.68] ; [32.68 81.32],0
a2,1,0.77885,0.078858,[ 3 34] ; [ 11 103],[ 3.43046358 33.56953642] ; [ 10.56953642 103.43046358],0
v3,1,0.802848,0.062332,[12 23] ; [41 71],[12.61904762 22.38095238] ; [40.38095238 71.61904762],0
v1,1,0.813771,0.05549,[17 20] ; [53 57],[17.61904762 19.38095238] ; [52.38095238 57.61904762],0
s5,1,0.818387,0.052725,[ 8 27] ; [27 82],[ 8.50694444 26.49305556] ; [26.49305556 82.50694444],0
d5,1,0.854329,0.033708,[18 18] ; [55 59],[17.52 18.48] ; [55.48 58.52],0
p7,1,0.860545,0.030863,[22 14] ; [66 45],[21.55102041 14.44897959] ; [66.44897959 44.55102041],0
s6,1,0.923596,0.009198,[21 14] ; [67 43],[21.24137931 13.75862069] ; [66.75862069 43.24137931],0
s1,1,0.981558,0.000534,[ 2 34] ; [  6 104],[ 1.97260274 34.02739726] ; [  6.02739726 103.97260274],0
