Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,36.355604,[33 52] ; [94 23],[53.44059406 31.55940594] ; [73.55940594 43.44059406],1
a4,1,0.001558,10.008724,[21 64] ; [54 62],[31.71641791 53.28358209] ; [43.28358209 72.71641791],0
a5,1,0.001615,9.942568,[37 48] ; [77 40],[47.97029703 37.02970297] ; [66.02970297 50.97029703],0
n6,1,0.002327,9.272028,[48 37] ; [89 27],[57.93532338 27.06467662] ; [79.06467662 36.93532338],0
d2,1,0.014028,6.034554,[27 58] ; [56 58],[35.45226131 49.54773869] ; [47.54773869 66.45226131],0
a2,1,0.016845,5.71242,[ 7 78] ; [24 93],[13.04455446 71.95544554] ; [17.95544554 99.04455446],0
v3,1,0.01722,5.673826,[11 68] ; [33 83],[17.82564103 61.17435897] ; [26.17435897 89.82564103],0
p10,1,0.020424,5.375247,[40 43] ; [75 41],[47.96482412 35.03517588] ; [67.03517588 48.96482412],0
s8,1,0.035499,4.421012,[ 6 79] ; [20 97],[10.94059406 74.05940594] ; [ 15.05940594 101.94059406],0
a1,1,0.054201,3.706496,[ 1 84] ; [  8 109],[ 3.78712871 81.21287129] ; [  5.21287129 111.78712871],0
u1,1,0.071821,3.240902,[ 3 82] ; [ 12 105],[ 6.31188119 78.68811881] ; [  8.68811881 108.31188119],0
r3,1,0.078779,3.089919,[73 12] ; [88 28],[68.08457711 16.91542289] ; [92.91542289 23.08457711],0
a8,1,0.084214,2.981633,[ 4 77] ; [13 93],[ 7.36363636 73.63636364] ; [ 9.63636364 96.36363636],0
n1,1,0.100746,2.693691,[ 7 23] ; [18 25],[10.2739726 19.7260274] ; [14.7260274 28.2739726],0
u3,1,0.104221,2.639731,[17 19] ; [13 31],[13.5 22.5] ; [16.5 27.5],0
p9,1,0.115687,2.474758,[46 38] ; [75 39],[51.33333333 32.66666667] ; [69.66666667 44.33333333],0
a6,1,0.139732,2.180913,[48 37] ; [78 39],[53.01980198 31.98019802] ; [72.98019802 44.01980198],0
p1,1,0.162557,1.950276,[ 4 79] ; [ 12 105],[ 6.64 76.36] ; [  9.36 107.64],0
n2,1,0.17484,1.840951,[15 14] ; [31 15],[17.78666667 11.21333333] ; [28.21333333 17.78666667],0
s2,1,0.218984,1.511014,[10 75] ; [21 95],[13.10945274 71.89054726] ; [17.89054726 98.10945274],0
d1,1,0.237219,1.397044,[35 50] ; [58 59],[39.13366337 45.86633663] ; [53.86633663 63.13366337],0
s3,1,0.286091,1.137925,[17 65] ; [32 85],[20.19095477 61.80904523] ; [28.80904523 88.19095477],0
p2,1,0.300315,1.072797,[56 28] ; [69 47],[52.5 31.5] ; [72.5 43.5],0
b5,1,0.309821,1.03144,[49 36] ; [59 58],[45.44554455 39.55445545] ; [62.55445545 54.44554455],0
