Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,41.62428,[94  5] ; [14 17],[82.24615385 16.75384615] ; [25.75384615  5.24615385],1
n6,1,0.0,34.842906,[93  6] ; [15 16],[82.24615385 16.75384615] ; [25.75384615  5.24615385],1
p10,1,1e-06,25.093004,[88 10] ; [15 16],[78.24806202 19.75193798] ; [24.75193798  6.24806202],1
p9,1,2e-06,22.789149,[90  8] ; [17 14],[81.28682171 16.71317829] ; [25.71317829  5.28682171],1
p11,1,1.4e-05,18.868432,[87 12] ; [16 15],[78.43846154 20.56153846] ; [24.56153846  6.43846154],1
s8,1,0.00293,8.850363,[65 34] ; [11 20],[57.87692308 41.12307692] ; [18.12307692 12.87692308],0
p5,1,0.01223,6.277202,[23 76] ; [ 1 30],[18.27692308 80.72307692] ; [ 5.72307692 25.27692308],0
p2,1,0.016039,5.798556,[85 13] ; [21 10],[80.52713178 17.47286822] ; [25.47286822  5.52713178],0
d5,1,0.046615,3.959229,[80 18] ; [20 11],[75.96899225 22.03100775] ; [24.03100775  6.96899225],0
b4,1,0.060811,3.515139,[48 51] ; [21 10],[52.54615385 46.45384615] ; [16.45384615 14.54615385],0
v1,1,0.063059,3.455058,[55 40] ; [12 19],[50.51587302 44.48412698] ; [16.48412698 14.51587302],0
v3,1,0.064781,3.410555,[49 48] ; [ 9 20],[44.65079365 52.34920635] ; [13.34920635 15.65079365],0
a3,1,0.068328,3.322748,[77 22] ; [19 12],[73.10769231 25.89230769] ; [22.89230769  8.10769231],0
p4,1,0.09,2.874366,[76 23] ; [19 12],[72.34615385 26.65384615] ; [22.65384615  8.34615385],0
s4,1,0.107452,2.591306,[21 78] ; [11 20],[24.36923077 74.63076923] ; [ 7.63076923 23.36923077],0
a8,1,0.107645,2.588455,[13 82] ; [ 1 30],[10.55555556 84.44444444] ; [ 3.44444444 27.55555556],0
s7,1,0.124112,2.364652,[64 33] ; [14 14],[60.528 36.472] ; [17.472 10.528],0
r1,1,0.138725,2.192046,[77 22] ; [20 11],[73.86923077 25.13076923] ; [23.13076923  7.86923077],0
r4,1,0.150264,2.069569,[87 12] ; [24  7],[84.53076923 14.46923077] ; [26.46923077  4.53076923],0
b5,1,0.157526,1.997819,[40 59] ; [17 14],[43.40769231 55.59230769] ; [13.59230769 17.40769231],0
r3,1,0.21215,1.556696,[93  6] ; [27  4],[91.38461538  7.61538462] ; [28.61538462  2.38461538],0
v2,1,0.215566,1.533645,[52 43] ; [13 18],[49.00793651 45.99206349] ; [15.99206349 15.00793651],0
u2,1,0.236329,1.402357,[10 12] ; [8 4],[11.64705882 10.35294118] ; [6.35294118 5.64705882],0
p1,1,0.243434,1.360595,[11 87] ; [ 6 25],[12.91472868 85.08527132] ; [ 4.08527132 26.91472868],0
b3,1,0.255458,1.293204,[35 39] ; [ 7 14],[32.71578947 41.28421053] ; [ 9.28421053 11.71578947],0
b2,1,0.255458,1.293204,[35 39] ; [ 7 14],[32.71578947 41.28421053] ; [ 9.28421053 11.71578947],0
v4,1,0.269963,1.216937,[90  9] ; [26  5],[88.33846154 10.66153846] ; [27.66153846  3.33846154],0
r2,1,0.278541,1.174197,[89  9] ; [26  5],[87.36434109 10.63565891] ; [27.63565891  3.36434109],0
a4,1,0.282269,1.156135,[46 53] ; [11 20],[43.40769231 55.59230769] ; [13.59230769 17.40769231],0
u3,1,0.33068,0.946233,[ 9 13] ; [7 5],[10.35294118 11.64705882] ; [5.64705882 6.35294118],0
u1,1,0.352745,0.863557,[ 8 91] ; [ 1 30],[ 6.85384615 92.14615385] ; [ 2.14615385 28.85384615],0
s6,1,0.376212,0.783042,[72 23] ; [21 10],[70.11904762 24.88095238] ; [22.88095238  8.11904762],0
d2,1,0.386251,0.750713,[53 45] ; [14 17],[50.89922481 47.10077519] ; [16.10077519 14.89922481],0
p8,1,0.423989,0.639232,[64 33] ; [18 13],[62.140625 34.859375] ; [19.859375 11.140625],0
d3,1,0.424776,0.637065,[43 56] ; [16 15],[44.93076923 54.06923077] ; [14.06923077 16.93076923],0
p7,1,0.461443,0.542393,[73 25] ; [21 10],[71.41085271 26.58914729] ; [22.58914729  8.41085271],0
a1,1,0.488761,0.479253,[ 6 93] ; [ 3 28],[ 6.85384615 92.14615385] ; [ 2.14615385 28.85384615],0
a5,1,0.507713,0.438778,[79 20] ; [23  8],[77.67692308 21.32307692] ; [24.32307692  6.67692308],0
d4,1,0.599332,0.276004,[78 20] ; [26  5],[79.00775194 18.99224806] ; [24.99224806  6.00775194],0
d1,1,0.616499,0.250819,[53 46] ; [15 16],[51.78461538 47.21538462] ; [16.21538462 14.78461538],0
a6,1,0.64218,0.215903,[43 56] ; [12 19],[41.88461538 57.11538462] ; [13.11538462 17.88461538],0
n1,1,0.68017,0.169935,[8 9] ; [5 4],[8.5 8.5] ; [4.5 4.5],0
s2,1,0.700406,0.148049,[55 44] ; [16 15],[54.06923077 44.93076923] ; [16.93076923 14.06923077],0
s1,1,0.762952,0.090966,[ 5 94] ; [ 2 29],[ 5.33076923 93.66923077] ; [ 1.66923077 29.33076923],0
a2,1,0.766416,0.088248,[ 8 91] ; [ 2 29],[ 7.61538462 91.38461538] ; [ 2.38461538 28.61538462],0
