Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,176.431026,[541  65] ; [59 88],[482.8685259 123.1314741] ; [117.1314741  29.8685259],1
s7,1,0.0,25.360459,[320 259] ; [45 97],[293.11373093 285.88626907] ; [71.88626907 70.11373093],1
a4,1,3e-06,21.542165,[301 303] ; [ 42 105],[275.86151798 328.13848202] ; [67.13848202 79.86151798],1
p4,1,7e-06,20.329528,[392 210] ; [66 81],[368.11214953 233.88785047] ; [89.88785047 57.11214953],1
a5,1,8e-06,19.980642,[469 138] ; [87 60],[447.60212202 159.39787798] ; [108.39787798  38.60212202],1
p3,1,9e-06,19.765056,[333 271] ; [51 96],[308.83621838 295.16378162] ; [75.16378162 71.83621838],1
s8,1,3.7e-05,17.029809,[296 307] ; [ 44 102],[273.72496662 329.27503338] ; [66.27503338 79.72496662],1
p6,1,7.7e-05,15.62764,[249 348] ; [ 35 111],[228.19380888 368.80619112] ; [55.80619112 90.19380888],1
v3,1,0.000123,14.748737,[264 327] ; [ 38 103],[243.82786885 347.17213115] ; [58.17213115 82.82786885],1
r1,1,0.000125,14.720293,[505 101] ; [102  45],[488.50199203 117.49800797] ; [118.49800797  28.50199203],1
d1,1,0.000205,13.783671,[383 225] ; [68 79],[363.18940397 244.81059603] ; [87.81059603 59.18940397],1
v1,1,0.000226,13.600108,[342 251] ; [58 85],[322.2826087 270.7173913] ; [77.7173913 65.2826087],1
u1,1,0.000233,13.544755,[130 478] ; [ 12 135],[114.35231788 493.64768212] ; [ 27.64768212 119.35231788],1
p11,1,0.000357,12.742199,[505 103] ; [103  44],[489.62119205 118.37880795] ; [118.37880795  28.62119205],1
a3,1,0.000471,12.228161,[448 156] ; [87 59],[430.85333333 173.14666667] ; [104.14666667  41.85333333],1
r2,1,0.000502,12.109529,[585  16] ; [134  13],[577.69919786  23.30080214] ; [141.30080214   5.69919786],1
p10,1,0.00053,12.008383,[512  89] ; [106  39],[497.87935657 103.12064343] ; [120.12064343  24.87935657],1
r4,1,0.000571,11.86682,[572  36] ; [126  21],[562.09801325  45.90198675] ; [135.90198675  11.09801325],1
d2,1,0.000576,11.851603,[318 287] ; [54 93],[299.28191489 305.71808511] ; [72.71808511 74.28191489],1
d5,1,0.000614,11.734314,[504 103] ; [103  43],[489.30810093 117.69189907] ; [117.69189907  28.30810093],1
a2,1,0.000704,11.477903,[164 444] ; [ 20 127],[148.17483444 459.82516556] ; [ 35.82516556 111.17483444],1
s4,1,0.001015,10.799603,[ 90 507] ; [ 39 108],[103.51209677 493.48790323] ; [ 25.48790323 121.51209677],0
n1,1,0.001846,9.696709,[50 59] ; [13 47],[40.63313609 68.36686391] ; [22.36686391 37.63313609],0
s3,1,0.002381,9.230003,[345 252] ; [64 82],[328.63122476 268.36877524] ; [80.36877524 65.63122476],0
p8,1,0.002508,9.134616,[337 257] ; [63 84],[320.64777328 273.35222672] ; [79.35222672 67.64777328],0
a8,1,0.003185,8.698219,[ 84 462] ; [  8 130],[ 73.43859649 472.56140351] ; [ 18.56140351 119.43859649],0
p5,1,0.004159,8.212952,[ 85 516] ; [  8 139],[ 74.72326203 526.27673797] ; [ 18.27673797 128.72326203],0
n3,1,0.011846,6.33383,[86 24] ; [36 24],[78.94117647 31.05882353] ; [43.05882353 16.94117647],0
s6,1,0.014338,5.996091,[419 175] ; [87 58],[406.71718539 187.28281461] ; [99.28281461 45.71718539],0
s2,1,0.014453,5.981958,[323 278] ; [62 84],[309.7523427 291.2476573] ; [75.2476573 70.7523427],0
p2,1,0.017881,5.607801,[516  88] ; [113  33],[506.55466667  97.44533333] ; [122.44533333  23.55466667],0
p9,1,0.02262,5.197474,[522  77] ; [114  29],[513.42857143  85.57142857] ; [122.57142857  20.42857143],0
p1,1,0.025797,4.9696,[ 60 544] ; [  6 140],[ 53.152 550.848] ; [ 12.848 133.152],0
