Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,176.431026,[541  65] ; [59 88],[482.8685259 123.1314741] ; [117.1314741  29.8685259],1
a6,1,0.034756,4.457133,[418 188] ; [88 59],[407.21912351 198.78087649] ; [98.78087649 48.21912351],0
p12,1,0.035287,4.431244,[ 57 546] ; [  6 141],[ 50.652 552.348] ; [ 12.348 134.652],0
p7,1,0.040921,4.179267,[391 201] ; [82 62],[380.45652174 211.54347826] ; [92.54347826 51.45652174],0
v2,1,0.071782,3.241804,[340 246] ; [70 71],[330.48143054 255.51856946] ; [79.51856946 61.48143054],0
b1,1,0.073956,3.192962,[230 378] ; [ 44 103],[220.65165563 387.34834437] ; [53.34834437 93.65165563],0
d4,1,0.076481,3.138131,[503 102] ; [113  34],[495.58510638 109.41489362] ; [120.41489362  26.58510638],0
b2,1,0.159958,1.974622,[158 233] ; [21 46],[152.81441048 238.18558952] ; [26.18558952 40.81441048],0
b3,1,0.159958,1.974622,[158 233] ; [21 46],[152.81441048 238.18558952] ; [26.18558952 40.81441048],0
a1,1,0.172546,1.86068,[ 33 575] ; [  4 143],[ 29.79602649 578.20397351] ; [  7.20397351 139.79602649],0
u4,1,0.364667,0.821756,[ 16 592] ; [  2 145],[ 14.49536424 593.50463576] ; [  3.50463576 143.49536424],0
s1,1,0.36705,0.813628,[ 21 578] ; [  3 144],[ 19.27077748 579.72922252] ; [  4.72922252 142.27077748],0
b5,1,0.367838,0.810956,[360 248] ; [93 54],[364.8 243.2] ; [88.2 58.8],0
s5,1,0.380174,0.770138,[210 372] ; [46 97],[205.5062069 376.4937931] ; [50.4937931 92.5062069],0
r3,1,0.546297,0.363992,[580  26] ; [139   8],[578.6374502  27.3625498] ; [140.3625498   6.6374502],0
d3,1,0.573433,0.316972,[422 185] ; [98 48],[419.17662683 187.82337317] ; [100.82337317  45.17662683],0
u2,1,0.598631,0.277065,[84 74] ; [29 30],[82.2764977 75.7235023] ; [30.7235023 28.2764977],0
u3,1,0.640714,0.217809,[86 73] ; [34 25],[87.52293578 71.47706422] ; [32.47706422 26.52293578],0
a7,1,0.70124,0.147185,[438 167] ; [108  38],[439.85352863 165.14647137] ; [106.14647137  39.85352863],0
b4,1,0.921959,0.009597,[353 255] ; [86 61],[353.52582781 254.47417219] ; [85.47417219 61.52582781],0
n2,1,0.977389,0.000803,[83 28] ; [44 15],[82.92352941 28.07647059] ; [44.07647059 14.92352941],0
