Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,52.46378,[52  7] ; [17 53],[31.55813953 27.44186047] ; [37.44186047 32.55813953],1
d2,1,0.0,50.0204,[48 10] ; [14 56],[28.09375 29.90625] ; [33.90625 36.09375],1
d4,1,0.0,38.155808,[56  2] ; [32 38],[39.875 18.125] ; [48.125 21.875],1
d5,1,0.0,29.834001,[55  4] ; [34 36],[40.70542636 18.29457364] ; [48.29457364 21.70542636],1
a5,1,9e-06,19.80779,[45 14] ; [26 44],[32.47286822 26.52713178] ; [38.52713178 31.47286822],1
a4,1,0.0001,15.144053,[31 27] ; [14 55],[20.5511811 37.4488189] ; [24.4488189 44.5511811],1
a2,1,0.000126,14.702868,[17 42] ; [ 3 67],[ 9.14728682 49.85271318] ; [10.85271318 59.14728682],1
u1,1,0.00034,12.83677,[14 45] ; [ 2 68],[ 7.31782946 51.68217054] ; [ 8.68217054 61.31782946],1
a3,1,0.001072,10.699431,[41 18] ; [28 41],[31.8046875 27.1953125] ; [37.1953125 31.8046875],0
r2,1,0.017016,5.69476,[52  6] ; [51 19],[46.671875 11.328125] ; [56.328125 13.671875],0
n3,1,0.032688,4.562069,[10 15] ; [20  9],[13.88888889 11.11111111] ; [16.11111111 12.88888889],0
a7,1,0.037198,4.341334,[41 18] ; [36 34],[35.21705426 23.78294574] ; [41.78294574 28.21705426],0
p8,1,0.052959,3.74521,[23 36] ; [16 53],[17.9765625 41.0234375] ; [21.0234375 47.9765625],0
r3,1,0.071071,3.25812,[50  9] ; [50 20],[45.73643411 13.26356589] ; [54.26356589 15.73643411],0
s6,1,0.071835,3.24058,[28 31] ; [22 47],[23.046875 35.953125] ; [26.953125 42.046875],0
p7,1,0.115513,2.477129,[23 36] ; [37 33],[27.44186047 31.55813953] ; [32.55813953 37.44186047],0
a6,1,0.137579,2.204829,[38 21] ; [36 34],[33.84496124 25.15503876] ; [40.15503876 29.84496124],0
u3,1,0.14205,2.155612,[11  7] ; [17 25],[8.4 9.6] ; [19.6 22.4],0
r4,1,0.148309,2.089555,[41 18] ; [40 30],[37.04651163 21.95348837] ; [43.95348837 26.04651163],0
r1,1,0.18416,1.763729,[42 17] ; [42 28],[38.41860465 20.58139535] ; [45.58139535 24.41860465],0
p6,1,0.184751,1.758984,[10 47] ; [19 50],[13.11904762 43.88095238] ; [15.88095238 53.11904762],0
p4,1,0.265319,1.240791,[25 34] ; [23 47],[21.95348837 37.04651163] ; [26.04651163 43.95348837],0
u2,1,0.266009,1.237211,[10  7] ; [18 24],[8.06779661 8.93220339] ; [19.93220339 22.06779661],0
s8,1,0.266574,1.234294,[12 47] ; [ 9 60],[ 9.6796875 49.3203125] ; [11.3203125 57.6796875],0
s1,1,0.287618,1.130736,[ 3 56] ; [ 7 62],[ 4.609375 54.390625] ; [ 5.390625 63.609375],0
s2,1,0.288535,1.126446,[19 39] ; [17 53],[16.3125 41.6875] ; [19.6875 50.3125],0
b1,1,0.351582,0.867738,[36 23] ; [37 33],[33.3875969 25.6124031] ; [39.6124031 30.3875969],0
a8,1,0.367933,0.810635,[ 2 52] ; [ 5 61],[ 3.15 50.85] ; [ 3.85 62.15],0
p1,1,0.371592,0.798335,[ 7 52] ; [ 5 64],[ 5.53125 53.46875] ; [ 6.46875 62.53125],0
s4,1,0.376988,0.7805,[ 8 49] ; [14 56],[ 9.87401575 47.12598425] ; [12.12598425 57.87401575],0
s5,1,0.402811,0.699919,[12 47] ; [10 58],[10.22047244 48.77952756] ; [11.77952756 56.22047244],0
v2,1,0.428553,0.626743,[20 38] ; [19 49],[17.95238095 40.04761905] ; [21.04761905 46.95238095],0
n6,1,0.444257,0.585262,[37 21] ; [40 30],[34.890625 23.109375] ; [42.109375 27.890625],0
n1,1,0.451533,0.566801,[ 8 19] ; [11 17],[ 9.32727273 17.67272727] ; [ 9.67272727 18.32727273],0
n2,1,0.521503,0.41092,[13 13] ; [17 12],[14.18181818 11.81818182] ; [15.81818182 13.18181818],0
b4,1,0.543064,0.36989,[36 23] ; [39 31],[34.30232558 24.69767442] ; [40.69767442 29.30232558],0
s7,1,0.571671,0.319894,[15 41] ; [15 52],[13.65853659 42.34146341] ; [16.34146341 50.65853659],0
n5,1,0.587437,0.294365,[34 25] ; [37 33],[32.47286822 26.52713178] ; [38.52713178 31.47286822],0
v4,1,0.597521,0.278751,[46 12] ; [52 17],[44.75590551 13.24409449] ; [53.24409449 15.75590551],0
b5,1,0.631319,0.230276,[32 27] ; [35 35],[30.64341085 28.35658915] ; [36.35658915 33.64341085],0
n4,1,0.679775,0.17038,[35 24] ; [39 31],[33.84496124 25.15503876] ; [40.15503876 29.84496124],0
p2,1,0.703418,0.144941,[34 25] ; [38 32],[32.93023256 26.06976744] ; [39.06976744 30.93023256],0
v1,1,0.713337,0.134967,[16 43] ; [17 53],[15.09302326 43.90697674] ; [17.90697674 52.09302326],0
p3,1,0.765522,0.088946,[16 41] ; [18 52],[15.25984252 41.74015748] ; [18.74015748 51.25984252],0
s3,1,0.83733,0.042152,[25 34] ; [28 41],[24.4296875 34.5703125] ; [28.5703125 40.4296875],0
p10,1,0.876397,0.024192,[13 46] ; [16 53],[13.3671875 45.6328125] ; [15.6328125 53.3671875],0
p11,1,0.923596,0.009198,[29 30] ; [35 35],[29.27131783 29.72868217] ; [34.72868217 35.27131783],0
a1,1,0.935706,0.006507,[ 4 55] ; [ 5 65],[ 4.11627907 54.88372093] ; [ 4.88372093 65.11627907],0
b2,1,1.0,0.0,[13 27] ; [13 27],[13. 27.] ; [13. 27.],0
