Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1.8e-05,18.385888,[23 18] ; [17 73],[12.51908397 28.48091603] ; [27.48091603 62.51908397],1
s7,1,0.000177,14.062214,[16 25] ; [ 9 76],[ 8.13492063 32.86507937] ; [16.86507937 68.13492063],1
p2,1,0.000201,13.823403,[31 10] ; [37 54],[21.12121212 19.87878788] ; [46.87878788 44.12121212],1
s6,1,0.000343,12.818595,[23 18] ; [22 69],[13.97727273 27.02272727] ; [31.02272727 59.97727273],1
u3,1,0.000597,11.785714,[14  6] ; [ 8 27],[ 8. 12.] ; [14. 21.],1
r4,1,0.001383,10.227681,[33  8] ; [47 45],[24.66165414 16.33834586] ; [55.33834586 36.66165414],0
p6,1,0.001757,9.787346,[14 27] ; [10 79],[ 7.56923077 33.43076923] ; [16.43076923 72.56923077],0
p8,1,0.002902,8.868071,[18 22] ; [18 73],[10.99236641 29.00763359] ; [25.00763359 65.99236641],0
p5,1,0.004285,8.158976,[ 5 35] ; [ 1 89],[ 1.84615385 38.15384615] ; [ 4.15384615 85.84615385],0
p7,1,0.005142,7.828938,[24 17] ; [29 60],[16.71538462 24.28461538] ; [36.28461538 52.71538462],0
r3,1,0.00619,7.494229,[35  6] ; [56 35],[28.26515152 12.73484848] ; [62.73484848 28.26515152],0
n6,1,0.040089,4.214121,[29 12] ; [47 44],[23.60606061 17.39393939] ; [52.39393939 38.60606061],0
r1,1,0.055191,3.676305,[30 11] ; [50 40],[25.03816794 15.96183206] ; [54.96183206 35.03816794],0
s8,1,0.061689,3.491374,[ 9 32] ; [ 9 82],[ 5.59090909 35.40909091] ; [12.40909091 78.59090909],0
p9,1,0.169733,1.885302,[22 19] ; [35 51],[18.4015748 22.5984252] ; [38.5984252 47.4015748],0
s4,1,0.178475,1.810276,[ 8 33] ; [10 82],[ 5.54887218 35.45112782] ; [12.45112782 79.54887218],0
v1,1,0.18351,1.768963,[17 24] ; [27 64],[13.66666667 27.33333333] ; [30.33333333 60.66666667],0
a6,1,0.18611,1.748146,[19 22] ; [54 38],[22.5037594 18.4962406] ; [50.4962406 41.5037594],0
b3,1,0.203715,1.615536,[ 6 19] ; [19 30],[ 8.44594595 16.55405405] ; [16.55405405 32.44594595],0
b2,1,0.203715,1.615536,[ 6 19] ; [19 30],[ 8.44594595 16.55405405] ; [16.55405405 32.44594595],0
a3,1,0.214809,1.538716,[21 19] ; [57 32],[24.18604651 15.81395349] ; [53.81395349 35.18604651],0
s3,1,0.246198,1.344748,[13 28] ; [20 70],[10.32824427 30.67175573] ; [22.67175573 67.32824427],0
