Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000366,12.696101,[7 2] ; [ 8 35],[2.59615385 6.40384615] ; [12.40384615 30.59615385],1
s8,1,0.002747,8.968459,[4 5] ; [ 3 40],[1.21153846 7.78846154] ; [ 5.78846154 37.21153846],0
s1,1,0.002747,8.968459,[4 5] ; [ 3 40],[1.21153846 7.78846154] ; [ 5.78846154 37.21153846],0
p6,1,0.003652,8.449252,[4 5] ; [ 3 38],[1.26 7.74] ; [ 5.74 35.26],0
p4,1,0.005886,7.584831,[6 3] ; [ 9 34],[2.59615385 6.40384615] ; [12.40384615 30.59615385],0
p3,1,0.033206,4.535136,[5 4] ; [ 9 34],[2.42307692 6.57692308] ; [11.57692308 31.42307692],0
v3,1,0.034808,4.454583,[4 5] ; [ 6 37],[1.73076923 7.26923077] ; [ 8.26923077 34.73076923],0
p5,1,0.072036,3.236003,[2 7] ; [ 2 41],[0.69230769 8.30769231] ; [ 3.30769231 39.69230769],0
s2,1,0.083206,3.00113,[4 4] ; [ 9 34],[2.03921569 5.96078431] ; [10.96078431 32.03921569],0
v1,1,0.084901,2.968495,[5 4] ; [11 31],[2.82352941 6.17647059] ; [13.17647059 28.82352941],0
n4,1,0.107847,2.585491,[4 5] ; [31 12],[6.05769231 2.94230769] ; [28.94230769 14.05769231],0
p11,1,0.136146,2.220983,[6 3] ; [17 26],[3.98076923 5.01923077] ; [19.01923077 23.98076923],0
u2,1,0.150164,2.070588,[2 2] ; [ 3 15],[0.90909091 3.09090909] ; [ 4.09090909 13.90909091],0
r3,1,0.151872,2.05335,[6 3] ; [17 25],[4.05882353 4.94117647] ; [18.94117647 23.05882353],0
p12,1,0.212652,1.553282,[1 8] ; [ 1 42],[0.34615385 8.65384615] ; [ 1.65384615 41.34615385],0
d5,1,0.219643,1.506701,[3 6] ; [24 19],[4.67307692 4.32692308] ; [22.32692308 20.67307692],0
b1,1,0.219643,1.506701,[3 6] ; [24 19],[4.67307692 4.32692308] ; [22.32692308 20.67307692],0
u3,1,0.221099,1.497222,[1 3] ; [ 1 17],[0.36363636 3.63636364] ; [ 1.63636364 16.36363636],0
b4,1,0.246388,1.343669,[4 5] ; [28 15],[5.53846154 3.46153846] ; [26.46153846 16.53846154],0
b5,1,0.27147,1.209302,[6 3] ; [20 23],[4.5 4.5] ; [21.5 21.5],0
n3,1,0.27976,1.168254,[3 2] ; [ 6 12],[1.95652174 3.04347826] ; [ 7.04347826 10.95652174],0
a7,1,0.307713,1.040466,[5 4] ; [16 27],[3.63461538 5.36538462] ; [17.36538462 25.63461538],0
n2,1,0.35002,0.873383,[3 2] ; [ 7 12],[2.08333333 2.91666667] ; [ 7.91666667 11.08333333],0
n1,1,0.363646,0.825263,[1 4] ; [ 8 11],[1.875 3.125] ; [ 7.125 11.875],0
a4,1,0.365853,0.817701,[2 7] ; [16 26],[3.17647059 5.82352941] ; [14.82352941 27.17647059],0
d1,1,0.390116,0.738579,[2 7] ; [16 27],[3.11538462 5.88461538] ; [14.88461538 28.11538462],0
d2,1,0.407159,0.68708,[5 4] ; [17 25],[3.88235294 5.11764706] ; [18.11764706 23.88235294],0
n5,1,0.408512,0.683126,[5 4] ; [30 13],[6.05769231 2.94230769] ; [28.94230769 14.05769231],0
p2,1,0.435866,0.607143,[4 5] ; [13 29],[3. 6.] ; [14. 28.],0
s7,1,0.505499,0.443373,[1 7] ; [ 9 30],[1.70212766 6.29787234] ; [ 8.29787234 30.70212766],0
s6,1,0.525492,0.403101,[3 6] ; [10 33],[2.25 6.75] ; [10.75 32.25],0
p10,1,0.528733,0.396825,[4 4] ; [16 26],[3.2 4.8] ; [16.8 25.2],0
v2,1,0.551879,0.353962,[3 6] ; [10 32],[2.29411765 6.70588235] ; [10.70588235 31.29411765],0
