Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,41.9556,[22 44] ; [100  24],[42.37894737 23.62105263] ; [79.62105263 44.37894737],1
s2,1,0.0,37.562855,[22 44] ; [98 27],[41.46596859 24.53403141] ; [78.53403141 46.46596859],1
a3,1,2.5e-05,17.800448,[38 29] ; [104  19],[50.07368421 16.92631579] ; [91.92631579 31.07368421],1
s6,1,5e-05,16.44751,[39 25] ; [106  16],[49.89247312 14.10752688] ; [95.10752688 26.89247312],1
s3,1,9.6e-05,15.205172,[28 39] ; [87 36],[40.55263158 26.44736842] ; [74.44736842 48.55263158],1
s5,1,0.000298,13.081297,[20 44] ; [70 48],[31.64835165 32.35164835] ; [58.35164835 59.64835165],1
v3,1,0.005278,7.781762,[24 40] ; [72 50],[33.03225806 30.96774194] ; [62.96774194 59.03225806],0
p5,1,0.012869,6.18705,[ 7 60] ; [32 93],[13.609375 53.390625] ; [25.390625 99.609375],0
p3,1,0.015301,5.88144,[37 30] ; [90 34],[44.54973822 22.45026178] ; [82.45026178 41.54973822],0
u3,1,0.033576,4.516169,[15 14] ; [17  4],[18.56 10.44] ; [13.44  7.56],0
u2,1,0.035363,4.427548,[12 17] ; [15  6],[15.66 13.34] ; [11.34  9.66],0
a1,1,0.046173,3.97526,[ 1 66] ; [ 11 114],[ 4.1875 62.8125] ; [  7.8125 117.1875],0
p12,1,0.068477,3.319167,[ 5 62] ; [ 21 103],[ 9.12041885 57.87958115] ; [ 16.87958115 107.12041885],0
u1,1,0.07659,3.13581,[12 55] ; [37 88],[17.09895833 49.90104167] ; [31.90104167 93.09895833],0
p11,1,0.081513,3.034476,[61  6] ; [102  23],[56.88020833 10.11979167] ; [106.11979167  18.88020833],0
n1,1,0.093373,2.815243,[5 8] ; [13  6],[7.3125 5.6875] ; [10.6875  8.3125],0
n6,1,0.094871,2.78971,[57 10] ; [114   9],[60.3  6.7] ; [110.7  12.3],0
d2,1,0.113787,2.50082,[32 35] ; [74 50],[37.18324607 29.81675393] ; [68.81675393 55.18324607],0
p9,1,0.141878,2.157473,[60  7] ; [118   6],[62.43979058  4.56020942] ; [115.56020942   8.43979058],0
a8,1,0.143524,2.139764,[ 6 53] ; [21 91],[ 9.31578947 49.68421053] ; [17.68421053 94.31578947],0
n2,1,0.145761,2.116059,[8 5] ; [16  3],[9.75 3.25] ; [14.25  4.75],0
a5,1,0.155282,2.01958,[50 17] ; [104  21],[53.73958333 13.26041667] ; [100.26041667  24.73958333],0
b4,1,0.198131,1.656097,[47 20] ; [76 49],[42.921875 24.078125] ; [80.078125 44.921875],0
n4,1,0.229445,1.444299,[56 11] ; [112  13],[58.625  8.375] ; [109.375  15.625],0
s1,1,0.250577,1.320086,[ 1 65] ; [  6 119],[ 2.41884817 63.58115183] ; [  4.58115183 120.41884817],0
n5,1,0.27109,1.211221,[55 12] ; [109  15],[57.52879581  9.47120419] ; [106.47120419  17.52879581],0
a2,1,0.284959,1.143284,[16 51] ; [39 86],[19.19270833 47.80729167] ; [35.80729167 89.19270833],0
s4,1,0.321842,0.981445,[ 9 57] ; [ 24 100],[11.46315789 54.53684211] ; [ 21.53684211 102.46315789],0
a6,1,0.324407,0.971096,[41 26] ; [84 39],[44.07894737 22.92105263] ; [80.92105263 42.07894737],0
p4,1,0.330942,0.945209,[53 14] ; [105  19],[55.42408377 11.57591623] ; [102.57591623  21.42408377],0
n3,1,0.332275,0.940012,[9 3] ; [11  8],[7.74193548 4.25806452] ; [12.25806452  6.74193548],0
d3,1,0.355589,0.853413,[49 18] ; [98 26],[51.56544503 15.43455497] ; [95.43455497 28.56544503],0
r3,1,0.430326,0.621943,[64  3] ; [122   3],[64.90625  2.09375] ; [121.09375   3.90625],0
u4,1,0.548601,0.359829,[ 2 65] ; [  6 119],[ 2.79166667 64.20833333] ; [  5.20833333 119.79166667],0
d1,1,0.561572,0.33699,[45 22] ; [89 36],[46.76041667 20.23958333] ; [87.23958333 37.76041667],0
b5,1,0.577496,0.3103,[44 23] ; [77 48],[42.22395833 24.77604167] ; [78.77604167 46.22395833],0
v2,1,0.61441,0.253802,[46 19] ; [92 32],[47.46031746 17.53968254] ; [90.53968254 33.46031746],0
v4,1,0.652565,0.202682,[64  3] ; [121   4],[64.55729167  2.44270833] ; [120.44270833   4.55729167],0
d5,1,0.678838,0.171436,[58  9] ; [109  14],[58.88947368  8.11052632] ; [108.11052632  14.88947368],0
p7,1,0.683401,0.166322,[56 10] ; [107  16],[56.92063492  9.07936508] ; [106.07936508  16.92063492],0
p10,1,0.697387,0.151204,[59  7] ; [113  11],[59.74736842  6.25263158] ; [112.25263158  11.74736842],0
r2,1,0.7132,0.135101,[65  2] ; [119   5],[64.54450262  2.45549738] ; [119.45549738   4.54450262],0
p8,1,0.735938,0.113729,[50 17] ; [89 34],[49.01578947 17.98421053] ; [89.98421053 33.01578947],0
a7,1,0.750043,0.101495,[51 15] ; [94 31],[50.10471204 15.89528796] ; [94.89528796 30.10471204],0
a4,1,0.783703,0.075348,[34 32] ; [67 58],[34.90052356 31.09947644] ; [66.09947644 58.90052356],0
r1,1,0.801195,0.063404,[57 10] ; [108  17],[57.578125  9.421875] ; [107.421875  17.578125],0
d4,1,0.806167,0.060208,[58  9] ; [108  15],[58.53684211  8.46315789] ; [107.46315789  15.53684211],0
p1,1,0.817985,0.052963,[10 57] ; [ 17 107],[ 9.47120419 57.52879581] ; [ 17.52879581 106.47120419],0
b2,1,0.842213,0.039626,[20 23] ; [44 47],[20.53731343 22.46268657] ; [43.46268657 47.53731343],0
b3,1,0.842213,0.039626,[20 23] ; [44 47],[20.53731343 22.46268657] ; [43.46268657 47.53731343],0
p2,1,0.873526,0.025339,[60  7] ; [111  14],[59.671875  7.328125] ; [111.328125  13.671875],0
b1,1,0.894186,0.017692,[28 39] ; [51 74],[27.56770833 39.43229167] ; [51.43229167 73.56770833],0
r4,1,0.919762,0.010147,[64  3] ; [119   6],[63.859375  3.140625] ; [119.140625   5.859375],0
