Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.005247,7.792369,[ 4 11] ; [33 16],[8.671875 6.328125] ; [28.328125 20.671875],0
s4,1,0.008644,6.894925,[ 4 11] ; [ 2 47],[ 1.40625 13.59375] ; [ 4.59375 44.40625],0
p1,1,0.011927,6.321633,[ 3 12] ; [ 1 48],[ 0.9375 14.0625] ; [ 3.0625 45.9375],0
r4,1,0.014141,6.020477,[10  5] ; [45  4],[12.890625  2.109375] ; [42.109375  6.890625],0
a5,1,0.015215,5.891353,[8 7] ; [41  8],[11.484375  3.515625] ; [37.515625 11.484375],0
d1,1,0.016938,5.702836,[6 9] ; [36 13],[9.84375 5.15625] ; [32.15625 16.84375],0
v3,1,0.019854,5.424678,[ 5 10] ; [31 15],[8.85245902 6.14754098] ; [27.14754098 18.85245902],0
d3,1,0.03496,4.447149,[7 8] ; [37 12],[10.3125  4.6875] ; [33.6875 15.3125],0
d2,1,0.04088,4.180974,[ 5 10] ; [31 18],[8.4375 6.5625] ; [27.5625 21.4375],0
s7,1,0.050044,3.839993,[11  3] ; [23 24],[7.80327869 6.19672131] ; [26.19672131 20.80327869],0
n5,1,0.05778,3.6,[9 6] ; [40  8],[11.66666667  3.33333333] ; [37.33333333 10.66666667],0
v4,1,0.070218,3.277915,[13  2] ; [48  1],[14.296875  0.703125] ; [46.703125  2.296875],0
n4,1,0.098169,2.735043,[10  5] ; [42  7],[12.1875  2.8125] ; [39.8125  9.1875],0
p10,1,0.10648,2.605699,[10  5] ; [41  7],[12.14285714  2.85714286] ; [38.85714286  9.14285714],0
n6,1,0.108531,2.57548,[11  4] ; [44  5],[12.890625  2.109375] ; [42.109375  6.890625],0
p9,1,0.116439,2.464583,[11  4] ; [43  5],[12.85714286  2.14285714] ; [41.14285714  6.85714286],0
s2,1,0.134878,2.235445,[8 7] ; [15 32],[5.56451613 9.43548387] ; [17.43548387 29.56451613],0
b1,1,0.141503,2.161543,[ 3 12] ; [20 29],[5.390625 9.609375] ; [17.609375 31.390625],0
p6,1,0.171349,1.871102,[8 6] ; [18 31],[5.77777778 8.22222222] ; [20.22222222 28.77777778],0
d5,1,0.178085,1.813532,[9 6] ; [38 11],[11.015625  3.984375] ; [35.984375 13.015625],0
p11,1,0.178292,1.811801,[11  4] ; [43  6],[12.65625  2.34375] ; [41.34375  7.65625],0
s3,1,0.238072,1.391975,[8 7] ; [17 30],[6.0483871 8.9516129] ; [18.9516129 28.0483871],0
p8,1,0.252076,1.311763,[7 8] ; [31 18],[8.90625 6.09375] ; [29.09375 19.90625],0
d4,1,0.266085,1.236821,[11  4] ; [42  7],[12.421875  2.578125] ; [40.578125  8.421875],0
a8,1,0.307009,1.043501,[ 1 13] ; [ 8 35],[ 2.21052632 11.78947368] ; [ 6.78947368 36.21052632],0
r2,1,0.318985,0.993103,[12  2] ; [46  3],[12.88888889  1.11111111] ; [45.11111111  3.88888889],0
p3,1,0.39251,0.731152,[7 8] ; [29 20],[8.4375 6.5625] ; [27.5625 21.4375],0
v2,1,0.431415,0.619012,[9 6] ; [34 14],[10.23809524  4.76190476] ; [32.76190476 15.23809524],0
p4,1,0.490276,0.47592,[8 7] ; [31 18],[9.140625 5.859375] ; [29.859375 19.140625],0
s5,1,0.512416,0.429131,[ 2 11] ; [11 35],[ 2.86440678 10.13559322] ; [10.13559322 35.86440678],0
r3,1,0.547779,0.361311,[13  2] ; [45  4],[13.59375  1.40625] ; [44.40625  4.59375],0
b4,1,0.586099,0.296477,[8 7] ; [30 19],[8.90625 6.09375] ; [29.09375 19.90625],0
p2,1,0.593803,0.284444,[12  3] ; [42  7],[12.65625  2.34375] ; [41.34375  7.65625],0
n1,1,0.611541,0.257937,[2 1] ; [5 5],[1.61538462 1.38461538] ; [5.38461538 4.61538462],0
a4,1,0.636662,0.223135,[6 9] ; [23 26],[6.796875 8.203125] ; [22.203125 26.796875],0
b3,1,0.716164,0.132198,[5 5] ; [22 17],[5.51020408 4.48979592] ; [21.48979592 17.51020408],0
b2,1,0.716164,0.132198,[5 5] ; [22 17],[5.51020408 4.48979592] ; [21.48979592 17.51020408],0
a7,1,0.723932,0.124756,[10  5] ; [35 14],[10.546875  4.453125] ; [34.453125 14.546875],0
u2,1,0.735317,0.114286,[2 1] ; [5 4],[1.75 1.25] ; [5.25 3.75],0
u1,1,0.741422,0.108881,[ 3 12] ; [ 8 41],[ 2.578125 12.421875] ; [ 8.421875 40.578125],0
p7,1,0.830324,0.045918,[9 5] ; [33 16],[9.33333333 4.66666667] ; [32.66666667 16.33333333],0
b5,1,0.875371,0.024599,[7 8] ; [24 25],[7.265625 7.734375] ; [23.734375 25.265625],0
a3,1,0.887274,0.020094,[12  3] ; [40  9],[12.1875  2.8125] ; [39.8125  9.1875],0
a6,1,0.955081,0.003173,[9 6] ; [29 20],[8.90625 6.09375] ; [29.09375 19.90625],0
a2,1,0.972574,0.001182,[ 3 12] ; [10 39],[ 3.046875 11.953125] ; [ 9.953125 39.046875],0
