Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,7.8e-05,15.600765,[10 53] ; [21 19],[18.96116505 44.03883495] ; [12.03883495 27.96116505],1
s3,1,0.001517,10.05824,[19 43] ; [25 15],[26.74509804 35.25490196] ; [17.25490196 22.74509804],0
n5,1,0.001837,9.705475,[26 36] ; [30 11],[33.70873786 28.29126214] ; [22.29126214 18.70873786],0
n6,1,0.005923,7.573467,[30 32] ; [31 10],[36.7184466 25.2815534] ; [24.2815534 16.7184466],0
s5,1,0.007553,7.136599,[ 5 58] ; [11 29],[ 9.78640777 53.21359223] ; [ 6.21359223 33.78640777],0
v3,1,0.008858,6.851167,[13 47] ; [19 22],[19.00990099 40.99009901] ; [12.99009901 28.00990099],0
s8,1,0.009295,6.765164,[ 6 57] ; [12 29],[10.90384615 52.09615385] ; [ 7.09615385 33.90384615],0
p3,1,0.009806,6.669799,[14 49] ; [19 22],[19.99038462 43.00961538] ; [13.00961538 27.99038462],0
u3,1,0.014526,5.973093,[11 23] ; [15  8],[15.50877193 18.49122807] ; [10.49122807 12.50877193],0
s7,1,0.01679,5.718169,[10 49] ; [15 24],[15.05102041 43.94897959] ; [ 9.94897959 29.05102041],0
s4,1,0.019687,5.43946,[ 6 57] ; [11 30],[10.29807692 52.70192308] ; [ 6.70192308 34.29807692],0
r3,1,0.020083,5.404648,[42 20] ; [36  5],[46.95145631 15.04854369] ; [31.04854369  9.95145631],0
p8,1,0.031167,4.643748,[11 51] ; [15 26],[15.65048544 46.34951456] ; [10.34951456 30.65048544],0
b5,1,0.047527,3.926626,[29 34] ; [27 14],[33.92307692 29.07692308] ; [22.07692308 18.92307692],0
v4,1,0.08567,2.953904,[45 16] ; [36  5],[48.44117647 12.55882353] ; [32.55882353  8.44117647],0
a8,1,0.113686,2.502223,[ 4 57] ; [ 6 30],[ 6.28865979 54.71134021] ; [ 3.71134021 32.28865979],0
b1,1,0.114321,2.493446,[30 33] ; [26 15],[33.92307692 29.07692308] ; [22.07692308 18.92307692],0
d4,1,0.118029,2.443278,[27 36] ; [24 17],[30.89423077 32.10576923] ; [20.10576923 20.89423077],0
p4,1,0.125994,2.341177,[19 44] ; [18 22],[22.63106796 40.36893204] ; [14.36893204 25.63106796],0
r4,1,0.178161,1.812899,[38 25] ; [30 11],[41.19230769 21.80769231] ; [26.80769231 14.19230769],0
a4,1,0.215032,1.53722,[14 49] ; [ 5 35],[11.62135922 51.37864078] ; [ 7.37864078 32.62135922],0
p7,1,0.223674,1.480645,[28 34] ; [23 17],[31. 31.] ; [20. 20.],0
v2,1,0.275158,1.190852,[18 43] ; [16 24],[20.53465347 40.46534653] ; [13.46534653 26.53465347],0
b2,1,0.284026,1.147726,[14 24] ; [ 6 19],[12.06349206 25.93650794] ; [ 7.93650794 17.06349206],0
b3,1,0.284026,1.147726,[14 24] ; [ 6 19],[12.06349206 25.93650794] ; [ 7.93650794 17.06349206],0
d2,1,0.317548,0.999017,[16 47] ; [ 7 34],[13.93269231 49.06730769] ; [ 9.06730769 31.93269231],0
r1,1,0.325273,0.967625,[38 24] ; [29 12],[40.33009709 21.66990291] ; [26.66990291 14.33009709],0
p1,1,0.33173,0.942133,[ 3 59] ; [ 4 37],[ 4.21359223 57.78640777] ; [ 2.78640777 38.21359223],0
v1,1,0.390836,0.736338,[18 45] ; [15 26],[19.99038462 43.00961538] ; [13.00961538 27.99038462],0
a7,1,0.443429,0.587392,[30 32] ; [23 18],[31.90291262 30.09708738] ; [21.09708738 19.90291262],0
n4,1,0.468411,0.525722,[38 24] ; [28 13],[39.72815534 22.27184466] ; [26.27184466 14.72815534],0
r2,1,0.497066,0.461195,[48 14] ; [34  7],[49.3592233 12.6407767] ; [32.6407767  8.3592233],0
p2,1,0.498777,0.457537,[35 28] ; [20 21],[33.31730769 29.68269231] ; [21.68269231 19.31730769],0
a2,1,0.547193,0.362369,[ 3 60] ; [ 1 40],[ 2.42307692 60.57692308] ; [ 1.57692308 39.42307692],0
d5,1,0.604835,0.267766,[29 34] ; [21 20],[30.28846154 32.71153846] ; [19.71153846 21.28846154],0
d3,1,0.609775,0.260502,[20 43] ; [15 26],[21.20192308 41.79807692] ; [13.79807692 27.20192308],0
