Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,8e-06,20.008993,[44 42] ; [76 16],[57.97752809 28.02247191] ; [62.02247191 29.97752809],1
p5,1,0.000667,11.579818,[12 75] ; [33 59],[21.87150838 65.12849162] ; [23.12849162 68.87150838],1
p4,1,0.002201,9.374174,[52 34] ; [74 17],[61.22033898 24.77966102] ; [64.77966102 26.22033898],0
p8,1,0.003052,8.775879,[47 39] ; [69 22],[56.36158192 29.63841808] ; [59.63841808 31.36158192],0
s7,1,0.007062,7.257198,[48 36] ; [68 21],[56.32369942 27.67630058] ; [59.67630058 29.32369942],0
s4,1,0.010417,6.562197,[27 59] ; [14 78],[19.80898876 66.19101124] ; [21.19101124 70.80898876],0
s8,1,0.011504,6.385802,[50 38] ; [68 23],[58.01117318 29.98882682] ; [59.98882682 31.01117318],0
p1,1,0.037874,4.310676,[ 7 81] ; [17 75],[11.73333333 76.26666667] ; [12.26666667 79.73333333],0
n6,1,0.044585,4.034252,[72 14] ; [84  6],[76.22727273  9.77272727] ; [79.77272727 10.22727273],0
p12,1,0.049071,3.87291,[ 8 79] ; [18 74],[12.63687151 74.36312849] ; [13.36312849 78.63687151],0
s3,1,0.049382,3.862317,[58 29] ; [71 18],[63.76704545 23.23295455] ; [65.23295455 23.76704545],0
s2,1,0.069969,3.28374,[65 23] ; [78 14],[69.91111111 18.08888889] ; [73.08888889 18.91111111],0
n4,1,0.070909,3.261858,[66 20] ; [81 12],[70.62569832 15.37430168] ; [76.37430168 16.62569832],0
n5,1,0.071028,3.259114,[67 19] ; [81 11],[71.50561798 14.49438202] ; [76.49438202 15.50561798],0
a8,1,0.080626,3.052231,[16 64] ; [ 9 78],[11.9760479 68.0239521] ; [13.0239521 73.9760479],0
a1,1,0.090246,2.869986,[ 3 85] ; [ 9 84],[ 5.83425414 82.16574586] ; [ 6.16574586 86.83425414],0
r1,1,0.143254,2.142652,[72 15] ; [83  9],[75.33519553 11.66480447] ; [79.66480447 12.33519553],0
n1,1,0.147302,2.099974,[13  7] ; [ 7 10],[10.81081081  9.18918919] ; [9.18918919 7.81081081],0
r4,1,0.16399,1.937041,[81  7] ; [90  3],[83.13812155  4.86187845] ; [87.86187845  5.13812155],0
n2,1,0.216962,1.524354,[19  1] ; [14  3],[17.83783784  2.16216216] ; [15.16216216  1.83783784],0
b5,1,0.238793,1.387707,[54 34] ; [49 44],[50.07734807 37.92265193] ; [52.92265193 40.07734807],0
d1,1,0.291882,1.110922,[58 30] ; [68 25],[61.25966851 26.74033149] ; [64.74033149 28.25966851],0
d4,1,0.294497,1.098947,[83  5] ; [82  9],[81.11731844  6.88268156] ; [83.88268156  7.11731844],0
p9,1,0.304702,1.053502,[82  5] ; [82  9],[80.15730337  6.84269663] ; [83.84269663  7.15730337],0
p3,1,0.314069,1.013488,[51 36] ; [60 31],[54.25280899 32.74719101] ; [56.74719101 34.25280899],0
u4,1,0.339208,0.913423,[ 1 87] ; [ 3 90],[ 1.94475138 86.05524862] ; [ 2.05524862 90.94475138],0
a5,1,0.341126,0.906194,[70 18] ; [79 14],[72.44198895 15.55801105] ; [76.55801105 16.44198895],0
p6,1,0.398431,0.713055,[48 38] ; [44 45],[45.21142857 40.78857143] ; [46.78857143 42.21142857],0
a6,1,0.428593,0.626632,[52 36] ; [59 32],[54.5698324 33.4301676] ; [56.4301676 34.5698324],0
u3,1,0.517585,0.418703,[11  3] ; [13  6],[10.18181818  3.81818182] ; [13.81818182  5.18181818],0
a3,1,0.521303,0.411314,[74 14] ; [74 18],[72.35555556 15.64444444] ; [75.64444444 16.35555556],0
v4,1,0.527852,0.398525,[85  2] ; [91  1],[85.54189944  1.45810056] ; [90.45810056  1.54189944],0
s6,1,0.57725,0.310702,[74 13] ; [80 11],[75.26966292 11.73033708] ; [78.73033708 12.26966292],0
d2,1,0.61267,0.256305,[46 42] ; [51 40],[47.68715084 40.31284916] ; [49.31284916 41.68715084],0
n3,1,0.64155,0.216721,[13  6] ; [11  7],[12.32432432  6.67567568] ; [11.67567568  6.32432432],0
b1,1,0.64353,0.214155,[33 55] ; [38 55],[34.51933702 53.48066298] ; [36.48066298 56.51933702],0
r3,1,0.645365,0.211794,[84  4] ; [90  3],[84.59668508  3.40331492] ; [89.40331492  3.59668508],0
u2,1,0.652605,0.202632,[7 7] ; [11  8],[7.63636364 6.36363636] ; [10.36363636  8.63636364],0
b4,1,0.65638,0.197951,[53 35] ; [59 34],[54.45303867 33.54696133] ; [57.54696133 35.45303867],0
s1,1,0.696725,0.151902,[ 2 84] ; [ 3 88],[ 2.42937853 83.57062147] ; [ 2.57062147 88.42937853],0
p2,1,0.71362,0.134688,[75 12] ; [81 11],[75.82122905 11.17877095] ; [80.17877095 11.82122905],0
r2,1,0.767428,0.087463,[84  3] ; [89  4],[83.61666667  3.38333333] ; [89.38333333  3.61666667],0
a7,1,0.798488,0.06518,[59 29] ; [64 29],[59.80110497 28.19889503] ; [63.19889503 29.80110497],0
a4,1,0.808889,0.058496,[47 41] ; [48 45],[46.1878453 41.8121547] ; [48.8121547 44.1878453],0
p7,1,0.83693,0.042363,[65 20] ; [70 20],[65.57142857 19.42857143] ; [69.42857143 20.57142857],0
p11,1,0.853031,0.034318,[70 18] ; [75 18],[70.49723757 17.50276243] ; [74.50276243 18.49723757],0
d3,1,0.857285,0.032339,[64 24] ; [68 24],[64.53333333 23.46666667] ; [67.46666667 24.53333333],0
d5,1,0.868623,0.02736,[79  9] ; [81 10],[78.65921788  9.34078212] ; [81.34078212  9.65921788],0
p10,1,0.913245,0.011869,[78  8] ; [83  9],[77.78651685  8.21348315] ; [83.21348315  8.78651685],0
a2,1,0.939551,0.005751,[26 62] ; [27 66],[25.7679558 62.2320442] ; [27.2320442 65.7679558],0
b2,1,0.95055,0.003846,[30 32] ; [24 25],[30.16216216 31.83783784] ; [23.83783784 25.16216216],0
b3,1,0.95055,0.003846,[30 32] ; [24 25],[30.16216216 31.83783784] ; [23.83783784 25.16216216],0
u1,1,0.966641,0.001749,[22 66] ; [23 70],[21.87845304 66.12154696] ; [23.12154696 69.87845304],0
