Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-05,19.42779,[34 77] ; [55 34],[49.395 61.605] ; [39.605 49.395],1
v3,1,1.2e-05,19.213222,[22 91] ; [44 47],[36.55882353 76.44117647] ; [29.44117647 61.55882353],1
p5,1,0.001251,10.412881,[  6 110] ; [18 74],[ 13.38461538 102.61538462] ; [10.61538462 81.38461538],0
p10,1,0.001269,10.386907,[74 41] ; [76 14],[84.14634146 30.85365854] ; [65.85365854 24.14634146],0
n4,1,0.001763,9.781353,[62 53] ; [69 23],[72.77777778 42.22222222] ; [58.22222222 33.77777778],0
p9,1,0.002302,9.292034,[80 34] ; [80 11],[88.97560976 25.02439024] ; [71.02439024 19.97560976],0
d4,1,0.005455,7.722132,[70 44] ; [73 19],[79.13592233 34.86407767] ; [63.86407767 28.13592233],0
n5,1,0.007386,7.176598,[70 45] ; [72 20],[78.88888889 36.11111111] ; [63.11111111 28.88888889],0
s6,1,0.009447,6.736374,[58 56] ; [62 28],[67.05882353 46.94117647] ; [52.94117647 37.05882353],0
p3,1,0.011837,6.335081,[38 78] ; [46 46],[46.84615385 69.15384615] ; [37.15384615 54.84615385],0
p12,1,0.02037,5.379898,[  2 113] ; [ 8 84],[  5.55555556 109.44444444] ; [ 4.44444444 87.55555556],0
n1,1,0.028737,4.783326,[ 8 28] ; [11 11],[11.79310345 24.20689655] ; [ 7.20689655 14.79310345],0
r2,1,0.034222,4.483571,[97 19] ; [84  6],[101.9223301  14.0776699] ; [79.0776699 10.9223301],0
p4,1,0.03718,4.342164,[52 63] ; [55 37],[59.44444444 55.55555556] ; [47.55555556 44.44444444],0
b4,1,0.048433,3.8949,[75 41] ; [47 45],[68.03846154 47.96153846] ; [53.96153846 38.03846154],0
p6,1,0.056015,3.651612,[34 81] ; [37 50],[40.42079208 74.57920792] ; [30.57920792 56.42079208],0
s5,1,0.085685,2.953624,[25 88] ; [29 59],[30.35820896 82.64179104] ; [23.64179104 64.35820896],0
d5,1,0.092681,2.827174,[71 44] ; [67 25],[76.66666667 38.33333333] ; [61.33333333 30.66666667],0
p7,1,0.094405,2.797608,[63 49] ; [61 29],[68.75247525 43.24752475] ; [55.24752475 34.75247525],0
r1,1,0.103522,2.650426,[68 48] ; [64 28],[73.61538462 42.38461538] ; [58.38461538 33.61538462],0
s7,1,0.110612,2.545462,[39 73] ; [40 47],[44.46231156 67.53768844] ; [34.53768844 52.46231156],0
b2,1,0.142479,2.150981,[12 48] ; [17 36],[15.39823009 44.60176991] ; [13.60176991 39.39823009],0
b3,1,0.142479,2.150981,[12 48] ; [17 36],[15.39823009 44.60176991] ; [13.60176991 39.39823009],0
s4,1,0.161486,1.96026,[26 87] ; [14 78],[22.04878049 90.95121951] ; [17.95121951 74.04878049],0
r4,1,0.165868,1.919896,[88 28] ; [77 15],[92.01923077 23.98076923] ; [72.98076923 19.01923077],0
a3,1,0.167804,1.902453,[50 66] ; [48 43],[54.9178744 61.0821256] ; [43.0821256 47.9178744],0
v4,1,0.168104,1.899773,[106   9] ; [88  3],[108.30097087   6.69902913] ; [85.69902913  5.30097087],0
a4,1,0.179821,1.7991,[18 98] ; [21 71],[21.75 94.25] ; [17.25 74.75],0
u3,1,0.184884,1.757924,[30 35] ; [26 18],[33.39449541 31.60550459] ; [22.60550459 21.39449541],0
u2,1,0.231479,1.431753,[31 34] ; [25 17],[34.01869159 30.98130841] ; [21.98130841 20.01869159],0
r3,1,0.270563,1.213893,[103  11] ; [86  5],[105.10243902   8.89756098] ; [83.89756098  7.10243902],0
n3,1,0.285055,1.142831,[23 13] ; [17  5],[24.82758621 11.17241379] ; [15.17241379  6.82758621],0
s8,1,0.302032,1.065199,[35 81] ; [34 58],[38.48076923 77.51923077] ; [30.51923077 61.48076923],0
a6,1,0.315678,1.006771,[60 56] ; [54 38],[63.57692308 52.42307692] ; [50.42307692 41.57692308],0
d3,1,0.380692,0.768467,[65 49] ; [58 34],[68.06796117 45.93203883] ; [54.93203883 37.06796117],0
d1,1,0.384328,0.756812,[35 81] ; [33 59],[37.92307692 78.07692308] ; [30.07692308 61.92307692],0
p1,1,0.440032,0.596198,[ 10 105] ; [11 81],[ 11.66666667 103.33333333] ; [ 9.33333333 82.66666667],0
s1,1,0.462748,0.539239,[  2 113] ; [ 3 87],[  2.80487805 112.19512195] ; [ 2.19512195 87.80487805],0
d2,1,0.466679,0.529828,[26 89] ; [17 75],[23.88888889 91.11111111] ; [19.11111111 72.88888889],0
a1,1,0.472354,0.516463,[  2 114] ; [ 3 89],[  2.78846154 113.21153846] ; [ 2.21153846 89.78846154],0
a7,1,0.498486,0.458158,[79 35] ; [59 32],[76.74146341 37.25853659] ; [61.25853659 29.74146341],0
u1,1,0.500971,0.452879,[  6 110] ; [ 3 89],[  5.01923077 110.98076923] ; [ 3.98076923 88.01923077],0
b5,1,0.578154,0.309229,[70 46] ; [52 40],[68.03846154 47.96153846] ; [53.96153846 38.03846154],0
n2,1,0.579223,0.307493,[23 12] ; [16  6],[23.94736842 11.05263158] ; [15.05263158  6.94736842],0
a8,1,0.605642,0.26657,[13 96] ; [12 71],[14.19270833 94.80729167] ; [10.80729167 72.19270833],0
s2,1,0.778886,0.078833,[50 66] ; [41 50],[50.99516908 65.00483092] ; [40.00483092 50.99516908],0
b1,1,0.911214,0.012434,[42 74] ; [34 58],[42.38461538 73.61538462] ; [33.61538462 58.38461538],0
p11,1,0.914181,0.011614,[84 32] ; [66 26],[83.65384615 32.34615385] ; [66.34615385 25.65384615],0
s3,1,0.936326,0.006382,[62 52] ; [50 41],[62.28292683 51.71707317] ; [49.71707317 41.28292683],0
n6,1,0.939048,0.005847,[89 27] ; [71 21],[89.23076923 26.76923077] ; [70.76923077 21.23076923],0
p8,1,0.950732,0.003818,[57 58] ; [45 45],[57.2195122 57.7804878] ; [44.7804878 45.2195122],0
