Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1.3e-05,19.029266,[ 7 29] ; [26 11],[16.2739726 19.7260274] ; [16.7260274 20.2739726],1
s2,1,0.00053,12.008292,[ 7 30] ; [22 16],[14.30666667 22.69333333] ; [14.69333333 23.30666667],1
s8,1,0.006021,7.543888,[ 6 32] ; [17 21],[11.5 26.5] ; [11.5 26.5],0
s7,1,0.011652,6.363068,[10 25] ; [22 16],[15.34246575 19.65753425] ; [16.65753425 21.34246575],0
p2,1,0.05941,3.553767,[24 11] ; [33  5],[27.32876712  7.67123288] ; [29.67123288  8.32876712],0
b5,1,0.064953,3.406162,[17 21] ; [25 13],[21. 17.] ; [21. 17.],0
s5,1,0.069204,3.301806,[ 5 33] ; [11 25],[ 8.21621622 29.78378378] ; [ 7.78378378 28.21621622],0
p1,1,0.082437,3.016188,[ 5 32] ; [ 1 37],[ 2.96 34.04] ; [ 3.04 34.96],0
s4,1,0.091374,2.85,[ 5 33] ; [11 27],[ 8. 30.] ; [ 8. 30.],0
n4,1,0.098343,2.732208,[20 18] ; [27 11],[23.5 14.5] ; [23.5 14.5],0
d5,1,0.138701,2.192308,[23 15] ; [29  9],[26. 12.] ; [26. 12.],0
v1,1,0.146924,2.103896,[11 25] ; [17 19],[14. 22.] ; [14. 22.],0
p7,1,0.157299,2.0,[15 21] ; [21 15],[18. 18.] ; [18. 18.],0
r3,1,0.160541,1.969127,[24 12] ; [30  7],[26.63013699  9.36986301] ; [27.36986301  9.63013699],0
v2,1,0.162871,1.947368,[15 22] ; [21 16],[18. 19.] ; [18. 19.],0
a6,1,0.168078,1.9,[17 21] ; [23 15],[20. 18.] ; [20. 18.],0
n2,1,0.217044,1.52381,[12  6] ; [12  2],[13.5  4.5] ; [10.5  3.5],0
a5,1,0.247215,1.338971,[19 19] ; [24 14],[21.5 16.5] ; [21.5 16.5],0
r2,1,0.309491,1.032848,[23 14] ; [16 16],[20.91304348 16.08695652] ; [18.08695652 13.91304348],0
p6,1,0.328123,0.956292,[ 8 28] ; [12 25],[ 9.8630137 26.1369863] ; [10.1369863 26.8630137],0
p8,1,0.347941,0.880952,[18 19] ; [14 23],[16. 21.] ; [16. 21.],0
b1,1,0.352723,0.863636,[18 20] ; [14 24],[16. 22.] ; [16. 22.],0
d3,1,0.358795,0.842105,[17 21] ; [21 17],[19. 19.] ; [19. 19.],0
u1,1,0.394897,0.72381,[ 4 34] ; [ 2 36],[ 3. 35.] ; [ 3. 35.],0
v4,1,0.404475,0.694981,[23 14] ; [25 10],[24.66666667 12.33333333] ; [23.33333333 11.66666667],0
n5,1,0.405106,0.693119,[24 14] ; [26 10],[25.67567568 12.32432432] ; [24.32432432 11.67567568],0
d4,1,0.407602,0.685785,[24 13] ; [28 10],[25.65333333 11.34666667] ; [26.34666667 11.65333333],0
d2,1,0.421923,0.644952,[16 21] ; [13 25],[14.30666667 22.69333333] ; [14.69333333 23.30666667],0
n6,1,0.439196,0.598383,[28  9] ; [25 12],[26.5 10.5] ; [26.5 10.5],0
p5,1,0.468623,0.525222,[ 6 31] ; [ 4 34],[ 4.93333333 32.06666667] ; [ 5.06666667 32.93333333],0
p3,1,0.513592,0.426743,[11 26] ; [14 24],[12.33333333 24.66666667] ; [12.66666667 25.33333333],0
a1,1,0.555798,0.347032,[ 1 37] ; [ 2 36],[ 1.5 36.5] ; [ 1.5 36.5],0
s1,1,0.555798,0.347032,[ 2 36] ; [ 1 37],[ 1.5 36.5] ; [ 1.5 36.5],0
p12,1,0.587937,0.293578,[ 1 35] ; [ 2 36],[ 1.45945946 34.54054054] ; [ 1.54054054 36.45945946],0
r1,1,0.58946,0.291188,[ 8 30] ; [10 28],[ 9. 29.] ; [ 9. 29.],0
a4,1,0.628687,0.233846,[12 26] ; [14 24],[13. 25.] ; [13. 25.],0
b4,1,0.634363,0.22619,[25 13] ; [23 15],[24. 14.] ; [24. 14.],0
d1,1,0.638819,0.22029,[16 22] ; [14 24],[15. 23.] ; [15. 23.],0
a3,1,0.642175,0.215909,[21 17] ; [23 15],[22. 16.] ; [22. 16.],0
p10,1,0.650267,0.205564,[26  9] ; [25 11],[25.14084507  9.85915493] ; [25.85915493 10.14084507],0
b2,1,0.675859,0.174825,[ 5 15] ; [ 6 24],[ 4.4 15.6] ; [ 6.6 23.4],0
b3,1,0.675859,0.174825,[ 5 15] ; [ 6 24],[ 4.4 15.6] ; [ 6.6 23.4],0
n3,1,0.708723,0.139556,[12  5] ; [9 5],[11.51612903  5.48387097] ; [9.48387097 4.51612903],0
p4,1,0.725332,0.123441,[17 20] ; [19 19],[17.76 19.24] ; [18.24 19.76],0
a8,1,0.73986,0.11025,[ 2 31] ; [ 3 34],[ 2.35714286 30.64285714] ; [ 2.64285714 34.35714286],0
u2,1,0.815032,0.054728,[9 8] ; [8 6],[9.32258065 7.67741935] ; [7.67741935 6.32258065],0
