Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,38.75255,[34  5] ; [15 48],[18.73529412 20.26470588] ; [30.26470588 32.73529412],1
s6,1,0.0,28.927832,[33  6] ; [20 46],[19.68571429 19.31428571] ; [33.31428571 32.68571429],1
s7,1,0.000182,14.005217,[25 12] ; [18 44],[16.07070707 20.92929293] ; [26.92929293 35.07070707],1
s4,1,0.004483,8.077181,[11 28] ; [ 5 61],[ 5.94285714 33.05714286] ; [10.05714286 55.94285714],0
s8,1,0.00647,7.414543,[21 18] ; [18 48],[14.48571429 24.51428571] ; [24.51428571 41.48571429],0
s5,1,0.00681,7.322461,[11 24] ; [ 6 56],[ 6.13402062 28.86597938] ; [10.86597938 51.13402062],0
u1,1,0.010528,6.543315,[ 9 30] ; [ 4 62],[ 4.82857143 34.17142857] ; [ 8.17142857 57.82857143],0
p10,1,0.025893,4.963118,[29 10] ; [34 31],[23.625 15.375] ; [39.375 25.625],0
b3,1,0.048492,3.892852,[ 5 21] ; [19 26],[ 8.78873239 17.21126761] ; [15.21126761 29.78873239],0
b2,1,0.048492,3.892852,[ 5 21] ; [19 26],[ 8.78873239 17.21126761] ; [15.21126761 29.78873239],0
a5,1,0.088447,2.902415,[32  7] ; [44 22],[28.22857143 10.77142857] ; [47.77142857 18.22857143],0
d2,1,0.09079,2.860309,[22 17] ; [26 40],[17.82857143 21.17142857] ; [30.17142857 35.82857143],0
p11,1,0.100132,2.703433,[25 14] ; [52 14],[28.6 10.4] ; [48.4 17.6],0
u3,1,0.105552,2.619591,[8 4] ; [ 7 12],[5.80645161 6.19354839] ; [9.19354839 9.80645161],0
a2,1,0.106143,2.610723,[11 28] ; [10 56],[ 7.8 31.2] ; [13.2 52.8],0
s1,1,0.123224,2.375856,[ 4 35] ; [ 2 64],[ 2.22857143 36.77142857] ; [ 3.77142857 62.22857143],0
p4,1,0.126184,2.338831,[21 18] ; [25 40],[17.25 21.75] ; [28.75 36.25],0
p1,1,0.128452,2.311111,[ 1 38] ; [ 7 58],[ 3. 36.] ; [ 5. 60.],0
r4,1,0.137761,2.202797,[36  3] ; [54 12],[33.42857143  5.57142857] ; [56.57142857  9.42857143],0
a7,1,0.205447,1.60322,[30  9] ; [43 23],[27.11428571 11.88571429] ; [45.88571429 20.11428571],0
a6,1,0.225191,1.470983,[22 17] ; [45 21],[24.88571429 14.11428571] ; [42.11428571 23.88571429],0
v4,1,0.229223,1.445674,[37  2] ; [57  8],[35.25  3.75] ; [58.75  6.25],0
n6,1,0.246191,1.344792,[28 11] ; [40 26],[25.25714286 13.74285714] ; [42.74285714 23.25714286],0
d4,1,0.274896,1.192151,[35  4] ; [54 12],[33.05714286  5.94285714] ; [55.94285714 10.05714286],0
d5,1,0.281193,1.161314,[33  6] ; [50 16],[30.82857143  8.17142857] ; [52.17142857 13.82857143],0
b5,1,0.37281,0.794278,[22 17] ; [43 23],[24.14285714 14.85714286] ; [40.85714286 25.14285714],0
n2,1,0.412494,0.671601,[3 3] ; [13  6],[3.84 2.16] ; [12.16  6.84],0
d1,1,0.432381,0.616421,[22 17] ; [32 34],[20.05714286 18.94285714] ; [33.94285714 32.05714286],0
p3,1,0.435827,0.607244,[19 20] ; [27 39],[17.08571429 21.91428571] ; [28.91428571 37.08571429],0
p6,1,0.438398,0.600471,[14 25] ; [18 45],[12.23529412 26.76470588] ; [19.76470588 43.23529412],0
a8,1,0.501157,0.452486,[ 3 32] ; [ 8 53],[ 4.01041667 30.98958333] ; [ 6.98958333 54.01041667],0
a4,1,0.530872,0.392722,[19 20] ; [28 38],[17.45714286 21.54285714] ; [29.54285714 36.45714286],0
p9,1,0.549586,0.358059,[28 11] ; [43 22],[26.625 12.375] ; [44.375 20.625],0
a1,1,0.587393,0.294433,[ 2 37] ; [ 2 64],[ 1.48571429 37.51428571] ; [ 2.51428571 63.48571429],0
p12,1,0.598454,0.277333,[ 2 37] ; [ 2 63],[ 1.5 37.5] ; [ 2.5 62.5],0
p8,1,0.599038,0.276449,[13 26] ; [25 40],[14.25 24.75] ; [23.75 41.25],0
r2,1,0.600079,0.274876,[35  3] ; [56  7],[34.23762376  3.76237624] ; [56.76237624  6.23762376],0
p2,1,0.601523,0.272706,[29 10] ; [52 14],[30.08571429  8.91428571] ; [50.91428571 15.08571429],0
p5,1,0.608321,0.262627,[ 1 38] ; [ 3 63],[ 1.48571429 37.51428571] ; [ 2.51428571 63.48571429],0
d3,1,0.609384,0.261072,[29 10] ; [46 20],[27.85714286 11.14285714] ; [47.14285714 18.85714286],0
v1,1,0.645096,0.212139,[16 22] ; [24 40],[14.90196078 23.09803922] ; [25.09803922 38.90196078],0
b1,1,0.658513,0.195335,[16 23] ; [30 36],[17.08571429 21.91428571] ; [28.91428571 37.08571429],0
v2,1,0.745417,0.105423,[22 17] ; [34 30],[21.2038835 17.7961165] ; [34.7961165 29.2038835],0
v3,1,0.748638,0.102679,[12 26] ; [18 45],[11.28712871 26.71287129] ; [18.71287129 44.28712871],0
b4,1,0.753466,0.098641,[26 13] ; [42 24],[25.25714286 13.74285714] ; [42.74285714 23.25714286],0
n1,1,0.814871,0.054825,[1 5] ; [ 4 15],[1.2 4.8] ; [ 3.8 15.2],0
a3,1,0.829719,0.046252,[27 12] ; [47 19],[27.48571429 11.51428571] ; [46.51428571 19.48571429],0
r3,1,0.84235,0.039556,[37  2] ; [62  4],[36.77142857  2.22857143] ; [62.22857143  3.77142857],0
u2,1,0.842356,0.039553,[8 4] ; [12  7],[7.74193548 4.25806452] ; [12.25806452  6.74193548],0
p7,1,0.944589,0.004831,[21 18] ; [36 30],[21.17142857 17.82857143] ; [35.82857143 30.17142857],0
r1,1,0.967115,0.0017,[30  9] ; [51 15],[30.08571429  8.91428571] ; [50.91428571 15.08571429],0
