Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,41.509338,[114  11] ; [27 29],[97.37569061 27.62430939] ; [43.62430939 12.37569061],1
n6,1,0.0,32.432749,[116   8] ; [33 23],[102.64444444  21.35555556] ; [46.35555556  9.64444444],1
b3,1,0.00121,10.475551,[32 45] ; [ 4 32],[24.53097345 52.46902655] ; [11.46902655 24.53097345],0
b2,1,0.00121,10.475551,[32 45] ; [ 4 32],[24.53097345 52.46902655] ; [11.46902655 24.53097345],0
p11,1,0.00364,8.455421,[103  22] ; [35 21],[95.3038674 29.6961326] ; [42.6961326 13.3038674],0
p9,1,0.005084,7.849405,[108  16] ; [39 17],[101.26666667  22.73333333] ; [45.73333333 10.26666667],0
p10,1,0.010251,6.590825,[104  21] ; [37 19],[97.37569061 27.62430939] ; [43.62430939 12.37569061],0
a8,1,0.014468,5.980085,[16 98] ; [ 1 53],[ 11.53571429 102.46428571] ; [ 5.46428571 48.53571429],0
s7,1,0.047695,3.920689,[66 50] ; [21 31],[60.07142857 55.92857143] ; [26.92857143 25.07142857],0
u1,1,0.049295,3.865294,[29 96] ; [ 6 50],[ 24.17127072 100.82872928] ; [10.82872928 45.17127072],0
b4,1,0.07242,3.227295,[67 58] ; [38 18],[72.51381215 52.48618785] ; [32.48618785 23.51381215],0
p4,1,0.073108,3.211828,[102  23] ; [39 17],[97.37569061 27.62430939] ; [43.62430939 12.37569061],0
p8,1,0.107674,2.588027,[82 42] ; [30 26],[77.15555556 46.84444444] ; [34.84444444 21.15555556],0
s3,1,0.135916,2.223598,[80 44] ; [29 26],[75.50837989 48.49162011] ; [33.49162011 21.50837989],0
r1,1,0.141472,2.16187,[101  24] ; [39 16],[97.22222222 27.77777778] ; [42.77777778 12.22222222],0
n3,1,0.149227,2.080132,[18  8] ; [15  2],[19.95348837  6.04651163] ; [13.04651163  3.95348837],0
a4,1,0.149802,2.07427,[59 66] ; [20 36],[54.55801105 70.44198895] ; [24.44198895 31.55801105],0
b5,1,0.151042,2.0617,[57 68] ; [32 24],[61.4640884 63.5359116] ; [27.5359116 28.4640884],0
s6,1,0.156376,2.008929,[85 34] ; [34 22],[80.92 38.08] ; [38.08 17.92],0
a3,1,0.163709,1.939625,[91 34] ; [35 21],[87.01657459 37.98342541] ; [38.98342541 17.01657459],0
p5,1,0.192567,1.697866,[ 23 102] ; [ 6 50],[ 20.02762431 104.97237569] ; [ 8.97237569 47.02762431],0
s2,1,0.19774,1.658986,[66 58] ; [24 32],[62. 62.] ; [28. 28.],0
a6,1,0.240455,1.377922,[87 38] ; [34 22],[83.56353591 41.43646409] ; [37.43646409 18.56353591],0
d3,1,0.253242,1.305329,[76 49] ; [39 17],[79.4198895 45.5801105] ; [35.5801105 20.4198895],0
p6,1,0.262023,1.258036,[59 66] ; [21 34],[55.55555556 69.44444444] ; [24.44444444 30.55555556],0
a2,1,0.302305,1.063999,[31 94] ; [10 46],[28.31491713 96.68508287] ; [12.68508287 43.31491713],0
s1,1,0.330958,0.945144,[  6 119] ; [ 1 55],[  4.83425414 120.16574586] ; [ 2.16574586 53.83425414],0
p1,1,0.348648,0.878373,[ 20 105] ; [ 6 50],[ 17.9558011 107.0441989] ; [ 8.0441989 47.9558011],0
s4,1,0.390244,0.738181,[ 24 100] ; [14 42],[26.17777778 97.82222222] ; [11.82222222 44.17777778],0
