Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,1e-06,23.335794,[34 38] ; [14 87],[19.97687861 52.02312139] ; [28.02312139 72.97687861],1
v1,1,0.000266,13.295393,[37 35] ; [25 77],[25.65517241 46.34482759] ; [36.34482759 65.65517241],1
d1,1,0.001194,10.499834,[30 44] ; [19 84],[20.48587571 53.51412429] ; [28.51412429 74.48587571],0
a3,1,0.004845,7.936361,[43 31] ; [37 64],[33.82857143 40.17142857] ; [46.17142857 54.82857143],0
d5,1,0.008408,6.944452,[51 23] ; [50 52],[42.46590909 31.53409091] ; [58.53409091 43.46590909],0
d3,1,0.009747,6.680546,[49 25] ; [47 54],[40.59428571 33.40571429] ; [55.40571429 45.59428571],0
d4,1,0.021624,5.275769,[56 17] ; [62 41],[48.94318182 24.05681818] ; [69.05681818 33.94318182],0
r1,1,0.02759,4.853478,[51 23] ; [54 49],[43.89830508 30.10169492] ; [61.10169492 41.89830508],0
r3,1,0.042485,4.115782,[66  6] ; [83 20],[61.30285714 10.69714286] ; [87.69714286 15.30285714],0
s1,1,0.062702,3.464441,[ 1 70] ; [ 8 95],[ 3.67241379 67.32758621] ; [ 5.32758621 97.67241379],0
p7,1,0.071702,3.243615,[38 32] ; [39 58],[32.2754491 37.7245509] ; [44.7245509 52.2754491],0
n1,1,0.10646,2.606005,[ 4 19] ; [14 24],[ 6.78688525 16.21311475] ; [11.21311475 26.78688525],0
p5,1,0.111167,2.537547,[ 5 69] ; [ 2 99],[ 2.96 71.04] ; [ 4.04 96.96],0
a6,1,0.116215,2.467606,[39 35] ; [42 61],[33.86440678 40.13559322] ; [47.13559322 55.86440678],0
a4,1,0.117124,2.455359,[16 58] ; [13 89],[12.19318182 61.80681818] ; [16.80681818 85.19318182],0
s8,1,0.133318,2.253433,[24 50] ; [23 80],[19.64971751 54.35028249] ; [27.35028249 75.64971751],0
p11,1,0.148786,2.08465,[53 21] ; [63 40],[48.49717514 25.50282486] ; [67.50282486 35.49717514],0
n4,1,0.152867,2.043409,[42 31] ; [48 55],[37.32954545 35.67045455] ; [52.67045455 50.32954545],0
