Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000427,12.408158,[ 6 23] ; [53 38],[14.25833333 14.74166667] ; [44.74166667 46.25833333],1
s6,1,0.000898,11.026566,[13 17] ; [67 21],[20.33898305  9.66101695] ; [59.66101695 28.33898305],1
s2,1,0.006737,7.341878,[11 19] ; [59 32],[17.3553719 12.6446281] ; [52.6446281 38.3553719],0
p7,1,0.008953,6.832251,[10 19] ; [56 34],[16.08403361 12.91596639] ; [49.91596639 40.08403361],0
r4,1,0.013098,6.155881,[20 10] ; [79 12],[24.54545455  5.45454545] ; [74.45454545 16.54545455],0
p6,1,0.019072,5.494892,[ 6 24] ; [40 51],[11.40495868 18.59504132] ; [34.59504132 56.40495868],0
v1,1,0.023372,5.140628,[ 9 21] ; [49 42],[14.38016529 15.61983471] ; [43.61983471 47.38016529],0
p8,1,0.02468,5.046216,[ 6 24] ; [39 52],[11.15702479 18.84297521] ; [33.84297521 57.15702479],0
n5,1,0.046703,3.956044,[15 15] ; [63 27],[19.5 10.5] ; [58.5 31.5],0
u2,1,0.061949,3.484426,[1 6] ; [16 14],[3.21621622 3.78378378] ; [13.78378378 16.21621622],0
r3,1,0.062812,3.461538,[23  7] ; [81  9],[26.  4.] ; [78. 12.],0
p9,1,0.082187,3.021115,[23  6] ; [83  8],[25.61666667  3.38333333] ; [80.38333333 10.61666667],0
n4,1,0.088071,2.909275,[16 14] ; [64 27],[19.83471074 10.16528926] ; [60.16528926 30.83471074],0
r1,1,0.094608,2.794159,[20 10] ; [74 17],[23.30578512  6.69421488] ; [70.69421488 20.30578512],0
s8,1,0.100994,2.689782,[10 20] ; [46 45],[13.88429752 16.11570248] ; [42.11570248 48.88429752],0
p3,1,0.114597,2.489646,[ 8 22] ; [39 52],[11.65289256 18.34710744] ; [35.34710744 55.65289256],0
n6,1,0.143245,2.142754,[20 10] ; [71 18],[22.94117647  7.05882353] ; [68.05882353 20.94117647],0
s7,1,0.153829,2.033864,[11 16] ; [48 37],[14.22321429 12.77678571] ; [44.77678571 40.22321429],0
s3,1,0.154976,2.022576,[13 17] ; [53 38],[16.36363636 13.63636364] ; [49.63636364 41.36363636],0
v4,1,0.244951,1.351871,[26  4] ; [85  6],[27.52066116  2.47933884] ; [83.47933884  7.52066116],0
p1,1,0.252559,1.309091,[ 4 26] ; [ 6 84],[ 2.5 27.5] ; [ 7.5 82.5],0
n3,1,0.253959,1.301394,[10  2] ; [19 10],[8.48780488 3.51219512] ; [20.51219512  8.48780488],0
s1,1,0.260853,1.264223,[ 3 27] ; [ 4 86],[ 1.75 28.25] ; [ 5.25 84.75],0
s5,1,0.270513,1.214144,[ 9 18] ; [39 47],[11.46902655 15.53097345] ; [36.53097345 49.46902655],0
b5,1,0.296937,1.087902,[21  9] ; [54 37],[18.59504132 11.40495868] ; [56.40495868 34.59504132],0
a2,1,0.304287,1.055311,[ 9 21] ; [19 72],[ 6.94214876 23.05785124] ; [21.05785124 69.94214876],0
a3,1,0.304351,1.055031,[23  7] ; [60 30],[20.75  9.25] ; [62.25 27.75],0
p5,1,0.323141,0.976191,[ 1 29] ; [ 8 83],[ 2.23140496 27.76859504] ; [ 6.76859504 84.23140496],0
d1,1,0.4209,0.6478,[19 11] ; [50 41],[17.10743802 12.89256198] ; [51.89256198 39.10743802],0
a1,1,0.421259,0.646801,[ 2 28] ; [ 3 88],[ 1.23966942 28.76033058] ; [ 3.76033058 87.23966942],0
