Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,36.920153,[68 42] ; [ 8 52],[49.17647059 60.82352941] ; [26.82352941 33.17647059],1
a3,1,2e-06,22.545416,[85 26] ; [24 36],[70.75438596 40.24561404] ; [38.24561404 21.75438596],1
d2,1,6e-06,20.579076,[67 40] ; [16 45],[52.86309524 54.13690476] ; [30.13690476 30.86309524],1
d1,1,9e-06,19.727296,[72 39] ; [18 43],[58.08139535 52.91860465] ; [31.91860465 29.08139535],1
a6,1,3.9e-05,16.91307,[78 31] ; [24 37],[65.4 43.6] ; [36.6 24.4],1
d5,1,4.5e-05,16.666523,[88 21] ; [31 30],[76.3 32.7] ; [42.7 18.3],1
s5,1,0.000372,12.667184,[39 66] ; [ 6 50],[29.34782609 75.65217391] ; [15.65217391 40.34782609],1
d4,1,0.004424,8.100887,[88 21] ; [37 24],[80.14705882 28.85294118] ; [44.85294118 16.14705882],0
s7,1,0.006049,7.535756,[50 56] ; [14 42],[41.87654321 64.12345679] ; [22.12345679 33.87654321],0
s8,1,0.008547,6.915026,[47 62] ; [14 47],[39.11176471 69.88823529] ; [21.88823529 39.11176471],0
n5,1,0.027347,4.868751,[78 33] ; [32 28],[71.40350877 39.59649123] ; [38.59649123 21.40350877],0
d3,1,0.037595,4.323254,[68 41] ; [28 33],[61.55294118 47.44705882] ; [34.44705882 26.55294118],0
v2,1,0.039057,4.258382,[57 49] ; [21 36],[50.72392638 55.27607362] ; [27.27607362 29.72392638],0
s6,1,0.039214,4.251589,[67 42] ; [27 33],[60.62721893 48.37278107] ; [33.37278107 26.62721893],0
n4,1,0.04137,4.160809,[79 32] ; [34 27],[72.9244186 38.0755814] ; [40.0755814 20.9244186],0
p5,1,0.043671,4.069232,[11 98] ; [ 1 58],[  7.78571429 101.21428571] ; [ 4.21428571 54.78571429],0
p4,1,0.043873,4.06146,[40 69] ; [13 47],[34.18343195 74.81656805] ; [18.81656805 41.18343195],0
v4,1,0.045159,4.012694,[101  10] ; [49 12],[96.80232558 14.19767442] ; [53.19767442  7.80232558],0
s2,1,0.047668,3.921649,[54 56] ; [20 40],[47.88235294 62.11764706] ; [26.11764706 33.88235294],0
p3,1,0.054775,3.688924,[41 69] ; [14 47],[35.38011696 74.61988304] ; [19.61988304 41.38011696],0
a1,1,0.060747,3.516875,[13 98] ; [ 2 59],[  9.68023256 101.31976744] ; [ 5.31976744 55.68023256],0
u2,1,0.069944,3.284324,[ 9 16] ; [22 15],[12.5 12.5] ; [18.5 18.5],0
a7,1,0.086877,2.931306,[73 38] ; [32 29],[67.76162791 43.23837209] ; [37.23837209 23.76162791],0
p10,1,0.11246,2.519309,[68 42] ; [29 30],[63.13609467 46.86390533] ; [33.86390533 25.13609467],0
s1,1,0.112478,2.519058,[  7 104] ; [ 8 51],[  9.79411765 101.20588235] ; [ 5.20588235 53.79411765],0
p9,1,0.161439,1.960699,[71 39] ; [31 27],[66.78571429 43.21428571] ; [35.21428571 22.78571429],0
p12,1,0.165552,1.922769,[ 10 101] ; [ 2 58],[  7.78947368 103.21052632] ; [ 4.21052632 55.78947368],0
s3,1,0.170846,1.875504,[55 55] ; [23 36],[50.76923077 59.23076923] ; [27.23076923 31.76923077],0
