Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,4.8e-05,16.523059,[39 24] ; [59  5],[48.61417323 14.38582677] ; [49.38582677 14.61417323],1
p7,1,5.1e-05,16.398187,[12 49] ; [36 30],[23.05511811 37.94488189] ; [24.94488189 41.05511811],1
p11,1,5.4e-05,16.306424,[20 44] ; [44 22],[31.50769231 32.49230769] ; [32.49230769 33.50769231],1
r3,1,0.000309,13.016158,[39 24] ; [58  7],[47.7421875 15.2578125] ; [49.2578125 15.7421875],1
r4,1,0.00066,11.600025,[31 33] ; [51 15],[40.36923077 23.63076923] ; [41.63076923 24.36923077],1
p8,1,0.000792,11.258902,[ 7 56] ; [24 42],[15.13953488 47.86046512] ; [15.86046512 50.13953488],1
p4,1,0.003437,8.559688,[10 52] ; [26 40],[17.4375 44.5625] ; [18.5625 47.4375],0
p10,1,0.009808,6.669414,[ 9 54] ; [22 43],[15.2578125 47.7421875] ; [15.7421875 49.2578125],0
s3,1,0.011901,6.32549,[17 46] ; [32 34],[23.93023256 39.06976744] ; [25.06976744 40.93023256],0
p6,1,0.012155,6.288131,[ 5 58] ; [16 50],[10.25581395 52.74418605] ; [10.74418605 55.25581395],0
a1,1,0.025421,4.995003,[ 7 57] ; [ 1 65],[ 3.93846154 60.06153846] ; [ 4.06153846 61.93846154],0
d3,1,0.035768,4.40815,[30 34] ; [43 23],[35.93846154 28.06153846] ; [37.06153846 28.93846154],0
r1,1,0.037414,4.331452,[38 25] ; [51 15],[43.46511628 19.53488372] ; [45.53488372 20.46511628],0
s1,1,0.049339,3.863794,[ 6 57] ; [ 1 63],[ 3.47244094 59.52755906] ; [ 3.52755906 60.47244094],0
s2,1,0.051674,3.786284,[12 52] ; [22 43],[16.86821705 47.13178295] ; [17.13178295 47.86821705],0
a6,1,0.054355,3.701767,[31 33] ; [43 23],[36.43076923 27.56923077] ; [37.56923077 28.43076923],0
s8,1,0.060695,3.518289,[ 8 55] ; [17 49],[12.20930233 50.79069767] ; [12.79069767 53.20930233],0
n6,1,0.065787,3.385125,[34 29] ; [46 20],[39.06976744 23.93023256] ; [40.93023256 25.06976744],0
n4,1,0.065787,3.385125,[34 29] ; [46 20],[39.06976744 23.93023256] ; [40.93023256 25.06976744],0
n3,1,0.074914,3.171916,[11 15] ; [18  9],[14.22641509 11.77358491] ; [14.77358491 12.22641509],0
v1,1,0.107865,2.585227,[15 49] ; [24 42],[19.2 44.8] ; [19.8 46.2],0
n2,1,0.112176,2.523297,[14 16] ; [17  8],[16.90909091 13.09090909] ; [14.09090909 10.90909091],0
a7,1,0.112702,2.515923,[33 30] ; [43 22],[37.40625 25.59375] ; [38.59375 26.40625],0
b1,1,0.15868,1.986759,[37 27] ; [30 36],[32.98461538 31.01538462] ; [34.01538462 31.98461538],0
s6,1,0.159277,1.981078,[21 42] ; [30 36],[24.90697674 38.09302326] ; [26.09302326 39.90697674],0
r2,1,0.163665,1.940029,[48 13] ; [58  8],[50.91338583 10.08661417] ; [55.08661417 10.91338583],0
s5,1,0.185063,1.756486,[ 8 55] ; [14 51],[10.828125 52.171875] ; [11.171875 53.828125],0
s7,1,0.187974,1.733426,[13 47] ; [20 42],[16.2295082 43.7704918] ; [16.7704918 45.2295082],0
u1,1,0.217646,1.519825,[ 6 58] ; [11 55],[ 8.36923077 55.63076923] ; [ 8.63076923 57.36923077],0
b3,1,0.270635,1.213526,[15 28] ; [ 9 29],[12.74074074 30.25925926] ; [11.25925926 26.74074074],0
b2,1,0.270635,1.213526,[15 28] ; [ 9 29],[12.74074074 30.25925926] ; [11.25925926 26.74074074],0
b5,1,0.296589,1.08947,[31 33] ; [38 28],[33.96923077 30.03076923] ; [35.03076923 30.96923077],0
d5,1,0.3835,0.759454,[41 23] ; [47 19],[43.32307692 20.67692308] ; [44.67692308 21.32307692],0
a4,1,0.384651,0.755785,[25 38] ; [21 44],[22.640625 40.359375] ; [23.359375 41.640625],0
s4,1,0.409709,0.679646,[ 6 58] ; [ 9 55],[ 7.5 56.5] ; [ 7.5 56.5],0
v3,1,0.411902,0.673303,[18 43] ; [15 50],[15.97619048 45.02380952] ; [17.02380952 47.97619048],0
v2,1,0.433193,0.614248,[21 41] ; [26 38],[23.12698413 38.87301587] ; [23.87301587 40.12698413],0
n5,1,0.44605,0.580669,[34 29] ; [40 26],[36.13953488 26.86046512] ; [37.86046512 28.13953488],0
b4,1,0.496567,0.462266,[37 27] ; [42 24],[38.89230769 25.10769231] ; [40.10769231 25.89230769],0
a8,1,0.503156,0.448273,[ 5 56] ; [ 7 52],[ 6.1 54.9] ; [ 5.9 53.1],0
u2,1,0.507142,0.439959,[12 12] ; [16 11],[13.17647059 10.82352941] ; [14.82352941 12.17647059],0
d4,1,0.569834,0.32296,[45 19] ; [42 22],[43.5 20.5] ; [43.5 20.5],0
n1,1,0.580858,0.30485,[11 17] ; [ 8 17],[10.03773585 17.96226415] ; [ 8.96226415 16.03773585],0
d1,1,0.583432,0.30072,[27 37] ; [31 35],[28.55384615 35.44615385] ; [29.44615385 36.55384615],0
d2,1,0.595838,0.281319,[33 30] ; [31 34],[31.5 31.5] ; [32.5 32.5],0
a5,1,0.736791,0.112967,[34 30] ; [37 29],[34.95384615 29.04615385] ; [36.04615385 29.95384615],0
a3,1,0.743862,0.106761,[39 24] ; [39 27],[38.09302326 24.90697674] ; [39.90697674 26.09302326],0
u3,1,0.781354,0.077037,[13 12] ; [13 14],[12.5 12.5] ; [13.5 13.5],0
a2,1,0.93689,0.006269,[11 53] ; [11 55],[10.83076923 53.16923077] ; [11.16923077 54.83076923],0
p5,1,0.97355,0.001099,[ 1 62] ; [ 1 65],[ 0.97674419 62.02325581] ; [ 1.02325581 64.97674419],0
p1,1,0.981938,0.000513,[ 4 60] ; [ 4 61],[ 3.96899225 60.03100775] ; [ 4.03100775 60.96899225],0
p12,1,0.991184,0.000122,[ 1 63] ; [ 1 64],[ 0.99224806 63.00775194] ; [ 1.00775194 63.99224806],0
