Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.00102,10.790216,[38 22] ; [55 89],[27.35294118 32.64705882] ; [65.64705882 78.35294118],0
s5,1,0.005181,7.815168,[20 40] ; [ 23 122],[12.58536585 47.41463415] ; [ 30.41463415 114.58536585],0
a3,1,0.005845,7.597509,[46 14] ; [82 64],[37.2815534 22.7184466] ; [90.7184466 55.2815534],0
p12,1,0.034076,4.490899,[ 5 55] ; [  3 143],[ 2.33009709 57.66990291] ; [  5.66990291 140.33009709],0
n2,1,0.03482,4.453962,[21  4] ; [35 23],[16.86746988  8.13253012] ; [39.13253012 18.86746988],0
p10,1,0.03668,4.365213,[42 19] ; [77 68],[35.23786408 25.76213592] ; [83.76213592 61.23786408],0
n1,1,0.053999,3.712736,[14 11] ; [19 38],[10.06097561 14.93902439] ; [22.93902439 34.06097561],0
r2,1,0.056012,3.651707,[57  4] ; [121  24],[52.70873786  8.29126214] ; [125.29126214  19.70873786],0
b3,1,0.063452,3.444774,[16 19] ; [23 59],[11.66666667 23.33333333] ; [27.33333333 54.66666667],0
b2,1,0.063452,3.444774,[16 19] ; [23 59],[11.66666667 23.33333333] ; [27.33333333 54.66666667],0
v3,1,0.065875,3.38293,[15 46] ; [ 20 123],[10.46568627 50.53431373] ; [ 24.53431373 118.46568627],0
r1,1,0.076207,3.143995,[43 17] ; [86 61],[37.39130435 22.60869565] ; [91.60869565 55.39130435],0
p9,1,0.093936,2.805595,[44 16] ; [86 55],[38.80597015 21.19402985] ; [91.19402985 49.80597015],0
s1,1,0.107981,2.583522,[ 6 55] ; [  6 140],[ 3.53623188 57.46376812] ; [  8.46376812 137.53623188],0
s8,1,0.115201,2.481384,[18 42] ; [ 29 117],[13.68932039 46.31067961] ; [ 33.31067961 112.68932039],0
s2,1,0.136561,2.216289,[24 37] ; [ 42 104],[19.44927536 41.55072464] ; [46.55072464 99.44927536],0
s7,1,0.137797,2.202391,[21 37] ; [ 36 104],[16.6969697 41.3030303] ; [40.3030303 99.6969697],0
p2,1,0.188696,1.727768,[42 18] ; [88 58],[37.86407767 22.13592233] ; [92.13592233 53.86407767],0
a2,1,0.209786,1.572899,[14 47] ; [ 23 124],[10.85096154 50.14903846] ; [ 26.14903846 120.85096154],0
s3,1,0.216341,1.52848,[29 30] ; [58 88],[25.03902439 33.96097561] ; [61.96097561 84.03902439],0
a6,1,0.220712,1.499738,[32 29] ; [90 56],[35.95169082 25.04830918] ; [86.04830918 59.95169082],0
a4,1,0.230779,1.436052,[25 35] ; [48 98],[21.26213592 38.73786408] ; [51.73786408 94.26213592],0
d3,1,0.24036,1.378482,[28 33] ; [79 65],[31.83902439 29.16097561] ; [75.16097561 68.83902439],0
a5,1,0.240467,1.377852,[39 22] ; [81 66],[35.19230769 25.80769231] ; [84.80769231 62.19230769],0
v4,1,0.267318,1.230458,[52  8] ; [117  29],[49.22330097 10.77669903] ; [119.77669903  26.22330097],0
u2,1,0.282143,1.156738,[9 6] ; [29 36],[7.125 7.875] ; [30.875 34.125],0
n4,1,0.298299,1.081785,[42 19] ; [90 57],[38.71153846 22.28846154] ; [93.28846154 53.71153846],0
p3,1,0.299828,1.07496,[13 47] ; [ 23 124],[10.43478261 49.56521739] ; [ 25.56521739 121.43478261],0
n5,1,0.342094,0.902567,[42 19] ; [91 56],[39.00480769 21.99519231] ; [93.99519231 53.00480769],0
p11,1,0.342133,0.902423,[40 21] ; [86 61],[36.95192308 24.04807692] ; [89.04807692 57.95192308],0
b5,1,0.342133,0.902423,[40 21] ; [86 61],[36.95192308 24.04807692] ; [89.04807692 57.95192308],0
n3,1,0.403434,0.698067,[17  8] ; [32 23],[15.3125  9.6875] ; [33.6875 21.3125],0
a8,1,0.424738,0.637168,[ 8 49] ; [ 14 125],[ 6.39795918 50.60204082] ; [ 15.60204082 123.39795918],0
p5,1,0.437812,0.602009,[ 4 56] ; [  6 140],[ 2.91262136 57.08737864] ; [  7.08737864 138.91262136],0
u3,1,0.471696,0.518001,[8 7] ; [28 37],[6.75 8.25] ; [29.25 35.75],0
p6,1,0.475693,0.508721,[ 7 52] ; [ 23 123],[ 8.63414634 50.36585366] ; [ 21.36585366 124.63414634],0
p1,1,0.478071,0.503261,[ 5 56] ; [  8 136],[ 3.86829268 57.13170732] ; [  9.13170732 134.86829268],0
d1,1,0.523278,0.407428,[22 39] ; [60 87],[24.04807692 36.95192308] ; [57.95192308 89.04807692],0
b4,1,0.543578,0.368948,[36 25] ; [80 67],[34.01923077 26.98076923] ; [81.98076923 65.01923077],0
p8,1,0.564862,0.331355,[20 41] ; [ 42 104],[18.2705314 42.7294686] ; [ 43.7294686 102.2705314],0
r4,1,0.625101,0.238764,[46 15] ; [106  41],[44.57692308 16.42307692] ; [107.42307692  39.57692308],0
r3,1,0.640705,0.217822,[46 14] ; [117  30],[47.24637681 12.75362319] ; [115.75362319  31.24637681],0
a1,1,0.753488,0.098623,[ 4 57] ; [  8 139],[ 3.51923077 57.48076923] ; [  8.48076923 138.51923077],0
d2,1,0.779113,0.078667,[25 36] ; [56 88],[24.10243902 36.89756098] ; [56.89756098 87.10243902],0
d4,1,0.78124,0.077119,[41 20] ; [101  45],[41.84541063 19.15458937] ; [100.15458937  45.84541063],0
u1,1,0.82291,0.050088,[ 6 55] ; [ 16 131],[ 6.45192308 54.54807692] ; [ 15.54807692 131.45192308],0
d5,1,0.85429,0.033727,[40 21] ; [97 48],[40.56796117 20.43203883] ; [96.43203883 48.56796117],0
p7,1,0.909227,0.012999,[21 37] ; [53 90],[21.35323383 36.64676617] ; [52.64676617 90.35323383],0
s4,1,0.936803,0.006287,[10 50] ; [ 25 121],[10.19417476 49.80582524] ; [ 24.80582524 121.19417476],0
a7,1,0.939027,0.005851,[36 25] ; [87 59],[36.24637681 24.75362319] ; [86.75362319 59.24637681],0
n6,1,0.958033,0.002769,[41 19] ; [101  46],[41.15942029 18.84057971] ; [100.84057971  46.15942029],0
b1,1,0.982175,0.000499,[25 36] ; [60 87],[24.92788462 36.07211538] ; [60.07211538 86.92788462],0
