Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,4e-06,21.227629,[66  6] ; [28 22],[55.47540984 16.52459016] ; [38.52459016 11.47540984],1
p7,1,1.4e-05,18.832136,[61 11] ; [24 26],[50.16393443 21.83606557] ; [34.83606557 15.16393443],1
p4,1,6.4e-05,15.989291,[57 15] ; [22 28],[46.62295082 25.37704918] ; [32.37704918 17.62295082],1
p5,1,0.001939,9.605939,[16 56] ; [ 1 47],[10.2 61.8] ; [ 6.8 41.2],0
p6,1,0.003312,8.62718,[41 31] ; [15 35],[33.04918033 38.95081967] ; [22.95081967 27.04918033],0
p3,1,0.003423,8.567265,[52 20] ; [23 27],[44.26229508 27.73770492] ; [30.73770492 19.26229508],0
b5,1,0.006867,7.307323,[24 48] ; [29 21],[31.27868852 40.72131148] ; [21.72131148 28.27868852],0
p11,1,0.01702,5.694319,[64  8] ; [36 14],[59.01639344 12.98360656] ; [40.98360656  9.01639344],0
p9,1,0.027378,4.866838,[67  5] ; [39 10],[63.07438017  8.92561983] ; [42.92561983  6.07438017],0
p10,1,0.053462,3.729407,[65  7] ; [38 11],[61.2892562 10.7107438] ; [41.7107438  7.2892562],0
n5,1,0.087366,2.922256,[63  9] ; [37 12],[59.50413223 12.49586777] ; [40.49586777  8.50413223],0
n2,1,0.091851,2.841636,[7 6] ; [17  4],[9.17647059 3.82352941] ; [14.82352941  6.17647059],0
d3,1,0.092949,2.822535,[37 35] ; [18 32],[32.45901639 39.54098361] ; [22.54098361 27.45901639],0
a2,1,0.110876,2.541691,[ 5 67] ; [ 8 42],[ 7.67213115 64.32786885] ; [ 5.32786885 44.67213115],0
n4,1,0.158321,1.990191,[64  8] ; [39 10],[61.2892562 10.7107438] ; [41.7107438  7.2892562],0
a3,1,0.174011,1.848048,[53 19] ; [42  8],[56.06557377 15.93442623] ; [38.93442623 11.06557377],0
d1,1,0.200636,1.637739,[43 29] ; [24 26],[39.54098361 32.45901639] ; [27.45901639 22.54098361],0
n3,1,0.207821,1.586538,[7 6] ; [15  5],[8.66666667 4.33333333] ; [13.33333333  6.66666667],0
d5,1,0.217465,1.521025,[53 18] ; [42  8],[55.74380165 15.25619835] ; [39.25619835 10.74380165],0
r2,1,0.218604,1.513514,[63  7] ; [48  2],[64.75  5.25] ; [46.25  3.75],0
d4,1,0.223514,1.481668,[59 12] ; [37 13],[56.33057851 14.66942149] ; [39.66942149 10.33057851],0
