Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.011029,6.460612,[ 7 15] ; [25 13],[11.73333333 10.26666667] ; [20.26666667 17.73333333],0
p10,1,0.019594,5.447694,[ 4 17] ; [19 19],[ 8.18644068 12.81355932] ; [14.81355932 23.18644068],0
p9,1,0.054472,3.698173,[ 5 15] ; [19 18],[ 8.42105263 11.57894737] ; [15.57894737 21.42105263],0
p8,1,0.099298,2.716783,[ 3 18] ; [13 25],[ 5.69491525 15.30508475] ; [10.30508475 27.69491525],0
a3,1,0.135547,2.227791,[10 11] ; [25 12],[12.67241379  8.32758621] ; [22.32758621 14.67241379],0
v1,1,0.184828,1.758373,[ 5 17] ; [15 23],[ 7.33333333 14.66666667] ; [12.66666667 25.33333333],0
p7,1,0.222505,1.488143,[10 12] ; [11 26],[ 7.83050847 14.16949153] ; [13.16949153 23.83050847],0
u3,1,0.2253,1.470289,[ 2 10] ; [5 8],[3.36 8.64] ; [3.64 9.36],0
a1,1,0.230884,1.435407,[ 2 20] ; [ 8 30],[ 3.66666667 18.33333333] ; [ 6.33333333 31.66666667],0
n1,1,0.297365,1.085973,[3 7] ; [10 10],[4.33333333 5.66666667] ; [ 8.66666667 11.33333333],0
u2,1,0.319499,0.990997,[5 7] ; [ 3 10],[3.84 8.16] ; [4.16 8.84],0
v3,1,0.348425,0.879187,[ 3 19] ; [ 9 29],[ 4.4 17.6] ; [ 7.6 30.4],0
a5,1,0.351962,0.86637,[10 12] ; [22 16],[11.73333333 10.26666667] ; [20.26666667 17.73333333],0
d5,1,0.351962,0.86637,[10 12] ; [22 16],[11.73333333 10.26666667] ; [20.26666667 17.73333333],0
a6,1,0.351962,0.86637,[12 10] ; [16 22],[10.26666667 11.73333333] ; [17.73333333 20.26666667],0
n3,1,0.438578,0.6,[4 6] ; [11  9],[5. 5.] ; [10. 10.],0
v2,1,0.44885,0.573555,[ 5 16] ; [ 6 32],[ 3.91525424 17.08474576] ; [ 7.08474576 30.91525424],0
b5,1,0.463762,0.536801,[12 10] ; [17 21],[10.63333333 11.36666667] ; [18.36666667 19.63333333],0
a2,1,0.47498,0.510367,[ 3 19] ; [ 3 35],[ 2.2 19.8] ; [ 3.8 34.2],0
d4,1,0.496382,0.462662,[13  9] ; [19 19],[11.73333333 10.26666667] ; [20.26666667 17.73333333],0
d2,1,0.502872,0.448869,[ 7 15] ; [15 22],[ 8.20338983 13.79661017] ; [13.79661017 23.20338983],0
s4,1,0.503319,0.447932,[ 5 17] ; [ 6 32],[ 4.03333333 17.96666667] ; [ 6.96666667 31.03333333],0
b2,1,0.504985,0.444444,[ 5 11] ; [10 14],[ 6. 10.] ; [ 9. 15.],0
b3,1,0.504985,0.444444,[ 5 11] ; [10 14],[ 6. 10.] ; [ 9. 15.],0
n4,1,0.511684,0.430622,[12 10] ; [24 14],[13.2  8.8] ; [22.8 15.2],0
a7,1,0.526103,0.401914,[ 8 14] ; [17 21],[ 9.16666667 12.83333333] ; [15.83333333 22.16666667],0
b4,1,0.526103,0.401914,[14  8] ; [21 17],[12.83333333  9.16666667] ; [22.16666667 15.83333333],0
b1,1,0.553186,0.35164,[15  7] ; [23 15],[13.93333333  8.06666667] ; [24.06666667 13.93333333],0
a4,1,0.560233,0.3393,[ 9 13] ; [12 24],[ 7.96551724 14.03448276] ; [13.03448276 22.96551724],0
d1,1,0.577723,0.30993,[ 6 16] ; [13 25],[ 6.96666667 15.03333333] ; [12.03333333 25.96666667],0
n2,1,0.604773,0.267857,[4 6] ; [10 10],[4.66666667 5.33333333] ; [ 9.33333333 10.66666667],0
d3,1,0.627925,0.234885,[ 9 13] ; [18 20],[ 9.9 12.1] ; [17.1 20.9],0
s5,1,0.631772,0.229665,[ 3 19] ; [ 7 31],[ 3.66666667 18.33333333] ; [ 6.33333333 31.66666667],0
s1,1,0.636288,0.223629,[ 2 20] ; [ 5 33],[ 2.56666667 19.43333333] ; [ 4.43333333 33.56666667],0
p4,1,0.648536,0.207751,[ 7 15] ; [10 28],[ 6.23333333 15.76666667] ; [10.76666667 27.23333333],0
u1,1,0.690643,0.15839,[ 1 21] ; [ 1 37],[ 0.73333333 21.26666667] ; [ 1.26666667 36.73333333],0
r1,1,0.694194,0.154582,[ 7 15] ; [14 24],[ 7.7 14.3] ; [13.3 24.7],0
s3,1,0.736607,0.113131,[ 5 16] ; [ 7 28],[ 4.5 16.5] ; [ 7.5 27.5],0
s2,1,0.810627,0.057416,[ 4 18] ; [ 6 32],[ 3.66666667 18.33333333] ; [ 6.33333333 31.66666667],0
n6,1,0.812199,0.056449,[10 12] ; [18 19],[10.44067797 11.55932203] ; [17.55932203 19.44067797],0
p2,1,0.815059,0.054711,[ 9 13] ; [14 23],[ 8.57627119 13.42372881] ; [14.42372881 22.57627119],0
n5,1,0.815108,0.054682,[15  7] ; [27 11],[15.4  6.6] ; [26.6 11.4],0
