Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,2.4e-05,17.870979,[39 23] ; [92 10],[49.52439024 12.47560976] ; [81.47560976 20.52439024],1
r4,1,0.000269,13.27158,[30 33] ; [77 25],[40.85454545 22.14545455] ; [66.14545455 35.85454545],1
s8,1,0.000373,12.661624,[ 4 59] ; [30 72],[12.98181818 50.01818182] ; [21.01818182 80.98181818],1
b5,1,0.000841,11.149321,[28 35] ; [72 30],[38.18181818 24.81818182] ; [61.81818182 40.18181818],1
r3,1,0.001367,10.249353,[37 25] ; [84 18],[45.74390244 16.25609756] ; [75.25609756 26.74390244],0
s6,1,0.001447,10.145529,[18 45] ; [55 47],[27.87272727 35.12727273] ; [45.12727273 56.87272727],0
s7,1,0.001578,9.984888,[ 8 48] ; [37 59],[16.57894737 39.42105263] ; [28.42105263 67.57894737],0
n5,1,0.001912,9.632132,[28 34] ; [71 31],[37.42682927 24.57317073] ; [61.57317073 40.42682927],0
n4,1,0.002119,9.443748,[28 35] ; [70 32],[37.41818182 25.58181818] ; [60.58181818 41.41818182],0
p10,1,0.004281,8.160484,[16 45] ; [49 51],[24.62732919 36.37267081] ; [40.37267081 59.62732919],0
p2,1,0.004695,7.993186,[27 36] ; [66 35],[35.72560976 27.27439024] ; [57.27439024 43.72560976],0
p4,1,0.006304,7.461414,[15 48] ; [45 55],[23.19018405 39.80981595] ; [36.80981595 63.19018405],0
p9,1,0.008002,7.033103,[22 39] ; [56 41],[30.11392405 30.88607595] ; [47.88607595 49.11392405],0
p6,1,0.026779,4.905006,[ 7 54] ; [26 74],[12.50310559 48.49689441] ; [20.49689441 79.50310559],0
u1,1,0.032698,4.561535,[ 3 60] ; [16 86],[ 7.25454545 55.74545455] ; [11.74545455 90.25454545],0
p7,1,0.03621,4.387185,[20 42] ; [49 51],[26.40740741 35.59259259] ; [42.59259259 57.40740741],0
r2,1,0.042959,4.097032,[47 15] ; [88 12],[51.66666667 10.33333333] ; [83.33333333 16.66666667],0
n2,1,0.046498,3.963463,[13 17] ; [25 12],[17.01492537 12.98507463] ; [20.98507463 16.01492537],0
d5,1,0.081353,3.037653,[38 24] ; [75 26],[42.98159509 19.01840491] ; [70.01840491 30.98159509],0
d1,1,0.090458,2.866212,[23 40] ; [51 51],[28.25454545 34.74545455] ; [45.74545455 56.25454545],0
d3,1,0.128631,2.308945,[30 31] ; [62 39],[34.64197531 26.35802469] ; [57.35802469 43.64197531],0
r1,1,0.12867,2.308478,[37 26] ; [71 30],[41.48780488 21.51219512] ; [66.51219512 34.48780488],0
v2,1,0.135486,2.228492,[18 41] ; [42 57],[22.40506329 36.59493671] ; [37.59493671 61.40506329],0
n1,1,0.153928,2.032885,[ 9 21] ; [17 19],[11.81818182 18.18181818] ; [14.18181818 21.81818182],0
p8,1,0.179118,1.804925,[15 46] ; [35 66],[18.82716049 42.17283951] ; [31.17283951 69.82716049],0
a6,1,0.21184,1.558805,[39 23] ; [54 48],[35.15853659 26.84146341] ; [57.84146341 44.15853659],0
s2,1,0.216597,1.526775,[17 46] ; [37 65],[20.61818182 42.38181818] ; [33.38181818 68.61818182],0
a1,1,0.225817,1.467016,[ 7 56] ; [ 6 96],[ 4.96363636 58.03636364] ; [ 8.03636364 93.96363636],0
p1,1,0.225817,1.467016,[ 7 56] ; [ 6 96],[ 4.96363636 58.03636364] ; [ 8.03636364 93.96363636],0
v1,1,0.234412,1.413888,[18 45] ; [38 63],[21.51219512 41.48780488] ; [34.48780488 66.51219512],0
p3,1,0.236951,1.39864,[16 46] ; [35 66],[19.39877301 42.60122699] ; [31.60122699 69.39877301],0
a7,1,0.237677,1.394319,[38 25] ; [70 31],[41.48780488 21.51219512] ; [66.51219512 34.48780488],0
d4,1,0.248431,1.332106,[39 22] ; [74 28],[42.28834356 18.71165644] ; [70.71165644 31.28834356],0
a4,1,0.255175,1.294749,[27 36] ; [34 66],[23.57668712 39.42331288] ; [37.42331288 62.57668712],0
b1,1,0.255634,1.292249,[36 27] ; [49 53],[32.45454545 30.54545455] ; [52.54545455 49.45454545],0
u2,1,0.297953,1.083333,[12 13] ; [14 26],[10. 15.] ; [16. 24.],0
s1,1,0.325139,0.968164,[ 7 55] ; [ 7 95],[ 5.29268293 56.70731707] ; [ 8.70731707 93.29268293],0
u3,1,0.375662,0.784849,[10 15] ; [21 20],[11.74242424 13.25757576] ; [19.25757576 21.74242424],0
b4,1,0.440785,0.594238,[36 27] ; [52 50],[33.6 29.4] ; [54.4 47.6],0
s4,1,0.509293,0.43552,[ 7 56] ; [15 87],[ 8.4 54.6] ; [13.6 88.4],0
a8,1,0.521904,0.41013,[ 5 56] ; [ 5 85],[ 4.0397351 56.9602649] ; [ 5.9602649 84.0397351],0
a2,1,0.574906,0.314542,[14 49] ; [19 83],[12.6 50.4] ; [20.4 81.6],0
d2,1,0.654215,0.200627,[28 34] ; [42 59],[26.62576687 35.37423313] ; [43.37423313 57.62576687],0
n3,1,0.678469,0.171854,[17 11] ; [20 16],[16.1875 11.8125] ; [20.8125 15.1875],0
a5,1,0.716091,0.132269,[34 29] ; [58 44],[35.12727273 27.87272727] ; [56.87272727 45.12727273],0
s3,1,0.737155,0.112643,[25 37] ; [43 57],[26.02469136 35.97530864] ; [41.97530864 58.02469136],0
b2,1,0.949847,0.003956,[12 24] ; [17 35],[11.86363636 24.13636364] ; [17.13636364 34.86363636],0
b3,1,0.949847,0.003956,[12 24] ; [17 35],[11.86363636 24.13636364] ; [17.13636364 34.86363636],0
a3,1,0.967524,0.001658,[37 25] ; [60 40],[37.12345679 24.87654321] ; [59.87654321 40.12345679],0
v3,1,0.998154,5e-06,[17 41] ; [29 70],[16.99363057 41.00636943] ; [29.00636943 69.99363057],0
