Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3e-06,21.670834,[ 9 35] ; [62 37],[21.84615385 22.15384615] ; [49.15384615 49.84615385],1
p11,1,1.7e-05,18.540499,[17 28] ; [75 25],[28.55172414 16.44827586] ; [63.44827586 36.55172414],1
p9,1,0.000128,14.674135,[19 24] ; [77 23],[28.86713287 14.13286713] ; [67.13286713 32.86713287],1
s1,1,0.001349,10.274586,[ 6 39] ; [ 1 99],[ 2.17241379 42.82758621] ; [ 4.82758621 95.17241379],0
p8,1,0.003146,8.720764,[10 34] ; [49 51],[18.02777778 25.97222222] ; [40.97222222 59.02777778],0
p10,1,0.007265,7.206194,[19 25] ; [67 33],[26.27777778 17.72222222] ; [59.72222222 40.27777778],0
v4,1,0.007729,7.095305,[34 11] ; [90  8],[39.02097902  5.97902098] ; [84.97902098 13.02097902],0
d3,1,0.011707,6.354774,[21 24] ; [68 31],[27.8125 17.1875] ; [61.1875 37.8125],0
p3,1,0.015238,5.888769,[ 7 37] ; [36 64],[13.13888889 30.86111111] ; [29.86111111 70.13888889],0
n2,1,0.048422,3.895278,[ 9 12] ; [25 11],[12.52631579  8.47368421] ; [21.47368421 14.52631579],0
v1,1,0.049403,3.861599,[11 34] ; [41 58],[16.25 28.75] ; [35.75 63.25],0
d2,1,0.051569,3.78971,[20 25] ; [28 72],[14.89655172 30.10344828] ; [33.10344828 66.89655172],0
n6,1,0.051638,3.787455,[23 22] ; [68 32],[28.24137931 16.75862069] ; [62.75862069 37.24137931],0
p1,1,0.053994,3.712896,[ 4 41] ; [ 2 98],[ 1.86206897 43.13793103] ; [ 4.13793103 95.86206897],0
r3,1,0.086257,2.942885,[34 11] ; [87 13],[37.55172414  7.44827586] ; [83.44827586 16.55172414],0
r4,1,0.088314,2.904836,[28 17] ; [76 24],[32.27586207 12.72413793] ; [71.72413793 28.27586207],0
r1,1,0.090465,2.866082,[25 20] ; [70 30],[29.48275862 15.51724138] ; [65.51724138 34.48275862],0
a7,1,0.090501,2.865441,[26 19] ; [72 28],[30.4137931 14.5862069] ; [67.5862069 32.4137931],0
p4,1,0.092655,2.827636,[12 32] ; [42 58],[16.5 27.5] ; [37.5 62.5],0
a6,1,0.103462,2.65135,[20 25] ; [59 41],[24.51724138 20.48275862] ; [54.48275862 45.51724138],0
s8,1,0.103642,2.648587,[ 3 41] ; [17 83],[ 6.11111111 37.88888889] ; [13.88888889 86.11111111],0
u3,1,0.121801,2.394006,[13  7] ; [18 23],[10.16393443  9.83606557] ; [20.83606557 20.16393443],0
b1,1,0.142742,2.148148,[22 23] ; [36 64],[18. 27.] ; [40. 60.],0
r2,1,0.179018,1.80576,[34 11] ; [84 15],[36.875  8.125] ; [81.125 17.875],0
s6,1,0.198441,1.653811,[12 32] ; [38 61],[15.38461538 28.61538462] ; [34.61538462 64.38461538],0
n3,1,0.24896,1.329133,[11  9] ; [26 11],[12.98245614  7.01754386] ; [24.01754386 12.98245614],0
b5,1,0.339497,0.912331,[29 16] ; [56 44],[26.37931034 18.62068966] ; [58.62068966 41.37931034],0
s3,1,0.460424,0.544863,[ 8 37] ; [23 76],[ 9.6875 35.3125] ; [21.3125 77.6875],0
v3,1,0.505868,0.442605,[12 31] ; [22 75],[10.44285714 32.55714286] ; [23.55714286 73.44285714],0
a4,1,0.515362,0.423165,[15 30] ; [28 72],[13.34482759 31.65517241] ; [29.65517241 70.34482759],0
u2,1,0.518258,0.417358,[12  8] ; [21 20],[10.81967213  9.18032787] ; [22.18032787 18.81967213],0
n1,1,0.552219,0.353357,[ 6 15] ; [ 8 29],[ 5.06896552 15.93103448] ; [ 8.93103448 28.06896552],0
s7,1,0.559322,0.340879,[ 7 34] ; [21 77],[ 8.25899281 32.74100719] ; [19.74100719 78.25899281],0
p12,1,0.559361,0.340812,[ 1 44] ; [ 1 99],[ 0.62068966 44.37931034] ; [ 1.37931034 98.62068966],0
p6,1,0.562479,0.335429,[ 6 38] ; [17 80],[ 7.17730496 36.82269504] ; [15.82269504 81.17730496],0
d1,1,0.630117,0.231902,[19 26] ; [38 62],[17.68965517 27.31034483] ; [39.31034483 60.68965517],0
a3,1,0.648503,0.207792,[25 20] ; [59 40],[26.25 18.75] ; [57.75 41.25],0
s5,1,0.649306,0.206776,[ 6 37] ; [17 83],[ 6.91608392 36.08391608] ; [16.08391608 83.91608392],0
b4,1,0.652409,0.202876,[27 18] ; [56 44],[25.75862069 19.24137931] ; [57.24137931 42.75862069],0
p5,1,0.72558,0.123209,[ 2 42] ; [ 6 94],[ 2.44444444 41.55555556] ; [ 5.55555556 94.44444444],0
s4,1,0.805498,0.060633,[ 7 38] ; [14 86],[ 6.51724138 38.48275862] ; [14.48275862 85.51724138],0
v2,1,0.823868,0.049538,[18 25] ; [43 55],[18.60283688 24.39716312] ; [42.39716312 55.60283688],0
b2,1,0.893763,0.017834,[ 7 17] ; [13 34],[ 6.76056338 17.23943662] ; [13.23943662 33.76056338],0
b3,1,0.893763,0.017834,[ 7 17] ; [13 34],[ 6.76056338 17.23943662] ; [13.23943662 33.76056338],0
n5,1,0.915938,0.011141,[15 29] ; [35 65],[15.27777778 28.72222222] ; [34.72222222 65.27777778],0
a5,1,0.921062,0.00982,[23 22] ; [52 48],[23.27586207 21.72413793] ; [51.72413793 48.27586207],0
a1,1,0.930695,0.007564,[ 1 44] ; [ 2 98],[ 0.93103448 44.06896552] ; [ 2.06896552 97.93103448],0
d4,1,0.959333,0.0026,[33 12] ; [73 26],[33.125 11.875] ; [72.875 26.125],0
d5,1,0.968523,0.001557,[30 15] ; [67 33],[30.10344828 14.89655172] ; [66.89655172 33.10344828],0
a2,1,0.984238,0.00039,[ 5 40] ; [11 89],[ 4.96551724 40.03448276] ; [11.03448276 88.96551724],0
